QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Aaron Rodgers,Chris Carson,Aaron Jones,Anthony Miller,Davante Adams,Allen Robinson,Robert Tonyan,Miles Sanders,Philadelphia Eagles
