PG,SG,SF,PF,C,G,F,UTIL
Jamal Murray,D'Angelo Russell,Danny Green,John Collins,Deandre Ayton,Shai Gilgeous-Alexander,Andre Iguodala,Malachi Flynn
Jamal Murray,Evan Fournier,Matisse Thybulle,John Collins,Deandre Ayton,Shai Gilgeous-Alexander,Yuta Watanabe,D'Angelo Russell
Jamal Murray,Jeremy Lamb,Danny Green,John Collins,Deandre Ayton,Shai Gilgeous-Alexander,Yuta Watanabe,D'Angelo Russell
Jamal Murray,D'Angelo Russell,Yuta Watanabe,John Collins,Deandre Ayton,Shai Gilgeous-Alexander,Justin Holiday,Bruce Brown
Shai Gilgeous-Alexander,D'Angelo Russell,Yuta Watanabe,John Collins,Deandre Ayton,Patty Mills,Justin Holiday,Serge Ibaka
Jamal Murray,D'Angelo Russell,Nicolas Batum,John Collins,Deandre Ayton,Shai Gilgeous-Alexander,Precious Achiuwa,Yuta Watanabe
Jamal Murray,D'Angelo Russell,Justin Holiday,John Collins,Deandre Ayton,Shai Gilgeous-Alexander,Precious Achiuwa,Malachi Flynn
Jamal Murray,D'Angelo Russell,Taurean Prince,John Collins,Deandre Ayton,Shai Gilgeous-Alexander,Yuta Watanabe,Luke Kennard
Jamal Murray,D'Angelo Russell,Yuta Watanabe,John Collins,Deandre Ayton,Shai Gilgeous-Alexander,Reggie Bullock,Payton Pritchard
Jamal Murray,D'Angelo Russell,David Nwaba,John Collins,Deandre Ayton,Shai Gilgeous-Alexander,Yuta Watanabe,Tomas Satoransky
Jamal Murray,D'Angelo Russell,Yuta Watanabe,John Collins,Deandre Ayton,Shai Gilgeous-Alexander,Edmond Sumner,Dwight Howard
Jamal Murray,D'Angelo Russell,Yuta Watanabe,John Collins,Deandre Ayton,Shai Gilgeous-Alexander,Dwayne Bacon,Trey Burke
Jamal Murray,Mason Jones,Yuta Watanabe,Rudy Gay,Deandre Ayton,Shai Gilgeous-Alexander,John Collins,D'Angelo Russell
Shai Gilgeous-Alexander,D'Angelo Russell,Danny Green,Rudy Gay,Deandre Ayton,Malachi Flynn,John Collins,Serge Ibaka
Jamal Murray,Evan Fournier,Yuta Watanabe,John Collins,Deandre Ayton,D'Angelo Russell,Lu Dort,Serge Ibaka
Jamal Murray,D'Angelo Russell,Yuta Watanabe,John Collins,Deandre Ayton,Shai Gilgeous-Alexander,Sterling Brown,Patrick Beverley
Shai Gilgeous-Alexander,D'Angelo Russell,Yuta Watanabe,John Collins,Deandre Ayton,Trey Burke,Paul Millsap,Serge Ibaka
Shai Gilgeous-Alexander,Evan Fournier,Taurean Prince,John Collins,Deandre Ayton,D'Angelo Russell,Yuta Watanabe,Serge Ibaka
Jamal Murray,Alec Burks,Yuta Watanabe,John Collins,Deandre Ayton,Shai Gilgeous-Alexander,Caleb Martin,D'Angelo Russell
Jamal Murray,D'Angelo Russell,Semi Ojeleye,John Collins,Deandre Ayton,Shai Gilgeous-Alexander,Yuta Watanabe,Patty Mills
