PG,SG,SF,PF,C,G,F,UTIL
Jamal Murray,D'Angelo Russell,Danny Green,John Collins,Deandre Ayton,Shai Gilgeous-Alexander,Andre Iguodala,Malachi Flynn
Jamal Murray,Evan Fournier,Yuta Watanabe,John Collins,Deandre Ayton,D'Angelo Russell,Lu Dort,Serge Ibaka
Jamal Murray,Alec Burks,Yuta Watanabe,John Collins,Deandre Ayton,Shai Gilgeous-Alexander,Caleb Martin,D'Angelo Russell
Shai Gilgeous-Alexander,D'Angelo Russell,Yuta Watanabe,John Collins,Deandre Ayton,Trey Burke,Justin Holiday,Serge Ibaka
Shai Gilgeous-Alexander,Evan Fournier,Yuta Watanabe,Rudy Gay,Deandre Ayton,D'Angelo Russell,John Collins,Willie Cauley-Stein
Jamal Murray,Evan Fournier,Nicolas Batum,Rudy Gay,John Collins,Shai Gilgeous-Alexander,Edmond Sumner,D'Angelo Russell
Shai Gilgeous-Alexander,Alec Burks,Justin Holiday,Rudy Gay,Serge Ibaka,Evan Fournier,John Collins,D'Angelo Russell
Jamal Murray,Ben McLemore,Jae Crowder,Rudy Gay,Serge Ibaka,Shai Gilgeous-Alexander,John Collins,D'Angelo Russell
Jamal Murray,Alec Burks,David Nwaba,John Collins,Deandre Ayton,D'Angelo Russell,Lu Dort,Willie Cauley-Stein
Jamal Murray,Evan Fournier,David Nwaba,Rudy Gay,Deandre Ayton,D'Angelo Russell,John Collins,Trey Burke
Shai Gilgeous-Alexander,D'Angelo Russell,Danny Green,Rudy Gay,Deandre Ayton,Facundo Campazzo,John Collins,Serge Ibaka
Jamal Murray,D'Angelo Russell,Isaac Okoro,Rudy Gay,Deandre Ayton,Immanuel Quickley,John Collins,Serge Ibaka
Jamal Murray,Evan Fournier,Isaac Okoro,John Collins,Deandre Ayton,D'Angelo Russell,Justin Holiday,Willie Cauley-Stein
Jamal Murray,D'Angelo Russell,Danny Green,John Collins,Deandre Ayton,Patty Mills,David Nwaba,Serge Ibaka
Jamal Murray,D'Angelo Russell,Taurean Prince,Rudy Gay,Deandre Ayton,Justin Holiday,John Collins,Lu Dort
Jamal Murray,Alec Burks,Danny Green,John Collins,Deandre Ayton,Evan Fournier,Luke Kennard,D'Angelo Russell
Jamal Murray,Alec Burks,Nicolas Batum,John Collins,Deandre Ayton,Shai Gilgeous-Alexander,Justin Holiday,Evan Fournier
Jamal Murray,Denzel Valentine,Nicolas Batum,Rudy Gay,Deandre Ayton,D'Angelo Russell,John Collins,Willie Cauley-Stein
Jamal Murray,Evan Fournier,Danny Green,John Collins,Deandre Ayton,Shai Gilgeous-Alexander,Taurean Prince,Serge Ibaka
Shai Gilgeous-Alexander,Alec Burks,Josh Green,John Collins,Deandre Ayton,D'Angelo Russell,Taurean Prince,Serge Ibaka
