PG,SG,SF,PF,C,G,F,UTIL
Stephen Curry,Alec Burks,Brandon Ingram,Anthony Davis,Mitchell Robinson,Brad Wanamaker,Kyle Kuzma,Georges Niang
Stephen Curry,Alec Burks,Brandon Ingram,Anthony Davis,Mitchell Robinson,Bryn Forbes,Kyle Kuzma,Georges Niang
Stephen Curry,Alec Burks,Brandon Ingram,Thanasis Antetokounmpo,Anthony Davis,Brad Wanamaker,Kyle Kuzma,Jordan Clarkson
Stephen Curry,Alec Burks,Brandon Ingram,Kyle Kuzma,Anthony Davis,Jordan Clarkson,Georges Niang,Jordan Poole
Stephen Curry,Alec Burks,Brandon Ingram,Thanasis Antetokounmpo,Anthony Davis,Jordan Clarkson,Kyle Kuzma,Georges Niang
Stephen Curry,Alec Burks,Brandon Ingram,Thanasis Antetokounmpo,Anthony Davis,Jordan Clarkson,Kyle Kuzma,Bryn Forbes
Stephen Curry,Alec Burks,Brandon Ingram,Anthony Davis,Mitchell Robinson,Brad Wanamaker,Kyle Kuzma,Bryn Forbes
Stephen Curry,Alec Burks,Brandon Ingram,Eric Paschall,Anthony Davis,Dennis Schroder,Georges Niang,Kevin Knox
Stephen Curry,Alec Burks,Brandon Ingram,Eric Paschall,Anthony Davis,Dennis Schroder,Kevin Knox,Bryn Forbes
Stephen Curry,Alec Burks,Brandon Ingram,Georges Niang,Anthony Davis,Dennis Schroder,Reggie Bullock,Damion Lee
Stephen Curry,Alec Burks,Brandon Ingram,Thanasis Antetokounmpo,Jaxson Hayes,Jordan Clarkson,Anthony Davis,Kyle Kuzma
Stephen Curry,Alec Burks,Brandon Ingram,Anthony Davis,Mitchell Robinson,Brad Wanamaker,Kyle Kuzma,Jaxson Hayes
Stephen Curry,Alec Burks,Brandon Ingram,Anthony Davis,Mitchell Robinson,Bryn Forbes,Kyle Kuzma,Jaxson Hayes
Stephen Curry,Alec Burks,Brandon Ingram,Anthony Davis,Jaxson Hayes,Jordan Clarkson,Kyle Kuzma,Jordan Poole
Stephen Curry,Alec Burks,Brandon Ingram,Anthony Davis,Jaxson Hayes,Dennis Schroder,Eric Paschall,Kevin Knox
Stephen Curry,Alec Burks,Kent Bazemore,Brandon Ingram,Anthony Davis,Elfrid Payton,Kyle Kuzma,Bryn Forbes
Stephen Curry,Alec Burks,Kent Bazemore,Brandon Ingram,Anthony Davis,Elfrid Payton,Kyle Kuzma,Georges Niang
Stephen Curry,Alec Burks,Brandon Ingram,Anthony Davis,Jaxson Hayes,Dennis Schroder,Reggie Bullock,Damion Lee
Stephen Curry,Alec Burks,Pat Connaughton,Thanasis Antetokounmpo,Anthony Davis,Elfrid Payton,Brandon Ingram,Kyle Kuzma
Stephen Curry,Alec Burks,Pat Connaughton,Brandon Ingram,Anthony Davis,Elfrid Payton,Kyle Kuzma,Jordan Poole
