QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Lamar Jackson,Alvin Kamara,James Conner,Michael Thomas,Corey Davis,Marquise Brown,Mark Andrews,Jonnu Smith,Pittsburgh Steelers
Ben Roethlisberger,Alvin Kamara,David Montgomery,Michael Thomas,Corey Davis,JuJu Smith-Schuster,Eric Ebron,Jarvis Landry,Tennessee Titans
Lamar Jackson,David Montgomery,Gus Edwards,Michael Thomas,Corey Davis,Marquise Brown,Mark Andrews,Allen Robinson,Cleveland Browns
Mitchell Trubisky,Alvin Kamara,David Montgomery,Michael Thomas,Corey Davis,Diontae Johnson,Cole Kmet,Allen Robinson,Tennessee Titans
Ben Roethlisberger,Alvin Kamara,James Conner,Michael Thomas,JuJu Smith-Schuster,Diontae Johnson,Mark Andrews,Austin Hooper,Baltimore Ravens
Lamar Jackson,David Montgomery,James Conner,Corey Davis,Marquise Brown,JuJu Smith-Schuster,Mark Andrews,Diontae Johnson,Chicago Bears
Ryan Tannehill,Alvin Kamara,David Montgomery,Michael Thomas,Corey Davis,Jarvis Landry,Mark Andrews,Jonnu Smith,Cleveland Browns
Drew Brees,Alvin Kamara,Derrick Henry,Michael Thomas,Corey Davis,Chase Claypool,Cole Kmet,Emmanuel Sanders,Tennessee Titans
Mitchell Trubisky,Alvin Kamara,Derrick Henry,Michael Thomas,JuJu Smith-Schuster,Allen Robinson,Jonnu Smith,Anthony Miller,Tennessee Titans
Lamar Jackson,Alvin Kamara,Derrick Henry,Corey Davis,Marquise Brown,Anthony Miller,Mark Andrews,Cole Kmet,Cleveland Browns
Ben Roethlisberger,Derrick Henry,James Conner,Michael Thomas,JuJu Smith-Schuster,Diontae Johnson,Jonnu Smith,Jarvis Landry,Tennessee Titans
Ben Roethlisberger,David Montgomery,Derrick Henry,Corey Davis,JuJu Smith-Schuster,Diontae Johnson,Austin Hooper,Chase Claypool,Tennessee Titans
Drew Brees,Derrick Henry,James Conner,Michael Thomas,Corey Davis,JuJu Smith-Schuster,Jared Cook,Allen Robinson,Tennessee Titans
Ben Roethlisberger,David Montgomery,Kareem Hunt,Michael Thomas,Diontae Johnson,Chase Claypool,Mark Andrews,Jarvis Landry,Baltimore Ravens
Ben Roethlisberger,Alvin Kamara,Kareem Hunt,Michael Thomas,Diontae Johnson,Chase Claypool,Austin Hooper,Allen Robinson,Tennessee Titans
Drew Brees,Alvin Kamara,David Montgomery,Michael Thomas,Marquise Brown,Allen Robinson,Jonnu Smith,Emmanuel Sanders,Cleveland Browns
Drew Brees,Alvin Kamara,David Montgomery,Michael Thomas,JuJu Smith-Schuster,Anthony Miller,Mark Andrews,Emmanuel Sanders,Baltimore Ravens
