QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Ben Roethlisberger,Alvin Kamara,Gus Edwards,Michael Thomas,Marquise Brown,Diontae Johnson,Eric Ebron,Jarvis Landry,Baltimore Ravens
Drew Brees,Alvin Kamara,Gus Edwards,Michael Thomas,Corey Davis,Allen Robinson,Mark Andrews,Emmanuel Sanders,Pittsburgh Steelers
Lamar Jackson,Derrick Henry,Gus Edwards,Corey Davis,Marquise Brown,Diontae Johnson,Mark Andrews,Jonnu Smith,New Orleans Saints
Lamar Jackson,David Montgomery,Derrick Henry,Michael Thomas,Corey Davis,Dez Bryant,Mark Andrews,Cole Kmet,Pittsburgh Steelers
Baker Mayfield,Alvin Kamara,Derrick Henry,Michael Thomas,Corey Davis,JuJu Smith-Schuster,Austin Hooper,Rashard Higgins,Tennessee Titans
Mitchell Trubisky,Alvin Kamara,James Conner,Michael Thomas,Diontae Johnson,Allen Robinson,Mark Andrews,Anthony Miller,Pittsburgh Steelers
Lamar Jackson,Derrick Henry,Latavius Murray,Michael Thomas,Marquise Brown,Jarvis Landry,Mark Andrews,Jonnu Smith,Cleveland Browns
Lamar Jackson,Alvin Kamara,Kareem Hunt,Michael Thomas,Corey Davis,A.J. Brown,Mark Andrews,Dez Bryant,Cleveland Browns
Ben Roethlisberger,Derrick Henry,Gus Edwards,Corey Davis,JuJu Smith-Schuster,Diontae Johnson,Mark Andrews,Jarvis Landry,Chicago Bears
Drew Brees,Alvin Kamara,David Montgomery,Michael Thomas,Marquise Brown,Diontae Johnson,Cole Kmet,Jared Cook,Baltimore Ravens
Ben Roethlisberger,Alvin Kamara,Derrick Henry,Michael Thomas,Diontae Johnson,Anthony Miller,Eric Ebron,Rashard Higgins,Tennessee Titans
Ben Roethlisberger,Alvin Kamara,James Conner,Corey Davis,JuJu Smith-Schuster,Chase Claypool,Mark Andrews,Jarvis Landry,New Orleans Saints
Drew Brees,Alvin Kamara,David Montgomery,Michael Thomas,Chase Claypool,Allen Robinson,Eric Ebron,Jared Cook,Tennessee Titans
Ryan Tannehill,David Montgomery,Derrick Henry,Michael Thomas,Corey Davis,Marquise Brown,Jonnu Smith,Eric Ebron,Pittsburgh Steelers
Drew Brees,Alvin Kamara,Derrick Henry,Michael Thomas,Allen Robinson,Marquez Callaway,Mark Andrews,Cole Kmet,Cleveland Browns
Lamar Jackson,Alvin Kamara,Kareem Hunt,Corey Davis,Marquise Brown,JuJu Smith-Schuster,Mark Andrews,Eric Ebron,New Orleans Saints
Ryan Tannehill,Derrick Henry,James Conner,Michael Thomas,Corey Davis,JuJu Smith-Schuster,Mark Andrews,Jonnu Smith,New Orleans Saints
Lamar Jackson,David Montgomery,Derrick Henry,Marquise Brown,Chase Claypool,Anthony Miller,Mark Andrews,Jonnu Smith,Pittsburgh Steelers
Drew Brees,David Montgomery,Derrick Henry,Michael Thomas,Diontae Johnson,Allen Robinson,Austin Hooper,Marquez Callaway,Tennessee Titans
Ben Roethlisberger,David Montgomery,Derrick Henry,Corey Davis,Marquise Brown,Chase Claypool,Eric Ebron,Jarvis Landry,Chicago Bears
Lamar Jackson,Alvin Kamara,Gus Edwards,Michael Thomas,Corey Davis,Jarvis Landry,Mark Andrews,Miles Boykin,New Orleans Saints
Mitchell Trubisky,Derrick Henry,James Conner,Michael Thomas,Chase Claypool,Allen Robinson,Cole Kmet,A.J. Brown,Tennessee Titans
Ben Roethlisberger,Alvin Kamara,David Montgomery,Michael Thomas,Marquise Brown,JuJu Smith-Schuster,David Njoku,Chase Claypool,Baltimore Ravens
