Player_Name,Salary,Team,Pos,Opp,Proj_FP,pown%
T.J. McConnell,3200.00,PHI,PG/SG,BOS,20.96,0.00%
George Hill,3900.00,CLE,PG/SG,TOR,25.17,0.00%
Fred VanVleet,3600.00,TOR,PG/SG,CLE,23.1,0.00%
C.J. Miles,3500.00,TOR,SG/SF,CLE,20.01,0.00%
DeMar DeRozan,7500.00,TOR,SG/SF,CLE,40.71,0.00%
Ben Simmons,8600.00,PHI,PG/SF,BOS,45.94,0.00%
Al Horford,7300.00,BOS,PF/C,PHI,38.84,0.00%
Joel Embiid,9800.00,PHI,C,BOS,52.1,0.00%
Aron Baynes,3700.00,BOS,C,PHI,19.5,0.00%
Marcus Smart,5800.00,BOS,PG/SG,PHI,29.96,0.00%
LeBron James,12100.00,CLE,PG/SF,TOR,62.16,0.00%
Kyle Lowry,8000.00,TOR,PG,CLE,40.88,0.00%
OG Anunoby,3400.00,TOR,SF/PF,CLE,17.12,0.00%
Jayson Tatum,6800.00,BOS,SF/PF,PHI,33.33,0.00%
J.J. Redick,5900.00,PHI,SG/SF,BOS,28.76,0.00%
Kevin Love,7800.00,CLE,PF/C,TOR,37.97,0.00%
Kyle Korver,4600.00,CLE,SG/SF,TOR,22.2,0.00%
Marcus Morris,5100.00,BOS,SF/PF,PHI,24.47,0.00%
Dario Saric,6000.00,PHI,SF/PF,BOS,28.54,0.00%
Jeff Green,4000.00,CLE,SF/PF,TOR,17.77,0.00%
Serge Ibaka,4900.00,TOR,PF/C,CLE,21.67,0.00%
J.R. Smith,4200.00,CLE,SG/SF,TOR,18.39,0.00%
Jaylen Brown,5700.00,BOS,SG/SF,PHI,24.52,0.00%
Jonas Valanciunas,7100.00,TOR,C,CLE,30.37,0.00%
Terry Rozier,8200.00,BOS,PG/SG,PHI,34.55,0.00%
Marco Belinelli,4700.00,PHI,SG/SF,BOS,19.63,0.00%
Ersan Ilyasova,5000.00,PHI,PF/C,BOS,19.67,0.00%
Pascal Siakam,3300.00,TOR,PF,CLE,12.3,0.00%
Jordan Clarkson,3000.00,CLE,PG/SG,TOR,10.82,0.00%
Rodney Hood,2800.00,CLE,SG/SF,TOR,9.56,0.00%
Delon Wright,3800.00,TOR,PG/SG,CLE,11.71,0.00%
Markelle Fultz,2500.00,PHI,PG/SG,BOS,7.04,0.00%
Robert Covington,5300.00,PHI,SF/PF,BOS,14.45,0.00%
Shane Larkin,3100.00,BOS,PG,PHI,7.91,0.00%
Tristan Thompson,4500.00,CLE,PF/C,TOR,10.42,0.00%
Jakob Poeltl,2900.00,TOR,PF/C,CLE,3.43,0.00%
Amir Johnson,2700.00,PHI,PF/C,BOS,1.77,0.00%
