Player_Name,Salary,Team,Pos,Opp,Proj_FP,pown%
Louis Williams,4900.00,LAL,SG,SAS,28.62,3.00%
Monta Ellis,5300.00,IND,SG,PHO,30.18,10.00%
Harrison Barnes,6600.00,DAL,SF/PF,MEM,37.52,17.50%
Seth Curry,5200.00,DAL,SG,MEM,29.32,35.00%
Thaddeus Young,5000.00,IND,PF,PHO,27.44,10.00%
Pau Gasol,6000.00,SAS,C,LAL,32.89,12.50%
Tony Parker,4400.00,SAS,PG,LAL,23.92,1.50%
Kelly Olynyk,4600.00,BOS,PF/C,GSW,24.98,20.00%
Kevin Durant,9500.00,GSW,SF/PF,BOS,51.59,20.00%
Justin Anderson,3500.00,DAL,SF,MEM,19.01,10.00%
Blake Griffin,8300.00,LAC,PF,SAC,44.88,10.00%
Randy Foye,3000.00,BKN,PG,OKC,16.2,0.01%
Kemba Walker,8200.00,CHA,PG,ATL,44.25,12.50%
J.J. Redick,4500.00,LAC,SG,SAC,24.25,5.00%
Stephen Curry,9400.00,GSW,PG,BOS,50.59,10.00%
Vince Carter,4500.00,MEM,SF,DAL,24.05,5.00%
DeMarcus Cousins,9300.00,SAC,PF/C,LAC,49.56,10.00%
Timofey Mozgov,3500.00,LAL,C,SAS,18.63,3.00%
DeMar DeRozan,8600.00,TOR,SG,DEN,45.69,15.00%
Cody Zeller,4000.00,CHA,C,ATL,21.19,2.00%
Steven Adams,5400.00,OKC,C,BKN,28.58,7.50%
Evan Turner,3800.00,POR,SG/SF,NOP,20.08,3.00%
Isaiah Thomas,7900.00,BOS,PG,GSW,41.74,17.50%
Kyle Lowry,7900.00,TOR,PG,DEN,41.69,15.00%
Mike Conley,6800.00,MEM,PG,DAL,35.71,2.50%
Wilson Chandler,5500.00,DEN,SF,TOR,28.65,7.50%
Amir Johnson,4300.00,BOS,PF,GSW,22.34,2.50%
Marvin Williams,4800.00,CHA,PF,ATL,24.95,5.00%
Patrick Patterson,3900.00,TOR,PF,DEN,20.28,2.00%
Marc Gasol,6700.00,MEM,C,DAL,34.79,10.00%
Victor Oladipo,5900.00,OKC,PG/SG,BKN,30.57,7.50%
Enes Kanter,4600.00,OKC,C,BKN,23.81,5.00%
LeBron James,10000.00,CLE,SF/PF,DET,51.74,12.50%
