Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,2381923209,mythicalrhymer01,0,213.37999,QB Patrick Mahomes RB James Robinson RB Nyheim Hines FLEX Tyreek Hill WR Mike Evans WR Curtis Samuel WR Gabriel Davis TE Travis Kelce DST Jaguars ,,Dalvin Cook,RB,41.00%,11.2
2,2382228083,GGarcia51,0,206.87999,QB Ryan Fitzpatrick RB Nick Chubb RB Nyheim Hines WR Tyreek Hill FLEX A.J. Brown WR DeVante Parker WR Nelson Agholor TE Mike Gesicki DST Giants ,,Saints ,DST,32.50%,14
3,2381814709,G-Force23,0,205.98,QB Patrick Mahomes RB Nick Chubb RB Wayne Gallman Jr. FLEX Matt Breida WR Tyreek Hill WR DJ Moore WR DeVante Parker TE Kyle Rudolph DST Giants ,,Nick Chubb,RB,24.00%,29.6
4,2381930639,tmaeder10,0,202.18,QB Patrick Mahomes RB Austin Ekeler FLEX Nyheim Hines RB Brian Hill WR Tyreek Hill WR Justin Jefferson WR Gabriel Davis TE Travis Kelce DST Browns ,,Nyheim Hines,RB,21.50%,17.5
5,2382069567,sayNOmore92,0,200.58,QB Josh Allen RB Nick Chubb RB James Robinson FLEX Wayne Gallman Jr. WR Tyreek Hill WR DeVante Parker WR Tyler Boyd TE Trey Burton DST Jaguars ,,DeVante Parker,WR,21.00%,22.9
6,2382082948,Johng34,0,188.98,QB Patrick Mahomes RB Nyheim Hines RB Brian Hill WR Tyreek Hill WR Stefon Diggs WR Justin Jefferson FLEX Keelan Cole Sr. TE Mike Gesicki DST Saints ,,Tyreek Hill,WR,20.00%,60.9
7,2382043991,ace2623,0,187.88,QB Patrick Mahomes RB Nick Chubb RB Nyheim Hines WR Tyreek Hill FLEX Chris Godwin WR Antonio Brown WR Corey Davis TE Kyle Rudolph DST Browns ,,Justin Jefferson,WR,20.00%,26
8,2381894872,BKM1992,0,178.84,QB Justin Herbert RB James Robinson RB Austin Ekeler WR Keenan Allen WR Tyreek Hill WR Marcus Johnson TE Hunter Henry FLEX Anthony Firkser DST Dolphins ,,Brian Hill,RB,19.00%,5.5
9,2382014831,locker2024,0,173.78,QB Josh Allen RB Nick Chubb RB Nyheim Hines FLEX Tyreek Hill WR DJ Moore WR DeVante Parker WR Cole Beasley TE Jack Doyle DST Bills ,,Kareem Hunt,RB,19.00%,6.2
10,2382174564,cbfoo,0,172.78001,QB Patrick Mahomes RB Dalvin Cook RB Nick Chubb FLEX Brian Hill WR Tyreek Hill WR Michael Pittman Jr. WR Gabriel Davis TE Gerald Everett DST Vikings ,,Wayne Gallman Jr.,RB,18.00%,18.1
11,2381782301,kenstaten,0,172.52,QB Taysom Hill RB Alvin Kamara RB Nyheim Hines WR Tyreek Hill WR DeVante Parker WR Emmanuel Sanders FLEX Rob Gronkowski TE Mike Gesicki DST Saints ,,Josh Allen,QB,17.00%,17.48
12,2382196181,KHJarheads,0,172.18,QB Patrick Mahomes RB Kenyan Drake FLEX Melvin Gordon III RB Devin Singletary WR Tyreek Hill WR Tee Higgins WR Sammy Watkins TE Travis Kelce DST Colts ,,Calvin Ridley,WR,16.50%,17
13,2381915880,igetzpaper,0,171.44,QB Justin Herbert RB Giovani Bernard FLEX Wayne Gallman Jr. RB Nyheim Hines WR Keenan Allen WR Tyreek Hill WR Calvin Ridley TE Tyler Eifert DST Jaguars ,,Darren Waller,TE,16.00%,6.3
14,2381924550,KSCowboy,0,170.98,QB Patrick Mahomes RB Clyde Edwards-Helaire RB Latavius Murray FLEX Tyreek Hill WR Nelson Agholor WR Mecole Hardman WR Hunter Renfrow TE Darren Waller DST Chiefs ,,Keenan Allen,WR,16.00%,16
15,2382171348,VanKaros,0,170.08,QB Patrick Mahomes RB Kareem Hunt RB Leonard Fournette FLEX James White WR Tyreek Hill WR Calvin Ridley WR Jamison Crowder TE Evan Engram DST Broncos ,,Stefon Diggs,WR,16.00%,10.9
16,2382174000,Believeland1fan,0,169.38,QB Josh Allen RB Ronald Jones II RB Austin Ekeler WR Robby Anderson FLEX DeVante Parker WR Jarvis Landry WR Sterling Shepard TE Austin Hooper DST Saints ,,Nelson Agholor,WR,15.50%,10.4
17,2382187023,Sphinx1769,0,167.84,QB Justin Herbert RB Giovani Bernard RB Kareem Hunt WR Tyreek Hill WR Mike Evans FLEX Robert Woods WR Curtis Samuel TE Evan Engram DST Jaguars ,,Evan Engram,TE,13.50%,20.9
18,2381798329,Joe0171,0,167.78001,QB Patrick Mahomes RB Clyde Edwards-Helaire RB Ronald Jones II WR Tyreek Hill WR Demarcus Robinson WR A.J. Green FLEX Travis Kelce TE Rob Gronkowski DST Vikings ,,Derek Carr,QB,13.50%,4.6
19,2382100533,G.O.A.T,0,166.78,QB Patrick Mahomes RB Dalvin Cook RB Nyheim Hines FLEX Brian Hill WR Tyreek Hill WR Stefon Diggs WR Laviska Shenault Jr. TE Kyle Rudolph DST Vikings ,,Hunter Henry,TE,13.00%,13.7
20,2381798721,TeamLowe,0,163.8,QB Tom Brady RB Ronald Jones II RB Sony Michel WR Tyreek Hill WR Mike Evans WR Chris Godwin TE Travis Kelce FLEX Jonnu Smith DST Vikings ,,Patrick Mahomes,QB,12.50%,35.28
21,2381847184,NINE-UR,0,162.81999,QB Taysom Hill FLEX Derrick Henry RB Nick Chubb RB Kareem Hunt WR Justin Jefferson WR Darius Slayton WR KhaDarel Hodge TE Evan Engram DST Dolphins ,,Travis Kelce,FLEX,12.00%,16.2
22,2382245996,jfrenna,0,161,QB Derek Carr RB Wayne Gallman Jr. RB Jordan Wilkins WR Keenan Allen WR Tyreek Hill WR Stefon Diggs FLEX Breshad Perriman TE Evan Engram DST Giants ,,Justin Herbert,QB,12.00%,20.44
23,2381988570,WitasM,0,160.48001,QB Ryan Fitzpatrick FLEX Dalvin Cook RB Nick Chubb RB Nyheim Hines WR Justin Jefferson WR DeVante Parker WR Denzel Mims TE Austin Hooper DST Saints ,,Curtis Samuel,WR,11.50%,12.7
24,2381981637,BriereBear,0,160.18,QB Josh Allen RB Kareem Hunt RB Nyheim Hines WR Tyreek Hill FLEX Calvin Ridley WR Nelson Agholor WR Keelan Cole Sr. TE Darren Waller DST 49ers ,,Ryan Fitzpatrick,QB,11.50%,19.28
25,2381903953,FreshWater1313,0,160.08,QB Josh Allen RB Austin Ekeler RB Matt Breida WR Keenan Allen WR Tyreek Hill WR Stefon Diggs TE Tyler Eifert FLEX Jack Doyle DST Saints ,,Keelan Cole Sr.,WR,11.50%,7.4
26,2382045230,travfromsc,0,159.48,QB Ryan Fitzpatrick RB Dalvin Cook RB Austin Ekeler WR Calvin Ridley WR Justin Jefferson FLEX DeVante Parker WR Keelan Cole Sr. TE Jordan Reed DST Falcons ,,Laviska Shenault Jr.,FLEX,11.00%,6.7
27,2382020571,BabyBoy53,0,158.28,QB Ryan Fitzpatrick RB Derrick Henry FLEX Nick Chubb RB Clyde Edwards-Helaire WR Cole Beasley WR Jarvis Landry WR Henry Ruggs III TE Jonnu Smith DST Saints ,,Giants ,DST,11.00%,9
28,2381827656,greendose,0,157.95999,QB Cam Newton RB Dalvin Cook RB Nyheim Hines FLEX Brian Hill WR Tyreek Hill WR Justin Jefferson WR Nelson Agholor TE Mike Gesicki DST Jets ,,Cooper Kupp,WR,11.00%,6.1
29,2381969204,front_leaning_rest,0,157.40001,QB Derek Carr RB Josh Jacobs RB Nick Chubb FLEX Tyreek Hill WR DeVante Parker WR Henry Ruggs III WR Hunter Renfrow TE Darren Waller DST Jaguars ,,Josh Jacobs,RB,10.50%,6.4
