Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,2382228114,GGarcia51,0,206.87999,QB Ryan Fitzpatrick RB Nick Chubb RB Nyheim Hines WR Tyreek Hill FLEX A.J. Brown WR DeVante Parker WR Nelson Agholor TE Mike Gesicki DST Giants ,,Saints ,DST,35.00%,14
2,2382531630,SMcCall92,0,193.73999,QB Justin Herbert RB Mike Davis RB James Robinson WR Tyreek Hill WR Stefon Diggs FLEX Justin Jefferson WR Gabriel Davis TE Kyle Rudolph DST Jaguars ,,Dalvin Cook,RB,34.00%,11.2
3,2382505113,hikerman444,0,186.24,QB Justin Herbert RB Wayne Gallman Jr. RB Nyheim Hines WR Tyreek Hill WR Justin Jefferson WR DJ Moore FLEX Nelson Agholor TE Hayden Hurst DST Saints ,,Nick Chubb,RB,27.50%,29.6
4,2382627449,TeamPops2,0,184.98,QB Ryan Fitzpatrick RB Dalvin Cook RB James Robinson FLEX Wayne Gallman Jr. WR Tyreek Hill WR Stefon Diggs WR Gabriel Davis TE Kyle Rudolph DST Broncos ,,Nyheim Hines,RB,26.00%,17.5
5,2382129124,Smooovely,0,184.28001,QB Patrick Mahomes RB Nyheim Hines RB James White WR Tyreek Hill FLEX Cole Beasley WR Sammy Watkins WR Demarcus Robinson TE Travis Kelce DST Dolphins ,,Darren Waller,TE,23.00%,6.3
6,2382100635,smitty1023,0,183.98,QB Patrick Mahomes RB Nick Chubb RB Kareem Hunt WR Tyreek Hill WR Jarvis Landry WR Tee Higgins FLEX Mecole Hardman TE Jonnu Smith DST Browns ,,DeVante Parker,WR,23.00%,22.9
7,2382439609,S.F.Waldron,0,182.78,QB Ryan Fitzpatrick RB Dalvin Cook RB Nick Chubb WR Tyreek Hill WR Robby Anderson WR Gabriel Davis TE Mike Gesicki FLEX Jack Doyle DST Dolphins ,,Nelson Agholor,WR,21.50%,10.4
8,2382415460,gerstenj,0,178.9,QB Derek Carr RB Derrick Henry RB Nick Chubb FLEX LeSean McCoy WR DeVante Parker WR Jarvis Landry WR Michael Pittman Jr. TE Travis Kelce DST Falcons ,,Wayne Gallman Jr.,RB,20.50%,18.1
9,2382134097,jon12win,0,178.68,QB Patrick Mahomes RB Wayne Gallman Jr. RB Nyheim Hines FLEX Brian Hill WR Tyreek Hill WR Michael Pittman Jr. WR Russell Gage TE Travis Kelce DST Saints ,,Justin Jefferson,FLEX,20.50%,26
10,2382439024,d5boone,0,178.5,QB Kyler Murray RB Nick Chubb RB Wayne Gallman Jr. FLEX Nyheim Hines WR Tyreek Hill WR Golden Tate WR Denzel Mims TE Travis Kelce DST Giants ,,Derek Carr,QB,19.00%,4.6
11,2382669384,bosox2225,0,178.48001,QB Patrick Mahomes RB Nick Chubb RB Wayne Gallman Jr. WR Tyreek Hill FLEX Antonio Brown WR Curtis Samuel WR Mike Williams TE Trey Burton DST Browns ,,Tyreek Hill,FLEX,17.50%,60.9
12,2382462846,HotSnacks77,0,173.48,QB Patrick Mahomes RB Dalvin Cook RB Brian Hill WR Tyreek Hill WR Mike Evans FLEX Nelson Agholor WR Keelan Cole Sr. TE Kyle Rudolph DST Giants ,,Keenan Allen,WR,17.00%,16
13,2382186012,KHJarheads,0,172.18,QB Patrick Mahomes RB Kenyan Drake FLEX Melvin Gordon III RB Devin Singletary WR Tyreek Hill WR Tee Higgins WR Sammy Watkins TE Travis Kelce DST Colts ,,Kareem Hunt,RB,17.00%,6.2
14,2382106366,mythicalrhymer01,0,169.54001,QB Justin Herbert RB Brian Hill RB Jordan Wilkins WR Keenan Allen FLEX Tyreek Hill WR Justin Jefferson WR Cole Beasley TE Hunter Henry DST Jets ,,Ryan Fitzpatrick,QB,16.00%,19.28
15,2382686687,RockTopia54,0,169.28,QB Kirk Cousins RB Dalvin Cook RB Wayne Gallman Jr. WR Tyreek Hill WR Mike Williams WR Nelson Agholor FLEX Keelan Cole Sr. TE Mike Gesicki DST Saints ,,Cooper Kupp,WR,15.00%,6.1
16,2382631857,hilliard,0,168.59999,QB Tom Brady RB James Robinson FLEX Austin Ekeler RB Malcolm Brown WR A.J. Brown WR Mike Evans WR Tyler Boyd TE Evan Engram DST Saints ,,Brian Hill,RB,14.50%,5.5
17,2382163330,Joe0171,0,167.78001,QB Patrick Mahomes RB Clyde Edwards-Helaire RB Ronald Jones II WR Tyreek Hill WR Demarcus Robinson WR A.J. Green FLEX Travis Kelce TE Rob Gronkowski DST Vikings ,,Josh Jacobs,RB,14.50%,6.4
18,2382253038,moneymaker2525,0,167.37999,QB Josh Allen RB Nick Chubb FLEX Chase Edmonds RB Nyheim Hines WR Tyreek Hill WR Curtis Samuel WR Darius Slayton TE Evan Engram DST Browns ,,DJ Moore,WR,14.00%,10.1
19,2382093234,G.O.A.T,0,166.78,QB Patrick Mahomes RB Dalvin Cook RB Nyheim Hines FLEX Brian Hill WR Tyreek Hill WR Stefon Diggs WR Laviska Shenault Jr. TE Kyle Rudolph DST Vikings ,,Stefon Diggs,WR,13.50%,10.9
20,2382187360,Sphinx1769,0,165.73999,QB Justin Herbert RB Kareem Hunt RB Melvin Gordon III WR Tyreek Hill WR Mike Evans FLEX Robert Woods WR Nelson Agholor TE Evan Engram DST Cardinals ,,Josh Allen,QB,13.00%,17.48
21,2382671996,cwsmarathon,0,164.28,QB Patrick Mahomes RB Dalvin Cook RB James Robinson FLEX Nyheim Hines WR Justin Jefferson WR Cole Beasley WR Andy Isabella TE Kyle Rudolph DST Saints ,,Travis Kelce,TE,12.00%,16.2
22,2382144392,asvandelft,0,161.92001,QB Taysom Hill FLEX Nyheim Hines RB Samaje Perine RB Jordan Wilkins WR DeAndre Hopkins WR Keenan Allen WR Tyreek Hill TE Rob Gronkowski DST Bengals ,,Patrick Mahomes,QB,12.00%,35.28
