Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,2377410748,tbrown0727,0,213.98,QB Patrick Mahomes RB Derrick Henry RB James White WR Tyreek Hill FLEX Jakobi Meyers WR Tee Higgins WR Demarcus Robinson TE Eric Ebron DST WAS Football Team ,,Kareem Hunt,FLEX,28.00%,6.2
2,2377404769,ctone808,0,181.58,QB Patrick Mahomes RB Le'Veon Bell RB Devin Singletary WR DeAndre Hopkins WR Tyreek Hill WR Jarvis Landry FLEX Darren Waller TE Durham Smythe DST WAS Football Team ,,Dalvin Cook,RB,28.00%,11.2
3,2377328913,JDsM535is,0,178.3,QB Russell Wilson RB Nick Chubb RB Nyheim Hines WR DK Metcalf WR Tyreek Hill FLEX Darius Slayton WR Corey Davis TE Trey Burton DST Eagles ,,Nick Chubb,RB,22.00%,29.6
4,2377388505,tede2500,0,176.21999,QB Daniel Jones FLEX Nick Chubb RB James Robinson RB Antonio Gibson WR Terry McLaurin WR Jakobi Meyers WR Nelson Agholor TE Evan Engram DST Giants ,,DK Metcalf,WR,20.00%,30.7
5,2377393835,Conor218,0,173.49998,QB Derek Carr RB Nick Chubb RB Antonio Gibson WR Diontae Johnson WR Justin Jefferson FLEX Robert Woods WR Tee Higgins TE Evan Engram DST Giants ,,Patrick Mahomes,QB,18.00%,35.28
6,2376921460,gregdaniels,0,172.18,QB Patrick Mahomes RB Carlos Hyde RB Matt Breida WR Tyreek Hill WR Nelson Agholor FLEX Allen Lazard WR Breshad Perriman TE Travis Kelce DST Dolphins ,,Robert Woods,WR,18.00%,15.8
7,2376794305,zryan4,0,162.74,QB Justin Herbert RB Miles Sanders RB Kareem Hunt WR Tyreek Hill FLEX Allen Robinson II WR Travis Fulgham WR Damiere Byrd TE Robert Tonyan DST Saints ,,Nyheim Hines,RB,16.00%,17.5
8,2377384043,Thomas2379,0,160.37999,QB Josh Allen RB Dalvin Cook RB Nyheim Hines WR Tyreek Hill FLEX Jakobi Meyers WR Hunter Renfrow WR Keelan Cole Sr. TE Dalton Schultz DST Saints ,,Tyreek Hill,WR,16.00%,60.9
9,2377347262,daddyduck1,0,154.09999,QB Derek Carr RB Josh Jacobs RB Kareem Hunt FLEX DK Metcalf WR Tyreek Hill WR Curtis Samuel WR Nelson Agholor TE Trey Burton DST Seahawks ,,Stefon Diggs,WR,16.00%,10.9
10,2377352338,Stevie71,0,152.28,QB Josh Allen RB Derrick Henry RB James Robinson WR Stefon Diggs WR Allen Robinson II WR Sterling Shepard FLEX Damiere Byrd TE Anthony Firkser DST Vikings ,,Ezekiel Elliott,FLEX,16.00%,3.9
11,2377135025,Thuinderlips,0,147.34001,QB Justin Herbert RB Derrick Henry RB Ronald Jones II WR Cooper Kupp WR Robert Woods WR Sammy Watkins FLEX Alshon Jeffery TE Evan Engram DST Dolphins ,,Russell Wilson,QB,14.00%,14.4
12,2377340833,Garza_209,0,141.48,QB Ryan Fitzpatrick RB Nick Chubb RB Ezekiel Elliott FLEX Nyheim Hines WR Keenan Allen WR Amari Cooper WR Nelson Agholor TE Rob Gronkowski DST Raiders ,,Derrick Henry,RB,14.00%,41.5
13,2376670868,txheadrick,0,136.9,QB Russell Wilson RB Derrick Henry RB James Conner FLEX Kareem Hunt WR DK Metcalf WR Golden Tate WR Michael Gallup TE Eric Ebron DST Saints ,,Dolphins ,DST,14.00%,14
14,2377382716,j_armstead,0,136.2,QB Carson Wentz FLEX Nick Chubb RB James Robinson RB Ronald Jones II WR Cooper Kupp WR DJ Moore WR Robby Anderson TE Jonnu Smith DST Jaguars ,,Amari Cooper,FLEX,14.00%,26.2
15,2377357955,Brandon4633,0,135.38,QB Patrick Mahomes RB Josh Jacobs RB Kareem Hunt WR Justin Jefferson FLEX Amari Cooper WR Henry Ruggs III WR Antonio Callaway TE Travis Kelce DST Seahawks ,,Eric Ebron,TE,12.00%,12.4
16,2376674094,Hingoe,0,135.2,QB Derek Carr RB Dalvin Cook FLEX James Robinson RB Nyheim Hines WR DJ Moore WR Jarvis Landry WR Hunter Renfrow TE Darren Waller DST Titans ,,Derek Carr,QB,12.00%,4.6
17,2377415470,rachaelcormier,0,134.29999,QB Russell Wilson RB Nick Chubb RB Jonathan Ward WR DK Metcalf WR Damiere Byrd WR Jakeem Grant FLEX Travis Kelce TE Rob Gronkowski DST Steelers ,,James Robinson,FLEX,12.00%,29.9
18,2377112745,syrup,0,129.22,QB Jared Goff RB Dalvin Cook RB Nick Chubb WR Amari Cooper WR JuJu Smith-Schuster WR Darius Slayton FLEX T.Y. Hilton TE Eric Ebron DST Cardinals ,,Darren Waller,TE,12.00%,6.3
19,2377243926,gotham696,0,129,QB Derek Carr RB Kareem Hunt RB Nyheim Hines WR DK Metcalf FLEX DeVante Parker WR Nelson Agholor WR Tee Higgins TE Darren Waller DST WAS Football Team ,,Tyler Lockett,WR,12.00%,5.3
20,2377345682,bigrracing,0,126.200005,QB Tom Brady FLEX Dalvin Cook RB Kareem Hunt RB Carlos Hyde WR DeVante Parker WR Robert Woods WR Tre'Quan Smith TE Evan Engram DST Rams ,,Cooper Kupp,WR,12.00%,6.1
21,2377404798,afender20,0,125.64,QB Aaron Rodgers FLEX Nick Chubb RB Ezekiel Elliott RB Kareem Hunt WR Mike Evans WR Amari Cooper WR Michael Pittman Jr. TE Austin Hooper DST Browns ,,Justin Herbert,QB,12.00%,20.44
22,2377379334,Ako_Ant215,0,125.240005,QB Justin Herbert RB Derrick Henry RB Ronald Jones II WR Davante Adams WR Stefon Diggs WR A.J. Green FLEX Golden Tate TE Cameron Brate DST Eagles ,,Nelson Agholor,WR,12.00%,10.4
23,2377128178,Brooklynbeef1,0,123.99999,QB Russell Wilson RB Kenyan Drake RB Devin Singletary WR DK Metcalf WR Stefon Diggs FLEX Jakobi Meyers WR Travis Fulgham TE Hunter Henry DST Jaguars ,,Travis Kelce,TE,12.00%,16.2
