Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,2377432489,tbrown0727,0,213.98,QB Patrick Mahomes RB Derrick Henry RB James White WR Tyreek Hill FLEX Jakobi Meyers WR Tee Higgins WR Demarcus Robinson TE Eric Ebron DST WAS Football Team ,,Dalvin Cook,RB,30.61%,11.2
2,2376980595,Precibus1973,0,185.78,QB Ryan Fitzpatrick RB Josh Jacobs RB Nick Chubb WR Tyreek Hill WR Mike Evans WR Cole Beasley TE Mike Gesicki FLEX Kyle Rudolph DST WAS Football Team ,,Nick Chubb,RB,20.41%,29.6
2,2377114685,dfraymo,0,185.78,QB Patrick Mahomes RB Nyheim Hines RB James White WR Tyreek Hill WR Robert Woods WR Nelson Agholor FLEX Travis Kelce TE Will Dissly DST Rams ,,Ezekiel Elliott,RB,19.05%,3.9
4,2377039608,Brooklynbeef1,0,182.18,QB Mitchell Trubisky FLEX Derrick Henry RB Aaron Jones RB Nyheim Hines WR DK Metcalf WR Allen Robinson II WR Dontrelle Inman TE Kyle Rudolph DST 49ers ,,Tyreek Hill,WR,19.05%,60.9
5,2377462787,jzaslow89,0,181.17998,QB Patrick Mahomes RB Nick Chubb RB Chris Carson WR Tyreek Hill FLEX Chase Claypool WR Miles Boykin WR James Washington TE Eric Ebron DST Steelers ,,Kareem Hunt,RB,17.69%,6.2
6,2376745113,doughill,0,180.64,QB Aaron Rodgers RB Derrick Henry FLEX Antonio Gibson RB Tony Pollard WR Robby Anderson WR Corey Davis WR Michael Gallup TE Travis Kelce DST Saints ,,DK Metcalf,WR,15.65%,30.7
7,2377328507,JDsM535is,0,178.3,QB Russell Wilson RB Nick Chubb RB Nyheim Hines WR DK Metcalf WR Tyreek Hill FLEX Darius Slayton WR Corey Davis TE Trey Burton DST Eagles ,,Cooper Kupp,WR,14.97%,6.1
8,2377395227,tede2500,0,176.21999,QB Daniel Jones FLEX Nick Chubb RB James Robinson RB Antonio Gibson WR Terry McLaurin WR Jakobi Meyers WR Nelson Agholor TE Evan Engram DST Giants ,,Josh Jacobs,RB,14.29%,6.4
9,2376745225,woods11288,0,174.6,QB Russell Wilson RB Ronald Jones II RB Jerick McKinnon WR Tyreek Hill WR Mike Evans WR Chris Godwin FLEX Rashard Higgins TE Rob Gronkowski DST 49ers ,,Josh Allen,QB,13.61%,17.48
10,2377369857,lonestarultra,0,173.04001,QB Aaron Rodgers RB Derrick Henry RB Ezekiel Elliott WR Tyreek Hill WR Cole Beasley FLEX Jalen Reagor WR Hunter Renfrow TE Eric Ebron DST Cowboys ,,Darren Waller,TE,12.93%,6.3
11,2377235985,rryba34,0,171.77998,QB Josh Allen RB Derrick Henry RB Zack Moss WR Tyreek Hill WR Stefon Diggs WR Cole Beasley FLEX Gabriel Davis TE Tyler Kroft DST Bills ,,Antonio Gibson,RB,12.93%,39.6
12,2377374262,Brandon4633,0,168.08002,QB Josh Allen RB Dalvin Cook RB James Robinson WR Tyreek Hill WR Justin Jefferson WR Demarcus Robinson FLEX Kevin Rader TE Jack Doyle DST Saints ,,Travis Kelce,TE,12.24%,16.2
13,2377407360,baebeboo,0,165.98001,QB Patrick Mahomes RB Nick Chubb RB Phillip Lindsay WR Tyreek Hill WR Cooper Kupp WR Deebo Samuel FLEX Jonnu Smith TE Jordan Reed DST Cowboys ,,Dolphins ,DST,12.24%,14
14,2377132165,mister_Matt6196,0,165.86,QB Cam Newton RB Nick Chubb FLEX Ezekiel Elliott RB David Montgomery WR Tyreek Hill WR Nelson Agholor WR Jalen Reagor TE Hunter Henry DST Bengals ,,Dalton Schultz,TE,12.24%,7.4
15,2377321753,brandonu11,0,165.58,QB Josh Allen RB James Robinson RB Chase Edmonds WR Tyreek Hill FLEX Robert Woods WR Christian Kirk WR Jamison Crowder TE Trey Burton DST Seahawks ,,Russell Wilson,QB,11.56%,14.4
16,2377824180,Zmanbamafan,0,165,QB Russell Wilson RB James Robinson RB James Conner FLEX Kenyan Drake WR Keenan Allen WR DK Metcalf WR David Moore TE Trey Burton DST Falcons ,,Robert Woods,WR,11.56%,15.8
17,2376228211,packerbacker111111,0,164.54001,QB Aaron Rodgers RB Nick Chubb RB Antonio Gibson WR DK Metcalf WR Cooper Kupp FLEX DJ Moore WR Marquez Valdes-Scantling TE Kyle Rudolph DST Bengals ,,Tyler Lockett,WR,11.56%,5.3
18,2377786703,gohard5,0,164.2,QB Teddy Bridgewater RB Ezekiel Elliott RB Wayne Gallman Jr. WR Tyreek Hill WR Terry McLaurin FLEX Curtis Samuel WR Michael Gallup TE Logan Thomas DST Dolphins ,,Justin Herbert,QB,10.88%,20.44
