Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
39,2382301194,ICanWinFantasy,0,150.08,DST Giants  TE Tyler Eifert WR Davante Adams RB Brian Hill FLEX Dalvin Cook QB Patrick Mahomes RB Nyheim Hines WR Gabriel Davis WR Justin Jefferson,,Michael Pittman Jr.,WR,8.00%,4.8
40,2382278567,twany21,0,150,DST Saints  TE Kyle Rudolph QB Derek Carr WR Davante Adams FLEX Tyreek Hill RB Dalvin Cook RB Nyheim Hines WR Denzel Mims WR KJ Hamler,,Aaron Jones,RB,8.00%,10
41,2382623955,jjasper15,0,149.68,DST Dolphins  TE Travis Kelce WR Damiere Byrd WR Breshad Perriman RB Wayne Gallman Jr. FLEX Mike Williams WR Curtis Samuel RB Nick Chubb QB Patrick Mahomes,,Tyler Lockett,WR,7.50%,5.3
42,2380970900,PatBuc12,0,149.5,DST Saints  QB Derek Carr TE Darren Waller WR Tyler Lockett WR Allen Robinson II FLEX Robert Tonyan RB Kenyan Drake RB Austin Ekeler WR Justin Jefferson,,Aaron Rodgers,QB,7.50%,25.64
43,2381103482,zumbanapumba,0,149.27998,DST Saints  WR Robert Woods RB James White FLEX Sammy Watkins WR DeVante Parker TE Evan Engram RB Dalvin Cook QB Patrick Mahomes WR Laviska Shenault Jr.,,Dolphins ,DST,7.50%,14
44,2383357286,paigeplante,0,146.87999,DST Giants  QB Ryan Fitzpatrick WR Robert Woods WR Damiere Byrd TE Dallas Goedert RB Nick Chubb WR DJ Moore FLEX James Robinson RB Josh Jacobs,,Sammy Watkins,FLEX,7.50%,7.8
45,2383208583,RussDK,0,146.73999,DST Saints  FLEX Travis Kelce TE Kyle Rudolph WR DeVante Parker WR Davante Adams RB Nick Chubb RB Royce Freeman QB Justin Herbert WR Laviska Shenault Jr.,,Derrick Henry,RB,7.00%,41.5
46,2383308617,tadaoriginal,0,146.3,DST Seahawks  FLEX Frank Gore QB Russell Wilson RB Nick Chubb TE Will Dissly WR Calvin Ridley RB James Robinson WR DK Metcalf WR Jalen Reagor,,Curtis Samuel,WR,7.00%,12.7
47,2382670814,AnotherTebowComeback,0,144.70001,DST Seahawks  WR Emmanuel Sanders TE Rob Gronkowski QB Russell Wilson WR Mike Evans RB Derrick Henry RB Chase Edmonds FLEX N'Keal Harry WR DK Metcalf,,Nelson Agholor,WR,7.00%,10.4
47,2383461494,bigfischer,0,144.7,DST Titans  QB Russell Wilson WR Antonio Brown WR Robert Woods WR Mike Evans TE Robert Tonyan RB Derrick Henry RB Aaron Jones FLEX Devin Singletary,,Kenyan Drake,RB,6.50%,24.3
49,2382637462,supermullet99,0,144.29999,DST Saints  WR Keenan Allen FLEX Damiere Byrd QB Carson Wentz WR Nelson Agholor TE Hunter Henry RB Nick Chubb RB Nyheim Hines WR Calvin Ridley,,Austin Ekeler,RB,6.50%,23.9
50,2382288902,mastabuddha,0,142.38,DST Browns  QB Ryan Fitzpatrick TE Kyle Rudolph RB Wayne Gallman Jr. WR Keelan Cole Sr. RB Nick Chubb FLEX Dalvin Cook WR Calvin Ridley WR Justin Jefferson,,Browns ,DST,6.50%,0
51,2383431609,InWentzWeTrust,0,142.04,DST Giants  QB Aaron Rodgers FLEX Cole Beasley WR Robert Woods WR Mike Evans WR Tyler Lockett RB Kenyan Drake RB Austin Ekeler TE Hayden Hurst,,Jakobi Meyers,WR,6.50%,10.2
52,2383426557,thistime,0,141.24,DST Jaguars  WR Robert Woods TE Darren Waller WR Cooper Kupp RB Austin Ekeler FLEX Hayden Hurst QB Justin Herbert RB James Robinson WR Justin Jefferson,,Michael Thomas,FLEX,6.50%,9.1
53,2381815495,Joe0171,0,141.2,DST Seahawks  QB Russell Wilson TE Robert Tonyan FLEX Nelson Agholor WR Stefon Diggs RB Wayne Gallman Jr. WR Curtis Samuel RB Ronald Jones II WR DK Metcalf,,Antonio Brown,FLEX,6.50%,3.1
53,2383425083,jeffcross13,0,141.2,DST Rams  QB Tom Brady FLEX Antonio Brown WR Robert Woods WR Mike Evans WR DeVante Parker RB Kenyan Drake TE Mike Gesicki RB Darrell Henderson Jr.,,Giants ,DST,6.50%,9
55,2381711007,trmelen,0,141.18,DST Giants  TE Rob Gronkowski QB Kirk Cousins WR Cole Beasley RB Wayne Gallman Jr. RB Alvin Kamara WR Curtis Samuel FLEX DJ Moore WR Justin Jefferson,,Clyde Edwards-Helaire,RB,6.00%,4.9
56,2382149565,dannyvanzandt,0,141.08,DST Saints  WR Emmanuel Sanders TE Travis Kelce WR Sammy Watkins FLEX DeVante Parker RB Kenyan Drake QB Patrick Mahomes WR Hunter Renfrow RB Clyde Edwards-Helaire,,Kyler Murray,QB,6.00%,8.9
57,2381480157,Ramajnave,0,140.18001,DST Broncos  QB Ryan Fitzpatrick TE Darren Waller WR Jakeem Grant FLEX Allen Robinson II RB Wayne Gallman Jr. RB Chris Carson WR Calvin Ridley WR DK Metcalf,,Damiere Byrd,WR,6.00%,6.3
58,2382597104,Pinhead92688,0,140.08,DST Raiders  QB Ryan Fitzpatrick WR DeVante Parker TE Austin Hooper WR Josh Reynolds RB Nick Chubb FLEX Chris Carson RB Josh Jacobs WR DK Metcalf,,Mike Evans,FLEX,5.50%,20
59,2382944538,Cpriceles,0,139.7,DST Saints  RB Frank Gore QB Derek Carr RB Jerick McKinnon WR Jamison Crowder FLEX Derrick Henry TE Hunter Henry WR Calvin Ridley WR Justin Jefferson,,Dallas Goedert,TE,5.50%,20.5
60,2383396555,Deco1066,0,139.44,DST Saints  QB Aaron Rodgers TE Jimmy Graham WR Robert Woods WR Sammy Watkins FLEX Davante Adams RB Nick Chubb RB Nyheim Hines WR Michael Pittman Jr.,,David Montgomery,RB,5.50%,28.3
61,2382058680,B-illa513,0,139.34,DST Saints  WR Cole Beasley WR Keenan Allen WR Jarvis Landry FLEX Melvin Gordon III RB Wayne Gallman Jr. RB Kareem Hunt TE Evan Engram QB Justin Herbert,,Kyle Rudolph,TE,5.50%,13.8
62,2382142823,joeytoes,0,139.3,DST Browns  QB Matt Ryan FLEX Robert Woods WR Jarvis Landry TE Darren Waller RB Brian Hill WR Christian Kirk RB James Robinson WR DK Metcalf,,Tyler Boyd,WR,5.50%,4.5
63,2383480767,jgibbs20,0,138.7,DST Seahawks  QB Derek Carr WR Robert Woods WR DeVante Parker TE Robert Tonyan RB Dalvin Cook WR DJ Moore RB Nyheim Hines FLEX James Robinson,,Christian Kirk,WR,5.50%,4.9
64,2381179701,Zmanbamafan,0,138.44,DST Seahawks  QB Aaron Rodgers WR Allen Robinson II WR Davante Adams TE Robert Tonyan RB Mike Davis RB Aaron Jones FLEX Keelan Cole Sr. WR Allen Lazard,,Laviska Shenault Jr.,WR,5.00%,6.7
65,2381023427,JDsM535is,0,138.4,DST Broncos  QB Russell Wilson WR Cole Beasley TE Trey Burton RB Derrick Henry FLEX Kendrick Bourne WR Curtis Samuel RB Miles Sanders WR DK Metcalf,,Allen Lazard,WR,5.00%,12.3
66,2382051048,Blue-Lightning,0,137.92,DST Dolphins  TE Trey Burton WR Mike Evans RB Kenyan Drake WR Corey Davis FLEX Alvin Kamara RB Nick Chubb QB Daniel Jones WR Jakobi Meyers,,Robby Anderson,WR,5.00%,19.4
67,2382983033,jeffsteeg39,0,137.09999,DST Jaguars  QB Tom Brady WR Antonio Brown TE Travis Kelce RB Nyheim Hines RB Miles Sanders WR DK Metcalf FLEX Laviska Shenault Jr. WR Justin Jefferson,,Jaguars ,DST,4.50%,4
68,2382021304,cmgames,0,136.98,DST Saints  FLEX James White WR Jamison Crowder TE Darren Waller WR Sterling Shepard RB Derrick Henry WR Mike Williams QB Josh Allen RB Nyheim Hines,,Mike Gesicki,TE,4.50%,11.5
69,2381688680,wared81,0,136.58,DST Dolphins  WR Davante Adams TE Robert Tonyan FLEX Keelan Cole Sr. RB Dalvin Cook QB Patrick Mahomes WR Scotty Miller RB Nyheim Hines WR Tee Higgins,,DeAndre Hopkins,WR,4.50%,10.5
70,2382890101,lmutart,0,135.3,DST Saints  WR Jamison Crowder QB Carson Wentz RB Derrick Henry WR Tyler Boyd TE Dallas Goedert WR Christian Kirk FLEX DJ Moore RB Chris Carson,,Ronald Jones II,RB,4.50%,17.3
71,2382795639,BigBertFootball,0,134.44,DST Seahawks  QB Aaron Rodgers RB Carlos Hyde RB Kenyan Drake WR Cooper Kupp WR Corey Davis TE Hunter Henry FLEX DJ Moore WR DK Metcalf,,Gabriel Davis,FLEX,4.50%,16.9
72,2383010842,braindamaged99,0,133.68001,DST Raiders  TE Travis Kelce WR Cole Beasley WR Stefon Diggs RB Jordan Wilkins FLEX Chris Godwin QB Patrick Mahomes RB James Robinson WR Laviska Shenault Jr.,,Broncos ,DST,4.00%,4
73,2382488339,ndesmarais15,0,132.98001,DST Cardinals  WR Cole Beasley TE Tyler Eifert FLEX Keenan Allen RB Dalvin Cook QB Josh Allen RB Nyheim Hines WR Gabriel Davis WR Justin Jefferson,,Mike Davis,RB,4.00%,10.9
74,2381049339,canadienbacon,0,130.68001,DST Rams  QB Ryan Fitzpatrick FLEX DeVante Parker TE Robert Tonyan RB Brian Hill RB Dalvin Cook WR Travis Fulgham WR Michael Pittman Jr. WR DK Metcalf,,Mike Williams,WR,4.00%,5.6
75,2382841869,BeardedChiver,0,130.18,DST Seahawks  TE Darren Waller RB Wayne Gallman Jr. FLEX Kareem Hunt WR Keelan Cole Sr. RB Dalvin Cook QB Patrick Mahomes WR Denzel Mims WR Justin Jefferson,,Jarvis Landry,WR,4.00%,31.3
76,2382058510,Kangel196,0,129.73999,DST Bears  QB Aaron Rodgers WR Emmanuel Sanders WR DeVante Parker TE Demetrius Harris WR Allen Robinson II FLEX Davante Adams RB Aaron Jones RB David Montgomery,,Melvin Gordon III,RB,4.00%,3.1
77,2382609178,ancona46,0,129.66,DST Saints  QB Cam Newton RB Aaron Jones TE Hunter Henry FLEX Curtis Samuel WR Jakobi Meyers WR DK Metcalf RB David Montgomery WR Jalen Reagor,,Colts ,DST,4.00%,-3
78,2381330766,new-daddy1,0,128.23999,DST Jaguars  RB Aaron Jones WR Chad Beebe TE Evan Engram RB Alvin Kamara WR Chris Godwin FLEX Damien Harris QB Justin Herbert WR Justin Jefferson,,Jalen Reagor,FLEX,4.00%,4.1
79,2381293505,EliteWilson3,0,128.14,DST Seahawks  WR Robert Woods WR Keenan Allen TE Austin Hooper FLEX Travis Fulgham WR Jakobi Meyers RB Chris Carson QB Justin Herbert RB James Robinson,,Rob Gronkowski,TE,4.00%,19.6
80,2381244268,illboyz24,0,127.78,DST Jets  TE Kyle Rudolph WR Stefon Diggs RB Brian Hill RB Dalvin Cook QB Josh Allen WR Calvin Ridley FLEX Gabriel Davis WR Justin Jefferson,,Allen Robinson II,WR,3.50%,27.4
81,2382184839,Richgalusha62,0,127.34,DST Seahawks  QB Aaron Rodgers TE Rob Gronkowski WR Antonio Brown FLEX Le'Veon Bell RB Aaron Jones WR Jakobi Meyers RB Chris Carson WR DK Metcalf,,Corey Davis,WR,3.50%,10
82,2382967824,rickie007,0,126.92,DST Raiders  WR Jamison Crowder TE Darren Waller WR Robby Anderson WR Nelson Agholor RB Kenyan Drake QB Jared Goff RB Derrick Henry FLEX Chris Carson,,Matt Ryan,QB,3.50%,14.9
83,2382957539,thenflguru1,0,126.740005,DST Saints  WR Keenan Allen WR Sterling Shepard RB Kareem Hunt TE Evan Engram RB Dalvin Cook WR Andy Isabella QB Justin Herbert FLEX Gabriel Davis,,Miles Sanders,FLEX,3.50%,6.2
84,2383136125,JRAMonsters,0,126.6,DST Packers  QB Matt Ryan WR Emmanuel Sanders WR Mike Evans TE Hunter Henry RB Jordan Wilkins RB Ronald Jones II WR DK Metcalf FLEX Clyde Edwards-Helaire,,Taysom Hill,QB,3.50%,18.52
85,2382310119,porteus5,0,126.299995,DST Saints  QB Derek Carr WR Keenan Allen WR Stefon Diggs RB Wayne Gallman Jr. TE Hunter Henry FLEX Brian Hill RB Nyheim Hines WR Justin Jefferson,,Leonard Fournette,RB,3.50%,5
86,2381746245,Florida_Gators,0,125.82,DST Dolphins  QB Taysom Hill WR Robert Woods TE Darren Waller FLEX Tyler Boyd WR Curtis Samuel WR Jakobi Meyers RB Chris Carson RB James Robinson,,James White,RB,3.50%,14.7
87,2382991437,danfouts1,0,125.4,DST Bears  TE Jack Doyle QB Derek Carr FLEX James White WR Keenan Allen WR DeAndre Hopkins WR Tyreek Hill RB Chris Carson RB Zack Moss,,Tee Higgins,FLEX,3.50%,15.4
88,2382499935,tomdard,0,125.32,DST Saints  RB James White TE Darren Waller WR DeVante Parker FLEX Nick Chubb RB Brian Hill WR Christian Kirk QB Daniel Jones WR Calvin Ridley,,Denzel Mims,WR,3.50%,10.7
89,2381751309,lama72,0,124.84,DST Jaguars  WR Keenan Allen WR Sterling Shepard FLEX Stefon Diggs TE Hunter Henry WR Curtis Samuel RB Leonard Fournette QB Justin Herbert RB David Montgomery,,Trey Burton,TE,3.00%,13.2
90,2383087678,Trmbills,0,124.12,DST Saints  QB Taysom Hill RB Raheem Mostert WR Stefon Diggs WR Cooper Kupp FLEX Hunter Henry TE Evan Engram RB Austin Ekeler WR Michael Pittman Jr.,,Rams ,DST,3.00%,15
91,2383018780,zach821,0,123.90001,DST Rams  QB Russell Wilson WR Sammy Watkins RB Alvin Kamara TE Dallas Goedert WR Allen Lazard FLEX Michael Pittman Jr. RB Devin Singletary WR DK Metcalf,,Darius Slayton,WR,3.00%,0
92,2383247171,chicosheth,0,123.64,DST Saints  WR Keenan Allen WR Stefon Diggs RB Wayne Gallman Jr. TE Anthony Firkser FLEX Curtis Samuel RB Brian Hill QB Justin Herbert WR Justin Jefferson,,Austin Hooper,TE,3.00%,9.3
93,2382368373,vjdrhc,0,123.46001,DST Jaguars  QB Cam Newton TE Travis Kelce WR Sammy Watkins FLEX Robert Tonyan WR Michael Pittman Jr. RB James Robinson RB Josh Jacobs WR DK Metcalf,,Raheem Mostert,FLEX,3.00%,11.3
94,2383494228,tbird97,0,123.14,DST Saints  TE Rob Gronkowski RB Carlos Hyde WR Robby Anderson WR Michael Thomas FLEX Quincy Adeboyejo RB Leonard Fournette QB Justin Herbert WR DK Metcalf,,Hunter Renfrow,WR,3.00%,14.3
95,2381845031,njf5072,0,122.7,DST Saints  QB Derek Carr TE Darren Waller WR Jakeem Grant FLEX Austin Ekeler WR Curtis Samuel RB Nick Chubb RB Dalvin Cook WR Gabriel Davis,,Daniel Jones,QB,3.00%,10.42
96,2382522719,jonadamek,0,122.6,DST Broncos  QB Tom Brady TE Rob Gronkowski WR Antonio Brown WR Mike Evans FLEX Dallas Goedert RB Dalvin Cook WR Travis Fulgham RB Chris Carson,,Breshad Perriman,WR,2.50%,11.9
97,2382775531,aegreenie,0,122.18,DST Saints  WR Robert Woods QB Teddy Bridgewater WR Stefon Diggs FLEX Kareem Hunt TE Evan Engram RB Austin Ekeler RB Brian Hill WR DJ Moore,,Golden Tate,WR,2.50%,7.6
98,2382518992,wrightcw,0,121.579994,DST Patriots  QB Ryan Fitzpatrick WR DeVante Parker WR Tyler Lockett FLEX Stefon Diggs TE Dallas Goedert RB Nick Chubb WR Antonio Callaway RB Josh Jacobs,,Jonnu Smith,FLEX,2.50%,0
99,2383447499,guthlein,0,121.399994,DST Saints  QB Derek Carr FLEX James White WR Damiere Byrd WR Nelson Agholor TE Dallas Goedert RB Nick Chubb RB Dalvin Cook WR DJ Moore,,Tyler Eifert,TE,2.50%,10.6
100,2382585253,jaywins28,0,120.840004,DST Browns  WR Antonio Brown FLEX James White WR Cooper Kupp TE Anthony Firkser RB Nick Chubb WR Calvin Ridley QB Justin Herbert RB James Robinson,,Chris Godwin,WR,2.50%,17.7
101,2383436102,popz34,0,120.659996,DST Giants  QB Cam Newton WR Robert Woods TE Hunter Henry WR Russell Gage RB Dalvin Cook RB James Robinson FLEX Dan Arnold WR Justin Jefferson,,A.J. Brown,WR,2.50%,25.8
102,2381403846,leonleon6,0,120.5,DST Saints  QB Russell Wilson WR Robby Anderson WR Cooper Kupp TE Evan Engram RB Nick Chubb RB Josh Jacobs WR Henry Ruggs III FLEX DeMichael Harris,,Raiders ,DST,2.50%,-1
103,2381898511,Oblivion_113,0,119.52,DST Raiders  WR Nelson Agholor WR Stefon Diggs QB Baker Mayfield TE Evan Engram RB Ronald Jones II FLEX Jakobi Meyers RB Josh Jacobs WR Justin Jefferson,,Henry Ruggs III,WR,2.50%,8.4
104,2381970040,geoffrey800,0,118.58,DST Jaguars  TE Travis Kelce WR Cole Beasley WR Robert Woods FLEX Corey Davis WR Tyler Boyd RB Kareem Hunt QB Patrick Mahomes RB Ronald Jones II,,Carson Wentz,QB,2.50%,19.8
105,2381121598,MVP_of_fantasy,0,118.5,DST Saints  FLEX Antonio Brown QB Derek Carr TE Darren Waller WR DeVante Parker WR Nelson Agholor RB Nick Chubb WR DJ Moore RB Nyheim Hines,,Chase Edmonds,FLEX,2.50%,8.3
106,2381832320,birdsonthebat13,0,117.38,DST Seahawks  FLEX Travis Kelce WR Robert Woods TE Darren Waller WR Keelan Cole Sr. RB Brian Hill RB Dalvin Cook QB Patrick Mahomes WR Denzel Mims,,Zack Moss,RB,2.50%,8.8
107,2382641882,tee251,0,116.899994,DST Seahawks  QB Russell Wilson TE Robert Tonyan WR Demarcus Robinson RB Alvin Kamara RB Dalvin Cook WR Darnell Mooney FLEX Denzel Mims WR DK Metcalf,,Emmanuel Sanders,WR,2.50%,1.4
108,2382400578,djbigwilly67,0,116.200005,DST Saints  TE Kyle Rudolph QB Derek Carr WR Michael Thomas WR Nelson Agholor RB Derrick Henry FLEX Matt Breida WR DJ Moore RB Josh Jacobs,,Matt Breida,RB,2.50%,6.3
