Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,2382787507,penny1029,0,205.77998,QB Teddy Bridgewater RB Nick Chubb RB Kenyan Drake FLEX Wayne Gallman Jr. WR Tyreek Hill WR Curtis Samuel WR Nelson Agholor TE Evan Engram DST Saints ,,Saints ,DST,32.50%,14
2,2382270095,rbermea,0,198.98001,QB Patrick Mahomes RB Derrick Henry RB Zack Moss WR Tyreek Hill WR Robert Woods WR Nelson Agholor FLEX Laviska Shenault Jr. TE Rob Gronkowski DST Browns ,,Dalvin Cook,FLEX,31.00%,11.2
3,2382449477,mythicalrhymer01,0,198.78,QB Patrick Mahomes RB James Robinson RB Nyheim Hines FLEX Tyreek Hill WR Antonio Brown WR Corey Davis WR Gabriel Davis TE Travis Kelce DST Bengals ,,Nick Chubb,RB,22.00%,29.6
4,2382922463,cmac0013,0,197.68,QB Ryan Fitzpatrick RB Wayne Gallman Jr. RB Nyheim Hines WR Tyreek Hill WR Justin Jefferson WR DeVante Parker FLEX Curtis Samuel TE Darren Waller DST Saints ,,Justin Jefferson,WR,21.50%,26
5,2382406468,Luap21,0,193.97998,QB Patrick Mahomes RB Derrick Henry RB Nyheim Hines WR Tyreek Hill WR Nelson Agholor FLEX Rashard Higgins WR Breshad Perriman TE Jonnu Smith DST Saints ,,Tyreek Hill,FLEX,21.50%,60.9
6,2382765056,adawg21_15,0,185.62,QB Daniel Jones RB Nick Chubb RB Austin Ekeler WR Tyreek Hill FLEX Cooper Kupp WR Corey Davis WR Michael Pittman Jr. TE Evan Engram DST Panthers ,,Nyheim Hines,RB,21.00%,17.5
7,2382627273,TeamPops2,0,184.98,QB Ryan Fitzpatrick RB Dalvin Cook RB James Robinson FLEX Wayne Gallman Jr. WR Tyreek Hill WR Stefon Diggs WR Gabriel Davis TE Kyle Rudolph DST Broncos ,,Darren Waller,TE,19.50%,6.3
8,2382522803,JDsM535is,0,183.58,QB Josh Allen RB Nick Chubb RB Nyheim Hines WR Tyreek Hill WR Robby Anderson FLEX Cole Beasley WR Jakobi Meyers TE Trey Burton DST Bills ,,Kareem Hunt,RB,18.50%,6.2
9,2382415143,S.F.Waldron,0,182.78,QB Ryan Fitzpatrick RB Dalvin Cook RB Nick Chubb WR Tyreek Hill WR Robby Anderson WR Gabriel Davis TE Mike Gesicki FLEX Jack Doyle DST Dolphins ,,Brian Hill,RB,17.00%,5.5
10,2382829513,JonnyMc24,0,180.87999,QB Patrick Mahomes RB Kareem Hunt FLEX Brian Hill RB Matt Breida WR Keenan Allen WR Tyreek Hill WR DeVante Parker TE Kyle Rudolph DST Saints ,,DeVante Parker,WR,17.00%,22.9
11,2382463580,Seizes,0,180.28,QB Patrick Mahomes RB Nick Chubb RB Nyheim Hines FLEX Brian Hill WR Tyreek Hill WR Josh Reynolds WR Damiere Byrd TE Travis Kelce DST Browns ,,Wayne Gallman Jr.,RB,16.00%,18.1
12,2382795961,airtime69,0,179.98,QB Ryan Fitzpatrick RB Nyheim Hines RB Brian Hill WR Tyreek Hill WR Mike Evans WR Chris Godwin FLEX DeVante Parker TE Travis Kelce DST Browns ,,Nelson Agholor,WR,16.00%,10.4
13,2382701149,Papaflav,0,178.68,QB Patrick Mahomes FLEX Giovani Bernard RB Nyheim Hines RB Brian Hill WR Tyreek Hill WR Mike Evans WR Keelan Cole Sr. TE Travis Kelce DST Bengals ,,Giants ,DST,14.50%,9
14,2382668989,bosox2225,0,178.48001,QB Patrick Mahomes RB Nick Chubb RB Wayne Gallman Jr. WR Tyreek Hill FLEX Antonio Brown WR Curtis Samuel WR Mike Williams TE Trey Burton DST Browns ,,Derek Carr,QB,14.50%,4.6
15,2382783757,russe335,0,174.57999,QB Patrick Mahomes RB Derrick Henry RB Josh Jacobs WR Jarvis Landry WR Curtis Samuel WR Henry Ruggs III FLEX Travis Kelce TE Kyle Rudolph DST Bengals ,,Patrick Mahomes,QB,14.50%,35.28
16,2382854477,wdice62,0,173.48001,QB Patrick Mahomes RB Clyde Edwards-Helaire RB Nyheim Hines WR Tyreek Hill WR Robert Woods FLEX Antonio Brown WR Sammy Watkins TE Trey Burton DST Rams ,,Josh Jacobs,RB,14.50%,6.4
17,2382884149,highdraw69,0,171.46,QB Cam Newton RB Alvin Kamara FLEX Nick Chubb RB Cam Akers WR Tyreek Hill WR DeVante Parker WR Curtis Samuel TE Kyle Rudolph DST Patriots ,,Travis Kelce,TE,14.00%,16.2
18,2382601286,BDUB99164318,0,171.08,QB Patrick Mahomes RB Derrick Henry RB Austin Ekeler WR Justin Jefferson WR Robert Woods WR Hunter Renfrow FLEX Braxton Berrios TE Darren Waller DST Cardinals ,,Curtis Samuel,WR,14.00%,12.7
19,2382623404,hilliard,0,168.59999,QB Tom Brady RB James Robinson FLEX Austin Ekeler RB Malcolm Brown WR A.J. Brown WR Mike Evans WR Tyler Boyd TE Evan Engram DST Saints ,,Keenan Allen,WR,13.50%,16
20,2382902960,tjnelson2,0,168.28,QB Ryan Fitzpatrick RB Dalvin Cook RB James Robinson FLEX James White WR Justin Jefferson WR DeVante Parker WR Denzel Mims TE Rob Gronkowski DST Saints ,,Stefon Diggs,WR,13.50%,10.9
21,2382460663,lilbegeezy,0,168.08002,QB Patrick Mahomes FLEX Dalvin Cook RB Melvin Gordon III RB Wayne Gallman Jr. WR Tyreek Hill WR Damiere Byrd WR Demarcus Robinson TE Tyler Eifert DST Saints ,,James Robinson,RB,13.50%,29.9
22,2382334925,Joe0171,0,167.78001,QB Patrick Mahomes RB Clyde Edwards-Helaire RB Ronald Jones II WR Tyreek Hill WR Demarcus Robinson WR A.J. Green FLEX Travis Kelce TE Rob Gronkowski DST Vikings ,,Calvin Ridley,FLEX,12.00%,17
23,2382317750,G.O.A.T,0,166.98001,QB Ryan Fitzpatrick RB Dalvin Cook FLEX Nyheim Hines RB Brian Hill WR Tyreek Hill WR Stefon Diggs WR DeVante Parker TE Kyle Rudolph DST Vikings ,,Robert Woods,WR,12.00%,15.8
24,2382894812,MhackO,0,165.88002,QB Patrick Mahomes RB Mike Davis RB Wayne Gallman Jr. FLEX Jordan Wilkins WR Tyreek Hill WR Cooper Kupp WR Antonio Brown TE Kyle Rudolph DST Giants ,,Ryan Fitzpatrick,QB,11.50%,19.28
25,2382625619,rocknroller99,0,165.5,QB Derek Carr RB Dalvin Cook RB Austin Ekeler FLEX Frank Gore WR Tyreek Hill WR DeVante Parker WR Robert Woods TE Tyler Eifert DST Jaguars ,,Josh Allen,QB,11.50%,17.48
26,2382780526,orangewinner28,0,164.98,QB Josh Allen RB Giovani Bernard RB Kenyan Drake FLEX Tyreek Hill WR Stefon Diggs WR Cole Beasley WR Keelan Cole Sr. TE Kyle Rudolph DST Saints ,,Hunter Henry,TE,11.00%,13.7
27,2382671852,cwsmarathon,0,164.28,QB Patrick Mahomes RB Dalvin Cook RB James Robinson FLEX Nyheim Hines WR Justin Jefferson WR Cole Beasley WR Andy Isabella TE Kyle Rudolph DST Saints ,,Justin Herbert,QB,11.00%,20.44
28,2382533872,tee251,0,163.78001,QB Patrick Mahomes RB Derrick Henry RB Josh Jacobs WR Tyreek Hill WR Cooper Kupp WR Golden Tate FLEX Marquez Callaway TE Jared Cook DST Bills ,,Alvin Kamara,RB,10.50%,6.2
29,2382697543,purplepeopleeaters65,0,161.28,QB Josh Allen FLEX James Robinson RB Jerick McKinnon RB Phillip Lindsay WR Tyreek Hill WR Stefon Diggs WR Justin Jefferson TE Mo Alie-Cox DST Vikings ,,Antonio Brown,FLEX,10.50%,3.1
30,2382520422,CATCH26,0,161.09999,QB Derek Carr FLEX Nick Chubb RB Austin Ekeler RB Wayne Gallman Jr. WR DeVante Parker WR Jarvis Landry WR Nelson Agholor TE Darren Waller DST Saints ,,Keelan Cole Sr.,WR,10.50%,7.4
31,2382298016,yakbihn,0,160.73999,QB Justin Herbert RB Giovani Bernard RB Nyheim Hines WR Keenan Allen FLEX Tyreek Hill WR Curtis Samuel WR Russell Gage TE Evan Engram DST Raiders ,,Kyler Murray,QB,9.50%,8.9
32,2382852923,pokernat,0,159.70001,QB Matt Ryan RB Derrick Henry RB James Robinson WR DJ Moore WR Mike Evans FLEX DeVante Parker WR Jamison Crowder TE Austin Hooper DST Patriots ,,Cooper Kupp,WR,9.50%,6.1
33,2382751525,hammy1313,0,159.59999,QB Tom Brady RB Derrick Henry RB Damien Harris WR Calvin Ridley WR Justin Jefferson WR Sterling Shepard TE Evan Engram FLEX Jared Cook DST Giants ,,Jamison Crowder,WR,9.00%,6.1
34,2382699856,korvac2015,0,159.14,QB Ryan Tannehill RB Derrick Henry FLEX Nick Chubb RB Jonathan Taylor WR A.J. Brown WR Corey Davis WR T.Y. Hilton TE Jonnu Smith DST Rams ,,Kyle Rudolph,TE,9.00%,13.8
