Player_Name,Salary,Team,Pos,Opp,Proj_FP,pown%
Cooper Kupp,9500,LAR,WR,PIT,24.6,
Patrick Mahomes,8300,KC,QB,LAC,23.9,
Josh Allen,8200,BUF,QB,NE,23.0,
Lamar Jackson,7600,BAL,QB,DET,22.4,
Stefon Diggs,8900,BUF,WR,NE,21.5,
Davante Adams,8200,LV,WR,CHI,20.9,
Keenan Allen,8600,LAC,WR,KC,20.7,
Justin Herbert,8000,LAC,QB,KC,20.6,
Travis Kelce,8000,KC,TE,LAC,19.9,
Amon-Ra St. Brown,8000,DET,WR,BAL,19.5,
Jordan Love,5800,GB,QB,DEN,18.6,
Matthew Stafford,6500,LAR,QB,PIT,18.6,
Austin Ekeler,8600,LAC,RB,KC,18.6,
Geno Smith,6000,SEA,QB,ARI,18.5,
Josh Jacobs,7400,LV,RB,CHI,18.1,
Deshaun Watson,5700,CLE,QB,IND,17.7,
Russell Wilson,5400,DEN,QB,GB,16.9,
Jared Goff,6400,DET,QB,BAL,16.8,
Kenneth Walker III,7000,SEA,RB,ARI,16.8,
Sam Howell,5500,WAS,QB,NYG,16.6,
Puka Nacua,7600,LAR,WR,PIT,16.4,
Bijan Robinson,7300,ATL,RB,TB,16.1,
Saquon Barkley,8100,NYG,RB,WAS,16.0,
Mike Evans,7100,TB,WR,ATL,16.0,
Joshua Dobbs,5300,ARI,QB,SEA,15.9,
Baker Mayfield,5300,TB,QB,ATL,15.8,
DK Metcalf,6800,SEA,WR,ARI,15.8,
Amari Cooper,6100,CLE,WR,IND,15.3,
Aaron Jones,6800,GB,RB,DEN,15.3,
Isiah Pacheco,6100,KC,RB,LAC,15.2,
Desmond Ridder,5200,ATL,QB,TB,15.2,
DJ Moore,6500,CHI,WR,LV,14.9,
Jahmyr Gibbs,6300,DET,RB,BAL,14.7,
Jakobi Meyers,6200,LV,WR,CHI,14.6,
Zay Flowers,5700,BAL,WR,DET,14.3,
Tyrod Taylor,5100,NYG,QB,WAS,14.2,
Tyler Lockett,6000,SEA,WR,ARI,14.1,
Jerome Ford,5100,CLE,RB,IND,13.9,
Chris Godwin,6900,TB,WR,ATL,13.6,
Gardner Minshew II,5200,IND,QB,CLE,13.6,
Christian Watson,5600,GB,WR,DEN,13.4,
George Pickens,5500,PIT,WR,LAR,13.2,
Brian Robinson Jr.,5800,WAS,RB,NYG,13.2,
Terry McLaurin,5400,WAS,WR,NYG,13.2,
Marquise Brown,5300,ARI,WR,SEA,13.2,
Kenny Pickett,5000,PIT,QB,LAR,13.1,
Brian Hoyer,4900,LV,QB,CHI,13.1,
Michael Pittman Jr.,6600,IND,WR,CLE,12.8,
Rachaad White,5100,TB,RB,ATL,12.6,
Jonathan Taylor,6500,IND,RB,CLE,12.6,
Tyson Bagent,4900,CHI,QB,LV,12.5,
Mark Andrews,5700,BAL,TE,DET,12.4,
Drake London,5100,ATL,WR,TB,12.3,
Sam LaPorta,5300,DET,TE,BAL,12.2,
James Cook,6400,BUF,RB,NE,12.2,
Mac Jones,4900,NE,QB,BUF,12.1,
Gabe Davis,5900,BUF,WR,NE,11.9,
Zack Moss,6200,IND,RB,CLE,11.7,
Rhamondre Stevenson,5600,NE,RB,BUF,11.5,
Jerry Jeudy,5800,DEN,WR,GB,11.1,
Romeo Doubs,4900,GB,WR,DEN,11.1,
Courtland Sutton,5200,DEN,WR,GB,10.8,
Javonte Williams,5400,DEN,RB,GB,10.8,
Najee Harris,5200,PIT,RB,LAR,10.8,
Diontae Johnson,5000,PIT,WR,LAR,10.7,
D'Onta Foreman,4800,CHI,RB,LV,10.6,
Jaylen Warren,5000,PIT,RB,LAR,10.3,
Curtis Samuel,4000,WAS,WR,NYG,10.2,
Kendrick Bourne,4400,NE,WR,BUF,10.1,
Darren Waller,5000,NYG,TE,WAS,10.1,
Joshua Palmer,4800,LAC,WR,KC,9.9,
Elijah Moore,4200,CLE,WR,IND,9.8,
Rashee Rice,4700,KC,WR,LAC,9.7,
Wan'Dale Robinson,3800,NYG,WR,WAS,9.6,
Josh Downs,4500,IND,WR,CLE,9.3,
Kyle Pitts,4000,ATL,TE,TB,9.2,
Luke Musgrave,3300,GB,TE,DEN,8.8,
Tutu Atwell,4300,LAR,WR,PIT,8.7,
Buccaneers ,3600,TB,DST,ATL,8.7,
Jayden Reed,3700,GB,WR,DEN,8.7,
Jahan Dotson,4600,WAS,WR,NYG,8.7,
Michael Wilson,3800,ARI,WR,SEA,8.6,
Bills ,4200,BUF,DST,NE,8.5,
Kareem Hunt,5000,CLE,RB,IND,8.4,
David Njoku,3400,CLE,TE,IND,8.3,
Seahawks ,3200,SEA,DST,ARI,8.3,
Jonnu Smith,3600,ATL,TE,TB,8.1,
Cole Kmet,4200,CHI,TE,LV,8.1,
Rondale Moore,3500,ARI,WR,SEA,8.1,
Jaxon Smith-Njigba,3900,SEA,WR,ARI,8.0,
Kadarius Toney,3800,KC,WR,LAC,8.0,
Tyler Higbee,3700,LAR,TE,PIT,7.9,
Hunter Henry,4100,NE,TE,BUF,7.9,
Logan Thomas,3500,WAS,TE,NYG,7.8,
Justice Hill,4600,BAL,RB,DET,7.7,
Raiders ,3800,LV,DST,CHI,7.7,
Rams ,3900,LAR,DST,PIT,7.7,
Ezekiel Elliott,4800,NE,RB,BUF,7.6,
Commanders ,3500,WAS,DST,NYG,7.5,
Jameson Williams,3800,DET,WR,BAL,7.5,
Keaontay Ingram,4900,ARI,RB,SEA,7.5,
Zach Ertz,3200,ARI,TE,SEA,7.5,
Tyler Allgeier,4500,ATL,RB,TB,7.5,
Packers ,3700,GB,DST,DEN,7.4,
Gus Edwards,4800,BAL,RB,DET,7.3,
Gerald Everett,3800,LAC,TE,KC,7.2,
Latavius Murray,4400,BUF,RB,NE,7.1,
Antonio Gibson,4700,WAS,RB,NYG,7.1,
Jaleel McLaughlin,5000,DEN,RB,GB,7.1,
Skyy Moore,3500,KC,WR,LAC,7.0,
Josh Reynolds,4300,DET,WR,BAL,7.0,
Royce Freeman,4000,LAR,RB,PIT,6.9,
Darius Slayton,3700,NYG,WR,WAS,6.8,
Craig Reynolds,4900,DET,RB,BAL,6.8,
Lions ,2700,DET,DST,BAL,6.8,
Allen Robinson II,3600,PIT,WR,LAR,6.7,
Dawson Knox,2900,BUF,TE,NE,6.6,
AJ Dillon,5300,GB,RB,DEN,6.5,
Michael Mayer,2700,LV,TE,CHI,6.5,
Darnell Mooney,3500,CHI,WR,LV,6.5,
Colts ,3400,IND,DST,CLE,6.5,
Dalton Kincaid,3100,BUF,TE,NE,6.4,
Trey Palmer,3600,TB,WR,ATL,6.3,
Samaje Perine,4500,DEN,RB,GB,6.3,
Browns ,3300,CLE,DST,IND,6.3,
Steelers ,3100,PIT,DST,LAR,6.2,
Ravens ,2500,BAL,DST,DET,6.1,
Kalif Raymond,3400,DET,WR,BAL,6.1,
Calvin Austin III,3300,PIT,WR,LAR,6.0,
