QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Sam Howell,Josh Jacobs,Jerome Ford,Cooper Kupp,Davante Adams,Curtis Samuel,Luke Musgrave,Wan'Dale Robinson,Seahawks 
Jordan Love,Isiah Pacheco,Jerome Ford,Cooper Kupp,Davante Adams,Zay Flowers,Luke Musgrave,Adam Trautman,Buccaneers 
Lamar Jackson,Jerome Ford,Rachaad White,Amon-Ra St. Brown,Zay Flowers,Curtis Samuel,Travis Kelce,Luke Musgrave,Seahawks 
Deshaun Watson,Jerome Ford,Rachaad White,Cooper Kupp,Davante Adams,Amari Cooper,Drew Ogletree,Zay Flowers,Patriots 
Geno Smith,Isiah Pacheco,Jerome Ford,Cooper Kupp,Davante Adams,Tyler Lockett,Zach Ertz,Wan'Dale Robinson,Patriots 
Geno Smith,Jerome Ford,Rachaad White,Cooper Kupp,Amari Cooper,Tyler Lockett,Luke Musgrave,Marquise Brown,Buccaneers 
Lamar Jackson,Isiah Pacheco,Jerome Ford,Cooper Kupp,Zay Flowers,Wan'Dale Robinson,Sam LaPorta,Jayden Reed,Seahawks 
Lamar Jackson,Josh Jacobs,Jerome Ford,Davante Adams,Zay Flowers,Marquise Brown,Sam LaPorta,Luke Musgrave,Patriots 
Matthew Stafford,Jerome Ford,Rachaad White,Cooper Kupp,Davante Adams,George Pickens,David Njoku,Curtis Samuel,Lions 
Patrick Mahomes,Isiah Pacheco,Jerome Ford,Keenan Allen,Curtis Samuel,Wan'Dale Robinson,Travis Kelce,Luke Musgrave,Lions 
Jordan Love,Kenneth Walker III,Jerome Ford,Cooper Kupp,Courtland Sutton,Curtis Samuel,Travis Kelce,Luke Musgrave,Patriots 
Sam Howell,Jerome Ford,Rachaad White,Cooper Kupp,Terry McLaurin,Marquise Brown,Travis Kelce,Wan'Dale Robinson,Patriots 
Matthew Stafford,Isiah Pacheco,Jerome Ford,Cooper Kupp,Amari Cooper,George Pickens,Luke Musgrave,Terry McLaurin,Ravens 
Jordan Love,Jerome Ford,Rachaad White,Cooper Kupp,Christian Watson,Drake London,Travis Kelce,Adam Trautman,Seahawks 
Geno Smith,Josh Jacobs,Jerome Ford,Cooper Kupp,DK Metcalf,Marquise Brown,David Njoku,Wan'Dale Robinson,Lions 
Lamar Jackson,Isiah Pacheco,Jerome Ford,Davante Adams,Amon-Ra St. Brown,Zay Flowers,David Njoku,Rondale Moore,Chiefs 
Sam Howell,Isiah Pacheco,Jerome Ford,Cooper Kupp,Amon-Ra St. Brown,Amari Cooper,Logan Thomas,Wan'Dale Robinson,Chiefs 
Geno Smith,Josh Jacobs,Jerome Ford,Davante Adams,Tyler Lockett,Rondale Moore,Travis Kelce,Luke Musgrave,Ravens 
Russell Wilson,Josh Jacobs,Jerome Ford,Cooper Kupp,Davante Adams,Terry McLaurin,Adam Trautman,Jayden Reed,Lions 
Joshua Dobbs,Isiah Pacheco,Jerome Ford,Davante Adams,Amon-Ra St. Brown,Tyler Lockett,Luke Musgrave,Marquise Brown,Lions 
Lamar Jackson,Josh Jacobs,Jerome Ford,Amon-Ra St. Brown,Amari Cooper,Zay Flowers,Michael Mayer,Wan'Dale Robinson,Buccaneers 
Jordan Love,Josh Jacobs,Rachaad White,Cooper Kupp,Amon-Ra St. Brown,Amari Cooper,Luke Musgrave,Adam Trautman,Patriots 
Geno Smith,Isiah Pacheco,Jerome Ford,Zay Flowers,Tyler Lockett,Terry McLaurin,Travis Kelce,Marquise Brown,Chiefs 
Geno Smith,Kenneth Walker III,Isiah Pacheco,Cooper Kupp,DK Metcalf,Michael Wilson,Luke Musgrave,Jerome Ford,Chiefs 
Deshaun Watson,Kenneth Walker III,Jerome Ford,Cooper Kupp,Amari Cooper,Christian Watson,Luke Musgrave,Josh Downs,Seahawks 
