Jack Eichel,Aleksander Barkov,Jeff Skinner,Jonathan Huberdeau,Victor Olofsson,Rasmus Dahlin,Oliver Ekman-Larsson,Carter Hutton,Sam Reinhart
Jack Eichel,Sean Kuraly,David Pastrnak,Brad Marchand,Jonathan Huberdeau,Rasmus Dahlin,Torey Krug,Carter Hutton,Victor Olofsson
Jack Eichel,Sean Monahan,Johnny Gaudreau,Zach Parise,Victor Olofsson,Rasmus Dahlin,Jared Spurgeon,Carter Hutton,Sam Reinhart
Jack Eichel,Patrice Bergeron,Brad Marchand,Victor Olofsson,Sam Reinhart,Roman Josi,Rasmus Dahlin,Carter Hutton,Rocco Grimaldi
Jack Eichel,Aleksander Barkov,Johnny Gaudreau,Jonathan Huberdeau,Victor Olofsson,Rasmus Dahlin,Mark Giordano,Devan Dubnyk,Sam Bennett
Jack Eichel,Sean Monahan,Johnny Gaudreau,Jeff Skinner,Victor Olofsson,Rasmus Dahlin,Oliver Ekman-Larsson,Devan Dubnyk,Vinnie Hinostroza
Jack Eichel,Ryan Johansen,Jeff Skinner,Zach Parise,Victor Olofsson,Roman Josi,Rasmus Dahlin,Carter Hutton,Mats Zuccarello
Jack Eichel,Sean Monahan,Jeff Skinner,Blake Wheeler,Victor Olofsson,Rasmus Dahlin,Mark Giordano,Carter Hutton,Sam Bennett
Jack Eichel,Max Domi,David Pastrnak,Jeff Skinner,Victor Olofsson,Rasmus Dahlin,Shea Weber,Carter Hutton,Phillip Danault
Jack Eichel,Patrice Bergeron,Brad Marchand,Victor Olofsson,Sam Bennett,Rasmus Dahlin,Torey Krug,Devan Dubnyk,Sean Monahan
Jack Eichel,Aleksander Barkov,Johnny Gaudreau,Victor Olofsson,Matthew Tkachuk,Rasmus Dahlin,Keith Yandle,Carter Hutton,Elias Lindholm
Jack Eichel,Patrice Bergeron,David Pastrnak,Victor Olofsson,Sam Reinhart,Rasmus Dahlin,Shea Weber,Devan Dubnyk,Joel Armia
Jack Eichel,Aleksander Barkov,Jeff Skinner,Zach Parise,Victor Olofsson,Rasmus Dahlin,Keith Yandle,Devan Dubnyk,Evgenii Dadonov
Jack Eichel,Patrice Bergeron,Johnny Gaudreau,Victor Olofsson,Sam Reinhart,Torey Krug,Mark Giordano,Carter Hutton,Sam Bennett
Jack Eichel,Nathan MacKinnon,Blake Wheeler,Victor Olofsson,Sam Reinhart,Rasmus Dahlin,Josh Morrissey,Carter Hutton,Andrew Copp
Jack Eichel,Nathan MacKinnon,Jeff Skinner,Victor Olofsson,Tyson Jost,Rasmus Dahlin,Torey Krug,Carter Hutton,Nazem Kadri
Jack Eichel,Aleksander Barkov,Zach Parise,Jonathan Huberdeau,Victor Olofsson,Rasmus Dahlin,Jared Spurgeon,Ben Bishop,Mats Zuccarello
Jack Eichel,Max Domi,Jeff Skinner,Victor Olofsson,Sam Reinhart,Roman Josi,Rasmus Dahlin,Andrei Vasilevskiy,Artturi Lehkonen
Jack Eichel,Aleksander Barkov,Brad Marchand,Victor Olofsson,Sam Reinhart,Torey Krug,Keith Yandle,Carter Hutton,Evgenii Dadonov
Jack Eichel,Patrice Bergeron,David Pastrnak,Victor Olofsson,Vinnie Hinostroza,Rasmus Dahlin,Oliver Ekman-Larsson,Carter Hutton,Derek Stepan
