C,C,W,W,W,D,D,G,UTIL,,Instructions,,,,,,,,
,,,,,,,,,,RW,Mathias Brome (16216603),Mathias Brome,16216603,W/UTIL,2500,DET@CHI 01/22/2021 08:00PM ET,DET,1.08
,,,,,,,,,,RW,Matej Chalupa (16216607),Matej Chalupa,16216607,W/UTIL,2500,DET@CHI 01/22/2021 08:00PM ET,CHI,0
,,,,,,,,,,D,Michael Krutil (16216611),Michael Krutil,16216611,D/UTIL,2500,DET@CHI 01/22/2021 08:00PM ET,CHI,0
,,,,,,,,,,D,Dan Hamhuis (16216093),Dan Hamhuis,16216093,D/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,NSH,0
,,,,,,,,,,C,Martin Hanzal (16216120),Martin Hanzal,16216120,C/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,DAL,0
,,,,,,,,,,LW,Andrew Cogliano (16216122),Andrew Cogliano,16216122,W/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,DAL,0
,,,,,,,,,,RW,Blake Comeau (16216126),Blake Comeau,16216126,W/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,DAL,0
,,,,,,,,,,D,Roman Polak (16216132),Roman Polak,16216132,D/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,DAL,0
,,,,,,,,,,D,Andrej Sekera (16216141),Andrej Sekera,16216141,D/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,DAL,0
,,,,,,,,,,D,Luca Sbisa (16216162),Luca Sbisa,16216162,D/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,NSH,0
,,,,,,,,,,D,Yannick Weber (16216166),Yannick Weber,16216166,D/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,NSH,0
,,,,,,,,,,D,Korbinian Holzer (16216197),Korbinian Holzer,16216197,D/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,NSH,0
,,,,,,,,,,RW,Mikael Granlund (16216205),Mikael Granlund,16216205,W/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,NSH,0
,,,,,,,,,,D,Jarred Tinordi (16216211),Jarred Tinordi,16216211,D/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,NSH,0
,,,,,,,,,,D,Mark Pysyk (16216213),Mark Pysyk,16216213,D/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,DAL,0
,,,,,,,,,,D,Taylor Fedun (16216236),Taylor Fedun,16216236,D/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,DAL,0
,,,,,,,,,,D,Matt Donovan (16216241),Matt Donovan,16216241,D/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,NSH,0
,,,,,,,,,,LW,Justin Dowling (16216243),Justin Dowling,16216243,W/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,DAL,0
,,,,,,,,,,LW,Nick Cousins (16216265),Nick Cousins,16216265,W/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,NSH,4.17
,,,,,,,,,,LW,Michael Mersch (16216269),Michael Mersch,16216269,W/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,DAL,0
,,,,,,,,,,D,Matt Benning (16216302),Matt Benning,16216302,D/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,NSH,2.23
,,,,,,,,,,C,Michael McCarron (16216318),Michael McCarron,16216318,C/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,NSH,0
,,,,,,,,,,C,Jason Dickinson (16216320),Jason Dickinson,16216320,C/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,DAL,0
,,,,,,,,,,D,Dillon Heatherington (16216328),Dillon Heatherington,16216328,D/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,DAL,0
,,,,,,,,,,D,Ben Harpur (16216337),Ben Harpur,16216337,D/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,NSH,0
,,,,,,,,,,C,Sean Malone (16216343),Sean Malone,16216343,C/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,NSH,0
,,,,,,,,,,D,Tyler Lewington (16216347),Tyler Lewington,16216347,D/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,NSH,0
,,,,,,,,,,D,Joel Hanley (16216351),Joel Hanley,16216351,D/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,DAL,0
,,,,,,,,,,D,Julius Honka (16216361),Julius Honka,16216361,D/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,DAL,0
,,,,,,,,,,C,Tanner Kero (16216392),Tanner Kero,16216392,C/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,DAL,0
,,,,,,,,,,LW,Yakov Trenin (16216410),Yakov Trenin,16216410,W/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,NSH,0
,,,,,,,,,,C,Tommy Novak (16216412),Tommy Novak,16216412,C/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,NSH,0
,,,,,,,,,,C,Anthony Richard (16216414),Anthony Richard,16216414,C/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,NSH,0
,,,,,,,,,,D,Alexandre Carrier (16216416),Alexandre Carrier,16216416,D/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,NSH,0
,,,,,,,,,,C,Rem Pitlick (16216456),Rem Pitlick,16216456,C/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,NSH,0
,,,,,,,,,,D,Frederic Allard (16216458),Frederic Allard,16216458,D/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,NSH,0
,,,,,,,,,,C,Rhett Gardner (16216464),Rhett Gardner,16216464,C/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,DAL,0
,,,,,,,,,,C,Patrick Harper (16216466),Patrick Harper,16216466,C/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,NSH,0
,,,,,,,,,,LW,Nick Caamano (16216468),Nick Caamano,16216468,W/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,DAL,0
,,,,,,,,,,D,Jeremy Davies (16216474),Jeremy Davies,16216474,D/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,NSH,0
,,,,,,,,,,RW,Mathieu Olivier (16216482),Mathieu Olivier,16216482,W/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,NSH,3.45
,,,,,,,,,,LW,Tanner Jeannot (16216486),Tanner Jeannot,16216486,W/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,NSH,0
,,,,,,,,,,D,Ben Gleason (16216490),Ben Gleason,16216490,D/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,DAL,0
,,,,,,,,,,LW,Eeli Tolvanen (16216509),Eeli Tolvanen,16216509,W/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,NSH,0
,,,,,,,,,,RW,Jason Robertson (16216513),Jason Robertson,16216513,W/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,DAL,0
,,,,,,,,,,LW,Joel L'Esperance (16216545),Joel L'Esperance,16216545,W/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,DAL,0
,,,,,,,,,,RW,Ty Dellandrea (16216556),Ty Dellandrea,16216556,W/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,DAL,0
,,,,,,,,,,C,Josh Wilkins (16216579),Josh Wilkins,16216579,C/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,NSH,0
,,,,,,,,,,C,Oula Palve (16216581),Oula Palve,16216581,C/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,DAL,0
,,,,,,,,,,D,Thomas Harley (16216593),Thomas Harley,16216593,D/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,DAL,0
,,,,,,,,,,C,Philip Tomasino (16216595),Philip Tomasino,16216595,C/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,NSH,0
,,,,,,,,,,LW,Cole Smith (16216599),Cole Smith,16216599,W/UTIL,2500,NSH@DAL 01/22/2021 08:30PM ET,NSH,1.5
,,,,,,,,,,C,Patrick Marleau (16216089),Patrick Marleau,16216089,C/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,1.08
,,,,,,,,,,D,Matt Bartkowski (16216187),Matt Bartkowski,16216187,D/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,MIN,0
,,,,,,,,,,C,Gabriel Dumont (16216191),Gabriel Dumont,16216191,C/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,MIN,0
,,,,,,,,,,C,Nick Bjugstad (16216209),Nick Bjugstad,16216209,C/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,MIN,3.28
,,,,,,,,,,LW,Marcus Sorensen (16216224),Marcus Sorensen,16216224,W/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,5.62
,,,,,,,,,,D,Tim Heed (16216228),Tim Heed,16216228,D/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,0
,,,,,,,,,,D,Dalton Prout (16216230),Dalton Prout,16216230,D/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,0
,,,,,,,,,,RW,Stefan Noesen (16216253),Stefan Noesen,16216253,W/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,0.75
,,,,,,,,,,RW,Matt Nieto (16216263),Matt Nieto,16216263,W/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,3.45
,,,,,,,,,,RW,Kyle Rau (16216267),Kyle Rau,16216267,W/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,MIN,0
,,,,,,,,,,D,Fredrik Claesson (16216271),Fredrik Claesson,16216271,D/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,0
,,,,,,,,,,RW,J.T. Brown (16216279),J.T. Brown,16216279,W/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,MIN,0
,,,,,,,,,,D,Brad Hunt (16216281),Brad Hunt,16216281,D/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,MIN,0
,,,,,,,,,,D,Trevor Carrick (16216298),Trevor Carrick,16216298,D/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,0
,,,,,,,,,,D,Jaycob Megna (16216307),Jaycob Megna,16216307,D/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,0
,,,,,,,,,,RW,Ryan Hartman (16216322),Ryan Hartman,16216322,W/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,MIN,6.98
,,,,,,,,,,D,Ian McCoshen (16216324),Ian McCoshen,16216324,D/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,MIN,0
,,,,,,,,,,LW,Luke Johnson (16216339),Luke Johnson,16216339,W/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,MIN,0
,,,,,,,,,,D,Carson Soucy (16216341),Carson Soucy,16216341,D/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,MIN,1.02
,,,,,,,,,,LW,Colton Beck (16216353),Colton Beck,16216353,W/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,MIN,0
,,,,,,,,,,LW,Melker Karlsson (16216355),Melker Karlsson,16216355,W/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,0
,,,,,,,,,,C,Maxim Letunov (16216369),Maxim Letunov,16216369,C/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,0
,,,,,,,,,,LW,Ryan Donato (16216371),Ryan Donato,16216371,W/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,5.82
,,,,,,,,,,D,Louie Belpedio (16216375),Louie Belpedio,16216375,D/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,MIN,0
,,,,,,,,,,D,Jacob Middleton (16216388),Jacob Middleton,16216388,D/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,2.8
,,,,,,,,,,D,Nicolas Meloche (16216404),Nicolas Meloche,16216404,D/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,0
,,,,,,,,,,LW,Jordan Greenway (16216408),Jordan Greenway,16216408,W/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,MIN,5.15
,,,,,,,,,,LW,Rudolfs Balcers (16216422),Rudolfs Balcers,16216422,W/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,0
,,,,,,,,,,D,Dakota Mermis (16216424),Dakota Mermis,16216424,D/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,MIN,0
,,,,,,,,,,C,Jonathan Dahlen (16216446),Jonathan Dahlen,16216446,C/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,0
,,,,,,,,,,C,Dylan Gambrell (16216454),Dylan Gambrell,16216454,C/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,1.3
,,,,,,,,,,C,Noah Gregor (16216462),Noah Gregor,16216462,C/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,4.37
,,,,,,,,,,C,Manuel Wiederer (16216470),Manuel Wiederer,16216470,C/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,0
,,,,,,,,,,RW,Dmitry Sokolov (16216476),Dmitry Sokolov,16216476,W/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,MIN,0
,,,,,,,,,,RW,Joachim Blichfeld (16216478),Joachim Blichfeld,16216478,W/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,0
,,,,,,,,,,D,Brennan Menell (16216484),Brennan Menell,16216484,D/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,MIN,0
,,,,,,,,,,LW,Jeffrey Viel (16216488),Jeffrey Viel,16216488,W/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,0
,,,,,,,,,,D,Nick DeSimone (16216496),Nick DeSimone,16216496,D/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,0
,,,,,,,,,,C,Gerald Mayhew (16216498),Gerald Mayhew,16216498,C/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,MIN,0
,,,,,,,,,,D,Radim Simek (16216502),Radim Simek,16216502,D/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,3.8
,,,,,,,,,,C,Sasha Chmelevski (16216525),Sasha Chmelevski,16216525,C/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,0
,,,,,,,,,,LW,Ivan Chekhovich (16216529),Ivan Chekhovich,16216529,W/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,0
,,,,,,,,,,LW,Danil Yurtaykin (16216531),Danil Yurtaykin,16216531,W/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,0
,,,,,,,,,,LW,Jayden Halbgewachs (16216536),Jayden Halbgewachs,16216536,W/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,0
,,,,,,,,,,C,Alexander True (16216541),Alexander True,16216541,C/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,0
,,,,,,,,,,LW,Lukas Radil (16216543),Lukas Radil,16216543,W/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,0
,,,,,,,,,,C,Antti Suomela (16216550),Antti Suomela,16216550,C/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,0
,,,,,,,,,,D,Ryan Merkley (16216558),Ryan Merkley,16216558,D/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,0
,,,,,,,,,,D,Nikolai Knyzhov (16216570),Nikolai Knyzhov,16216570,D/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,2.85
,,,,,,,,,,LW,Nico Sturm (16216576),Nico Sturm,16216576,W/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,MIN,4.78
,,,,,,,,,,C,Joel Kellman (16216583),Joel Kellman,16216583,C/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,2.8
,,,,,,,,,,LW,Lean Bergmann (16216587),Lean Bergmann,16216587,W/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,0
,,,,,,,,,,D,Brinson Pasichnuk (16216601),Brinson Pasichnuk,16216601,D/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,0
,,,,,,,,,,LW,Fredrik Handemark (16216605),Fredrik Handemark,16216605,W/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,SJ,0
,,,,,,,,,,C,Marco Rossi (16216609),Marco Rossi,16216609,C/UTIL,2500,SJ@MIN 01/22/2021 08:00PM ET,MIN,0
