Tomas Hertl,Nick Bonino,Patrick Kane,Alex DeBrincat,Kevin Fiala,Brent Burns,Erik Karlsson,Anton Khudobin,Marcus Johansson
Dylan Strome,Pius Suter,Patrick Kane,Alex DeBrincat,Viktor Arvidsson,Brent Burns,Erik Karlsson,Kevin Lankinen,Dominik Kubalik
Ryan Johansen,Lucas Wallmark,Patrick Kane,Alex DeBrincat,Viktor Arvidsson,Brent Burns,Erik Karlsson,Kevin Lankinen,Filip Forsberg
Dylan Strome,Michael Rasmussen,Patrick Kane,Alex DeBrincat,Anthony Mantha,Brent Burns,Erik Karlsson,Anton Khudobin,Bobby Ryan
Dylan Strome,Ryan Johansen,Alex DeBrincat,Viktor Arvidsson,Filip Forsberg,Brent Burns,Erik Karlsson,Kevin Lankinen,Dominik Kubalik
Joe Pavelski,Pius Suter,Patrick Kane,Alex DeBrincat,Alexander Radulov,Brent Burns,Erik Karlsson,Kevin Lankinen,Dominik Kubalik
Dylan Larkin,Logan Couture,Patrick Kane,Alex DeBrincat,Kevin Labanc,Brent Burns,Erik Karlsson,Anton Khudobin,Ryan Donato
Logan Couture,Nick Bonino,Patrick Kane,Alex DeBrincat,Kevin Fiala,Brent Burns,Erik Karlsson,Juuse Saros,Marcus Johansson
Logan Couture,Michael Rasmussen,Patrick Kane,Alex DeBrincat,Anthony Mantha,Brent Burns,Erik Karlsson,Juuse Saros,Bobby Ryan
Joe Pavelski,Logan Couture,Patrick Kane,Alex DeBrincat,Alexander Radulov,Brent Burns,Erik Karlsson,Kevin Lankinen,Joel Kiviranta
Joe Pavelski,Roope Hintz,Patrick Kane,Alexander Radulov,Jamie Benn,Brent Burns,Erik Karlsson,Kevin Lankinen,Denis Gurianov
Joe Pavelski,Logan Couture,Viktor Arvidsson,Filip Forsberg,Alexander Radulov,Brent Burns,Erik Karlsson,Kevin Lankinen,Ryan Johansen
Tomas Hertl,Nick Bonino,Patrick Kane,Kevin Fiala,Evander Kane,Brent Burns,Erik Karlsson,Juuse Saros,Marcus Johansson
Tomas Hertl,Nick Bonino,Viktor Arvidsson,Kevin Fiala,Evander Kane,Brent Burns,Erik Karlsson,Kevin Lankinen,Timo Meier
Tomas Hertl,Logan Couture,Patrick Kane,Alex DeBrincat,Kevin Labanc,Brent Burns,Roman Josi,Kevin Lankinen,Ryan Donato
Joe Pavelski,Roope Hintz,Patrick Kane,Alex DeBrincat,Alexander Radulov,Brent Burns,Erik Karlsson,Anton Khudobin,Joel Kiviranta
Roope Hintz,Radek Faksa,Patrick Kane,Alex DeBrincat,Jamie Benn,Brent Burns,Erik Karlsson,Anton Khudobin,Denis Gurianov
Joe Pavelski,Roope Hintz,Alex DeBrincat,Alexander Radulov,Jamie Benn,Brent Burns,Erik Karlsson,Anton Khudobin,Denis Gurianov
Logan Couture,Ryan Johansen,Patrick Kane,Viktor Arvidsson,Filip Forsberg,Brent Burns,Erik Karlsson,Kevin Lankinen,Kevin Labanc
Tomas Hertl,Dylan Strome,Patrick Kane,Alex DeBrincat,Dominik Kubalik,Brent Burns,John Klingberg,Anton Khudobin,Philipp Kurashev
