Player_Name,Salary,Team,Pos,Opp,Proj_FP
Deshaun Watson,7400.00,HOU,QB,DET,25.02
Matthew Stafford,5800.00,DET,QB,HOU,19.08
Andy Dalton,5600.00,DAL,QB,WAS,17.79
Alex Smith,5400.00,WAS,QB,DAL,17.12
Brandin Cooks,5300.00,HOU,WR,DET,16.24
Jordan Akins,2900.00,HOU,TE,DET,8.46
Michael Gallup,3500.00,DAL,WR,WAS,9.78
Will Fuller,6400.00,HOU,WR,DET,17.76
Ezekiel Elliott,6800.00,DAL,RB,WAS,18.26
Marvin Jones,5500.00,DET,WR,HOU,14.58
Amari Cooper,5700.00,DAL,WR,WAS,15.1
Kerryon Johnson,4300.00,DET,RB,HOU,11.32
Dallas Cowboys,2800.00,DAL,DST,WAS,7.3
T.J. Hockenson,4700.00,DET,TE,HOU,12.15
Duke Johnson,5700.00,HOU,RB,DET,14.68
Houston Texans,2700.00,HOU,DST,DET,6.87
Dalton Schultz,3800.00,DAL,TE,WAS,9.15
Logan Thomas,3500.00,WAS,TE,DAL,8.38
J.D. McKissic,5100.00,WAS,RB,DAL,12.18
CeeDee Lamb,5400.00,DAL,WR,WAS,12.78
Antonio Gibson,6000.00,WAS,RB,DAL,14.15
Terry McLaurin,7000.00,WAS,WR,DAL,16.45
Keke Coutee,3400.00,HOU,WR,DET,7.89
Detroit Lions,2200.00,DET,DST,HOU,4.92
Marvin Hall,3900.00,DET,WR,HOU,8.1
Adrian Peterson,4700.00,DET,RB,HOU,9.62
Quintez Cephus,3100.00,DET,WR,HOU,6.31
Washington Football Team,3700.00,WAS,DST,DAL,7.09
Cam Sims,3300.00,WAS,WR,DAL,6.22
Dontrelle Inman,3100.00,WAS,WR,DAL,5.7
Tony Pollard,4000.00,DAL,RB,WAS,7.08
Jamal Agnew,3000.00,DET,WR,HOU,5.03
Steven Sims,3200.00,WAS,WR,DAL,5.39
Jesse James,2500.00,DET,TE,HOU,3.64
Pharaoh Brown,2500.00,HOU,TE,DET,3.27
C.J. Prosise,4000.00,HOU,RB,DET,5.15
Darren Fells,2700.00,HOU,TE,DET,3.16
Cedrick Wilson,3000.00,DAL,WR,WAS,2.96
Mohamed Sanu,3000.00,DET,WR,HOU,2.16
Blake Bell,2500.00,DAL,TE,WAS,1.27
Peyton Barber,4000.00,WAS,RB,DAL,1.93
Jeremy Sprinkle,2500.00,WAS,TE,DAL,1.05
Jonathan Williams,4000.00,DET,RB,HOU,1.25
Noah Brown,3000.00,DAL,WR,WAS,0.61
Isaiah Wright,3000.00,WAS,WR,DAL,0.57
Isaac Nauta,2500.00,DET,TE,HOU,0.28
Gregory Howell,4000.00,HOU,RB,DET,0.32
Rico Dowdle,4000.00,DAL,RB,WAS,0.05
Sean McKeon,2500.00,DAL,TE,WAS,0.02
Temarrick Hemingway,2500.00,WAS,TE,DAL,0.02
