Player_Name,Salary,Team,Pos,Opp,Proj_FP,pown%
John Wall,6900.00,HOU,PG,MEM,41.64,29.20
Gorgui Dieng,4400.00,MEM,C,HOU,24.91,3.60
JaMychal Green,4300.00,DEN,PF,LAL,23.48,7.30
Kyle Anderson,5500.00,MEM,SF/PF,HOU,29.24,11.90
Brandon Clarke,6000.00,MEM,PF/C,HOU,31.25,12.80
Monte Morris,4200.00,DEN,PG,LAL,21.77,5.50
Eric Gordon,5800.00,HOU,PG/SG,MEM,29.8,11.90
Christian Wood,8800.00,HOU,C,MEM,44.18,15.50
Ja Morant,7600.00,MEM,PG,HOU,37.31,9.10
LeBron James,10000.00,LAL,PG/SF,DEN,48.93,18.50
Xavier Tillman Sr.,5200.00,MEM,PF/C,HOU,25.17,7.30
P.J. Tucker,3500.00,HOU,PF/C,MEM,16.85,1.80
Montrezl Harrell,5300.00,LAL,C,DEN,25.49,3.60
Nikola Jokic,11000.00,DEN,C,LAL,52.74,13.70
Talen Horton-Tucker,3200.00,LAL,SF,DEN,15.29,3.60
Will Barton,5200.00,DEN,SG/SF,LAL,24.8,5.50
Dillon Brooks,5900.00,MEM,SG,HOU,28.08,7.30
Jamal Murray,6800.00,DEN,PG,LAL,32.32,4.60
Dennis Schroder,5500.00,LAL,PG/SG,DEN,25.69,4.60
De'Anthony Melton,5000.00,MEM,PG/SG,HOU,23.31,2.70
Anthony Davis,9700.00,LAL,PF/C,DEN,45.07,15.60
Sterling Brown,3300.00,HOU,SF,MEM,15.32,1.80
Paul Millsap,4100.00,DEN,PF/C,LAL,18.6,1.80
Jae'Sean Tate,4700.00,HOU,SF/PF,MEM,21.24,4.60
Michael Porter Jr.,6100.00,DEN,SF/PF,LAL,27.11,6.40
Kentavious Caldwell-Pope,3500.00,LAL,SG/SF,DEN,15.51,4.60
DeMarcus Cousins,5100.00,HOU,C,MEM,22.02,2.70
Alex Caruso,3400.00,LAL,PG/SG,DEN,14.47,2.70
Desmond Bane,3700.00,MEM,SG/SF,HOU,15.3,0.10
Danuel House Jr.,4100.00,HOU,SF/PF,MEM,16.75,0.10
Marc Gasol,3300.00,LAL,C,DEN,13.04,0.10
Facundo Campazzo,3500.00,DEN,PG/SG,LAL,13.78,0.10
Tyus Jones,4400.00,MEM,PG,HOU,16.68,0.90
Kyle Kuzma,4900.00,LAL,SF/PF,DEN,17.67,1.80
Mason Jones,3000.00,HOU,SG,MEM,10.79,0.90
John Konchar,3300.00,MEM,PG/SF,HOU,11.06,0.90
Ben McLemore,3000.00,HOU,SG,MEM,9.05,0.10
R.J. Hampton,3000.00,DEN,PG/SG,LAL,4.74,0.10
Bol Bol,3000.00,DEN,C,LAL,4.54,0.10
Wesley Matthews,3000.00,LAL,SG,DEN,1.78,0.90
