Player_Name,Salary,Team,Pos,Opp,Proj_FP
Hale Hentges,300.00,WAS,TE,MIN,3.65
Kelvin Harmon,300.00,WAS,WR,MIN,2.07
Miami Dolphins,1600.00,MIA,DST,PIT,6.81
Deshaun Watson,7100.00,HOU,QB,OAK,25.94
Cameron Brate,2700.00,TBB,TE,TEN,9.7
Denver Broncos,2100.00,DEN,DST,IND,7.47
Seattle Seahawks,2800.00,SEA,DST,ATL,9.9
Arizona Cardinals,1900.00,ARI,DST,NOS,6.66
Mitchell Trubisky,4900.00,CHI,QB,LAC,17.21
Geronimo Allison,4000.00,GBP,WR,KCC,13.94
Ryan Tannehill,5100.00,TEN,QB,TBB,17.33
Matthew Moore,4900.00,KCC,QB,GBP,16.57
Carson Wentz,5600.00,PHI,QB,BUF,18.81
Jacoby Brissett,5600.00,IND,QB,DEN,18.71
Andy Dalton,5000.00,CIN,QB,LAR,16.7
Matthew Stafford,6100.00,DET,QB,NYG,20.38
Mark Walton,3300.00,MIA,RB,PIT,10.94
Ryan Fitzpatrick,4700.00,MIA,QB,PIT,15.29
Mason Rudolph,5300.00,PIT,QB,MIA,17.12
Russell Wilson,7200.00,SEA,QB,ATL,23.2
Drew Brees,6300.00,NOS,QB,ARI,20.2
Los Angeles Chargers,2300.00,LAC,DST,CHI,7.36
Nelson Agholor,3800.00,PHI,WR,BUF,12.17
Houston Texans,2700.00,HOU,DST,OAK,8.52
Mike Williams,4000.00,LAC,WR,CHI,12.6
Cincinnati Bengals,1700.00,CIN,DST,LAR,5.32
Jameis Winston,5900.00,TBB,QB,TEN,18.49
New York Giants,2200.00,NYG,DST,DET,6.82
Kyle Allen,5200.00,CAR,QB,SFO,16.03
Daniel Jones,5800.00,NYG,QB,DET,17.78
Josh Allen,6500.00,BUF,QB,PHI,19.97
Jonnu Smith,2800.00,TEN,TE,TBB,8.46
Latavius Murray,5800.00,NOS,RB,ARI,17.47
Tampa Bay Buccaneers,2500.00,TBB,DST,TEN,7.53
DeAndre Hopkins,8100.00,HOU,WR,OAK,24.26
Marquez Valdes-Scantling,5000.00,GBP,WR,KCC,15.01
Detroit Lions,2800.00,DET,DST,NYG,8.34
Tom Brady,6600.00,NEP,QB,CLE,19.61
Baker Mayfield,5000.00,CLE,QB,NEP,14.84
Philip Rivers,5300.00,LAC,QB,CHI,15.71
Carolina Panthers,2400.00,CAR,DST,SFO,7.11
Matt Schaub,4700.00,ATL,QB,SEA,13.88
Hunter Henry,4900.00,LAC,TE,CHI,14.41
Kyler Murray,6200.00,ARI,QB,NOS,18.17
Aaron Rodgers,7000.00,GBP,QB,KCC,20.54
Noah Fant,2900.00,DEN,TE,IND,8.49
Jared Goff,6800.00,LAR,QB,CIN,19.77
Courtland Sutton,5300.00,DEN,WR,IND,15.36
Zach Ertz,5100.00,PHI,TE,BUF,14.78
Greg Olsen,3700.00,CAR,TE,SFO,10.74
Ted Ginn,3700.00,NOS,WR,ARI,10.7
Joe Flacco,4800.00,DEN,QB,IND,13.89
Tyler Boyd,5100.00,CIN,WR,LAR,14.64
Michael Thomas,8000.00,NOS,WR,ARI,22.78
DaeSean Hamilton,3300.00,DEN,WR,IND,9.42
New York Jets,2600.00,NYJ,DST,JAC,7.42
Kenny Golladay,6400.00,DET,WR,NYG,18.21
James White,5100.00,NEP,RB,CLE,14.47
A.J. Brown,4100.00,TEN,WR,TBB,11.62
