Player_Name,Salary,Team,Pos,Opp,Proj_FP
Ryan Fitzpatrick,5500.00,TBB,QB,CAR,22.74
Cam Newton,6400.00,CAR,QB,TBB,25.93
Marcus Mariota,4600.00,TEN,QB,DAL,17.69
Case Keenum,4900.00,DEN,QB,HOU,18.44
Alex Smith,5000.00,WAS,QB,ATL,18.61
Patrick Mahomes,7100.00,KCC,QB,CLE,26.32
Jared Goff,6000.00,LAR,QB,NOS,22.05
Matt Ryan,5700.00,ATL,QB,WAS,20.78
Philip Rivers,5600.00,LAC,QB,SEA,20.33
Carolina Panthers,2300.00,CAR,DST,TBB,8.21
Dak Prescott,5300.00,DAL,QB,TEN,18.74
Drew Brees,6100.00,NOS,QB,LAR,21.57
Kyle Rudolph,3600.00,MIN,TE,DET,12.71
Denver Broncos,2300.00,DEN,DST,HOU,8.1
Kirk Cousins,6200.00,MIN,QB,DET,21.64
Laquon Treadwell,3300.00,MIN,WR,DET,11.47
Aaron Rodgers,6600.00,GBP,QB,NEP,22.81
Baker Mayfield,5600.00,CLE,QB,KCC,19.04
Mitchell Trubisky,5800.00,CHI,QB,BUF,19.68
Joe Flacco,5300.00,BAL,QB,PIT,17.92
Tom Brady,6700.00,NEP,QB,GBP,22.64
Sam Darnold,4800.00,NYJ,QB,MIA,16.19
Dwayne Allen,2600.00,NEP,TE,GBP,8.76
Matthew Stafford,5600.00,DET,QB,MIN,18.7
Brock Osweiler,4900.00,MIA,QB,NYJ,16.29
Los Angeles Chargers,2300.00,LAC,DST,SEA,7.4
Russell Wilson,5900.00,SEA,QB,LAC,18.95
Deshaun Watson,6300.00,HOU,QB,DEN,19.96
Kansas City Chiefs,2700.00,KCC,DST,CLE,8.51
Adam Thielen,8900.00,MIN,WR,DET,27.91
Peyton Barber,3600.00,TBB,RB,CAR,11.25
Courtland Sutton,3900.00,DEN,WR,HOU,12
Ben Roethlisberger,6300.00,PIT,QB,BAL,19.2
Isaiah Crowell,4200.00,NYJ,RB,MIA,12.71
Benjamin Watson,3200.00,NOS,TE,LAR,9.58
Tevin Coleman,4800.00,ATL,RB,WAS,14.04
Alvin Kamara,7300.00,NOS,RB,LAR,21.12
Randall Cobb,4600.00,GBP,WR,NEP,13.25
Detroit Lions,2100.00,DET,DST,MIN,6.04
Marvin Jones,5300.00,DET,WR,MIN,15.21
Nick Vannett,2700.00,SEA,TE,LAC,7.73
Nathan Peterman,4000.00,BUF,QB,CHI,11.45
Nick Chubb,4500.00,CLE,RB,KCC,12.78
Chris Carson,4700.00,SEA,RB,LAC,13.29
New England Patriots,2500.00,NEP,DST,GBP,7.08
Ryan Griffin,2500.00,HOU,TE,DEN,7.08
Phillip Lindsay,5500.00,DEN,RB,HOU,15.38
Charles Clay,2700.00,BUF,TE,CHI,7.57
Kenyan Drake,5300.00,MIA,RB,NYJ,14.74
Buffalo Bills,2300.00,BUF,DST,CHI,6.39
Sammy Watkins,4900.00,KCC,WR,CLE,13.62
Taywan Taylor,3500.00,TEN,WR,DAL,9.66
Kenny Golladay,5500.00,DET,WR,MIN,15.14
Emmanuel Sanders,6400.00,DEN,WR,HOU,17.51
Corey Davis,4800.00,TEN,WR,DAL,13.15
James White,7600.00,NEP,RB,GBP,20.65
New York Jets,2500.00,NYJ,DST,MIA,6.77
Michael Thomas,7600.00,NOS,WR,LAR,20.61
Miami Dolphins,2800.00,MIA,DST,NYJ,7.59
Todd Gurley,9500.00,LAR,RB,NOS,25.72
Anthony Miller,3700.00,CHI,WR,BUF,9.99
Willie Snead,4200.00,BAL,WR,PIT,11.33
Austin Hooper,3800.00,ATL,TE,WAS,10.23
Kelvin Benjamin,3500.00,BUF,WR,CHI,9.41
Paul Richardson,3800.00,WAS,WR,ATL,10.16
Atlanta Falcons,2200.00,ATL,DST,WAS,5.85
Michael Crabtree,4800.00,BAL,WR,PIT,12.73
Mark Ingram,5000.00,NOS,RB,LAR,13.27
Kareem Hunt,7700.00,KCC,RB,CLE,20.41
Javorius Allen,3800.00,BAL,RB,PIT,10.02
New Orleans Saints,2200.00,NOS,DST,LAR,5.78
Christian McCaffrey,7600.00,CAR,RB,TBB,20.02
Jeff Heuerman,2600.00,DEN,TE,HOU,6.8
Tennessee Titans,2600.00,TEN,DST,DAL,6.8
John Brown,5800.00,BAL,WR,PIT,15.2
Travis Kelce,6600.00,KCC,TE,CLE,17.24
Demaryius Thomas,4500.00,HOU,WR,DEN,11.71
Alex Collins,4600.00,BAL,RB,PIT,11.95
Devin Funchess,5600.00,CAR,WR,TBB,14.52
Lamar Miller,5200.00,HOU,RB,DEN,13.48
DeAndre Hopkins,8300.00,HOU,WR,DEN,21.52
Latavius Murray,5100.00,MIN,RB,DET,13.23
Mike Williams,3800.00,LAC,WR,SEA,9.8
Tampa Bay Buccaneers,2000.00,TBB,DST,CAR,5.15
Melvin Gordon,8200.00,LAC,RB,SEA,21.14
Jarvis Landry,6500.00,CLE,WR,KCC,16.73
Baltimore Ravens,2500.00,BAL,DST,PIT,6.39
Jordan Howard,4700.00,CHI,RB,BUF,12.01
Antonio Gates,2700.00,LAC,TE,SEA,6.89
Julio Jones,7900.00,ATL,WR,WAS,20.07
Jimmy Graham,4800.00,GBP,TE,NEP,12.12
DeSean Jackson,5000.00,TBB,WR,CAR,12.63
Jermaine Kearse,4200.00,NYJ,WR,MIA,10.57
Zay Jones,3400.00,BUF,WR,CHI,8.54
Green Bay Packers,2200.00,GBP,DST,NEP,5.52
Ezekiel Elliott,7900.00,DAL,RB,TEN,19.77
Pittsburgh Steelers,2400.00,PIT,DST,BAL,6.01
Duke Johnson,3800.00,CLE,RB,KCC,9.48
David Njoku,4600.00,CLE,TE,KCC,11.46
Tre'Quan Smith,4200.00,NOS,WR,LAR,10.46
Vance McDonald,3600.00,PIT,TE,BAL,8.97
Mike Gesicki,2600.00,MIA,TE,NYJ,6.47
Greg Olsen,4900.00,CAR,TE,TBB,12.14
Mike Evans,8100.00,TBB,WR,CAR,20.03
Tyrell Williams,4200.00,LAC,WR,SEA,10.37
Houston Texans,3000.00,HOU,DST,DEN,7.4
Seattle Seahawks,2500.00,SEA,DST,LAC,6.15
Adam Humphries,3600.00,TBB,WR,CAR,8.85
Quincy Enunwa,4000.00,NYJ,WR,MIA,9.79
Robert Woods,7000.00,LAR,WR,NOS,17.12
Frank Gore,3500.00,MIA,RB,NYJ,8.53
Washington Redskins,2600.00,WAS,DST,ATL,6.34
Adrian Peterson,6000.00,WAS,RB,ATL,14.58
Kerryon Johnson,5600.00,DET,RB,MIN,13.6
Austin Ekeler,4300.00,LAC,RB,SEA,10.43
Dion Lewis,4800.00,TEN,RB,DAL,11.6
Kenjon Barner,3900.00,NEP,RB,GBP,9.44
Taylor Gabriel,5100.00,CHI,WR,BUF,12.34
Los Angeles Rams,2400.00,LAR,DST,NOS,5.78
Cooper Kupp,6000.00,LAR,WR,NOS,14.37
Trey Burton,4500.00,CHI,TE,BUF,10.7
Tyreek Hill,8000.00,KCC,WR,CLE,19.05
Amari Cooper,5000.00,DAL,WR,TEN,11.84
Devontae Booker,3700.00,DEN,RB,HOU,8.72
Davante Adams,8500.00,GBP,WR,NEP,19.99
Ito Smith,3700.00,ATL,RB,WAS,8.7
Tyler Lockett,5200.00,SEA,WR,LAC,12.18
Brandin Cooks,6700.00,LAR,WR,NOS,15.7
LeSean McCoy,4900.00,BUF,RB,CHI,11.4
Keenan Allen,7300.00,LAC,WR,SEA,17
Chicago Bears,4100.00,CHI,DST,BUF,9.54
Kenny Stills,4300.00,MIA,WR,NYJ,9.98
Tarik Cohen,6200.00,CHI,RB,BUF,14.38
TJ Jones,3000.00,DET,WR,MIN,6.91
Doug Baldwin,5300.00,SEA,WR,LAC,12.08
Minnesota Vikings,2900.00,MIN,DST,DET,6.57
Cole Beasley,4300.00,DAL,WR,TEN,9.75
James Conner,8300.00,PIT,RB,BAL,18.78
Mike Davis,3400.00,SEA,RB,LAC,7.64
Chris Hogan,4100.00,NEP,WR,GBP,9.2
Chris Godwin,4400.00,TBB,WR,CAR,9.84
Jordan Reed,4800.00,WAS,TE,ATL,10.72
Mohamed Sanu,5100.00,ATL,WR,WAS,11.27
Calvin Ridley,5700.00,ATL,WR,WAS,12.53
Antonio Brown,8800.00,PIT,WR,BAL,19.36
Dallas Cowboys,3400.00,DAL,DST,TEN,7.46
O.J. Howard,4300.00,TBB,TE,CAR,9.43
Cleveland Browns,2000.00,CLE,DST,KCC,4.34
Julian Edelman,6900.00,NEP,WR,GBP,14.96
David Moore,3900.00,SEA,WR,LAC,8.39
D.J. Moore,4900.00,CAR,WR,TBB,10.53
Jarius Wright,3100.00,CAR,WR,TBB,6.67
Elijah McGuire,3000.00,NYJ,RB,MIA,6.44
Alfred Blue,3600.00,HOU,RB,DEN,7.72
Jesse James,2700.00,PIT,TE,BAL,5.79
Aldrick Robinson,3200.00,MIN,WR,DET,6.86
Juju Smith-Schuster,7300.00,PIT,WR,BAL,15.48
Tajae Sharpe,3800.00,TEN,WR,DAL,8.03
Aaron Jones,5000.00,GBP,RB,NEP,10.5
Danny Amendola,4700.00,MIA,WR,NYJ,9.84
Antonio Callaway,4200.00,CLE,WR,KCC,8.72
Equanimeous St. Brown,3300.00,GBP,WR,NEP,6.82
Robby Anderson,4300.00,NYJ,WR,MIA,8.79
Derrick Henry,4100.00,TEN,RB,DAL,8.38
Mark Andrews,2600.00,BAL,TE,PIT,5.2
Jamaal Williams,3600.00,GBP,RB,NEP,7.16
Cameron Meredith,3500.00,NOS,WR,LAR,6.85
Theo Riddick,3800.00,DET,RB,MIN,7.41
DeVante Parker,4600.00,MIA,WR,NYJ,8.93
Josh Gordon,6000.00,NEP,WR,GBP,11.63
Curtis Samuel,3400.00,CAR,WR,TBB,6.55
Kapri Bibbs,3500.00,WAS,RB,ATL,6.74
Nick Boyle,2500.00,BAL,TE,PIT,4.79
Rashard Higgins,3700.00,CLE,WR,KCC,7.1
Allen Hurns,3400.00,DAL,WR,TEN,6.41
Josh Doctson,4200.00,WAS,WR,ATL,7.88
Brandon Powell,3000.00,DET,WR,MIN,5.41
Marquez Valdes-Scantling,4700.00,GBP,WR,NEP,8.4
Cameron Brate,2600.00,TBB,TE,CAR,4.64
Josh Bellamy,3000.00,CHI,WR,BUF,5.3
Chris Ivory,3900.00,BUF,RB,CHI,6.85
Chris Herndon,3000.00,NYJ,TE,MIA,5.27
Demetrius Harris,2500.00,KCC,TE,CLE,4.4
Cordarrelle Patterson,3200.00,NEP,WR,GBP,5.55
Chris Conley,3200.00,KCC,WR,CLE,5.51
LeGarrette Blount,3400.00,DET,RB,MIN,5.8
Vernon Davis,2800.00,WAS,TE,ATL,4.71
Sammie Coates,3000.00,HOU,WR,DEN,4.99
Michael Roberts,2500.00,DET,TE,MIN,4.07
Spencer Ware,4000.00,KCC,RB,CLE,6.47
Jonnu Smith,2500.00,TEN,TE,DAL,4.06
Jakeem Grant,3700.00,MIA,WR,NYJ,5.99
Travis Benjamin,3500.00,LAC,WR,SEA,5.63
Jordan Thomas,2900.00,HOU,TE,DEN,4.64
James Washington,3300.00,PIT,WR,BAL,5.17
Gerald Everett,2600.00,LAR,TE,NOS,4.06
Maurice Harris,3300.00,WAS,WR,ATL,5.12
Michael Gallup,3700.00,DAL,WR,TEN,5.75
Andre Holmes,3100.00,BUF,WR,CHI,4.74
Ryan Switzer,3200.00,PIT,WR,BAL,4.9
Chris Moore,3000.00,BAL,WR,PIT,4.57
Phillip Dorsett,3600.00,NEP,WR,GBP,5.32
Nick O'Leary,2600.00,MIA,TE,NYJ,3.78
Ed Dickson,3300.00,SEA,TE,LAC,4.68
Vyncint Smith,3600.00,HOU,WR,DEN,4.96
