Player_Name,Salary,Team,Pos,Opp,Proj_FP
Devontae Booker,3700.00,DEN,RB,SDC,16.07
Cameron Brate,3200.00,TBB,TE,OAK,12.7
Jack Doyle,3500.00,IND,TE,KCC,13.32
Tyrod Taylor,5200.00,BUF,QB,NEP,18.83
C.J. Fiedorowicz,2800.00,HOU,TE,DET,10.04
Kyle Rudolph,3500.00,MIN,TE,CHI,12.46
Justin Hunter,3100.00,BUF,WR,NEP,11.02
Denver Broncos,3700.00,DEN,DST,SDC,12.84
Robert Kelley,3000.00,WAS,RB,CIN,10.4
Tennessee Titans,2800.00,TEN,DST,JAC,9.54
Zach Miller,3000.00,CHI,TE,MIN,10.2
Tom Brady,7600.00,NEP,QB,BUF,25.73
Davante Adams,4900.00,GBP,WR,ATL,16.41
Adam Humphries,3000.00,TBB,WR,OAK,10
Jameis Winston,5700.00,TBB,QB,OAK,18.79
Mike Gillislee,3800.00,BUF,RB,NEP,12.52
Kansas City Chiefs,2800.00,KCC,DST,IND,9.18
Matt Asiata,3500.00,MIN,RB,CHI,11.42
Gary Barnidge,3300.00,CLE,TE,NYJ,10.68
Carson Wentz,5100.00,PHI,QB,DAL,16.52
Eric Ebron,3000.00,DET,TE,HOU,9.66
Chicago Bears,2600.00,CHI,DST,MIN,8.32
Detroit Lions,2500.00,DET,DST,HOU,7.95
Brock Osweiler,5400.00,HOU,QB,DET,16.79
Marcus Mariota,5900.00,TEN,QB,JAC,18.34
Charles Clay,2900.00,BUF,TE,NEP,9.03
Sam Bradford,5000.00,MIN,QB,CHI,15.51
Tyler Eifert,4100.00,CIN,TE,WAS,12.68
Andrew Luck,6800.00,IND,QB,KCC,20.89
Carson Palmer,6000.00,ARI,QB,CAR,18.19
Coby Fleener,3400.00,NOS,TE,SEA,10.27
Drew Brees,6900.00,NOS,QB,SEA,20.69
DeMarco Murray,7400.00,TEN,RB,JAC,22.14
Dak Prescott,5800.00,DAL,QB,PHI,17.34
