Player_Name,Salary,Team,Pos,Opp,Proj_FP
Giovani Bernard,3100.00,CIN,RB,CHI,16.36
Trey Burton,2900.00,PHI,TE,LAR,10.87
Mike Davis,3700.00,SEA,RB,JAC,13.41
Blaine Gabbert,4800.00,ARI,QB,TEN,17.21
Washington Redskins,2300.00,WAS,DST,LAC,8.06
Kansas City Chiefs,2400.00,KCC,DST,OAK,8.38
Chicago Bears,2500.00,CHI,DST,CIN,8.7
Buffalo Bills,3100.00,BUF,DST,IND,10.49
Los Angeles Rams,2500.00,LAR,DST,PHI,8.26
Atlanta Falcons,2200.00,ATL,DST,NOS,7.1
Dak Prescott,5600.00,DAL,QB,NYG,17.94
Russell Wilson,6200.00,SEA,QB,JAC,19.69
Stephen Anderson,3200.00,HOU,TE,SFO,10.17
New Orleans Saints,2400.00,NOS,DST,ATL,7.56
Baltimore Ravens,2700.00,BAL,DST,PIT,8.44
Alex Smith,6500.00,KCC,QB,OAK,20.18
Kenyan Drake,5700.00,MIA,RB,NEP,17.61
Tampa Bay Buccaneers,2800.00,TBB,DST,DET,8.64
Cincinnati Bengals,3300.00,CIN,DST,CHI,10.18
Austin Seferian-Jenkins,3600.00,NYJ,TE,DEN,11.1
Pittsburgh Steelers,3200.00,PIT,DST,BAL,9.8
DeShone Kizer,4900.00,CLE,QB,GBP,14.78
Philadelphia Eagles,2600.00,PHI,DST,LAR,7.86
Jameis Winston,5900.00,TBB,QB,DET,17.67
Eli Manning,4800.00,NYG,QB,DAL,14.3
Theo Riddick,4500.00,DET,RB,TBB,13.37
Carolina Panthers,2700.00,CAR,DST,MIN,7.96
Arizona Cardinals,2800.00,ARI,DST,TEN,8.18
Kirk Cousins,5900.00,WAS,QB,LAC,17.2
Seattle Seahawks,3100.00,SEA,DST,JAC,9.01
Tom Savage,4800.00,HOU,QB,SFO,13.99
New England Patriots,3400.00,NEP,DST,MIA,9.9
Los Angeles Chargers,3600.00,LAC,DST,WAS,10.48
Minnesota Vikings,2700.00,MIN,DST,CAR,7.78
Matt Ryan,6400.00,ATL,QB,NOS,18.46
Marcus Mariota,5800.00,TEN,QB,ARI,16.66
Andy Dalton,5400.00,CIN,QB,CHI,15.34
Jacoby Brissett,5000.00,IND,QB,BUF,14.16
