Player_Name,Salary,Team,Pos,Opp,Proj_FP
Bilal Powell,4000.00,NYJ,RB,TBB,16.11
Houston Texans,2300.00,HOU,DST,LAR,8.48
Dallas Cowboys,2200.00,DAL,DST,ATL,7.56
Eli Manning,5100.00,NYG,QB,SFO,17.25
Buffalo Bills,2400.00,BUF,DST,NOS,8.08
Los Angeles Rams,3600.00,LAR,DST,HOU,12.07
Ryan Fitzpatrick,4900.00,TBB,QB,NYJ,16.35
Case Keenum,4800.00,MIN,QB,WAS,15.85
Detroit Lions,3800.00,DET,DST,CLE,12.19
New York Jets,2800.00,NYJ,DST,TBB,9
Indianapolis Colts,2100.00,IND,DST,PIT,6.75
Cincinnati Bengals,2500.00,CIN,DST,TEN,8
Cleveland Browns,2000.00,CLE,DST,DET,6.36
Los Angeles Chargers,2700.00,LAC,DST,JAC,8.56
Brock Osweiler,4600.00,DEN,QB,NEP,14.54
Tennessee Titans,2800.00,TEN,DST,CIN,8.84
Tampa Bay Buccaneers,2900.00,TBB,DST,NYJ,9.13
Mitchell Trubisky,4500.00,CHI,QB,GBP,14.15
Jordan Howard,6100.00,CHI,RB,GBP,19.18
Matthew Stafford,6800.00,DET,QB,CLE,21.07
Miami Dolphins,2500.00,MIA,DST,CAR,7.66
Orleans Darkwa,4500.00,NYG,RB,SFO,13.65
Doug Baldwin,6400.00,SEA,WR,ARI,19.18
Dion Sims,2600.00,CHI,TE,GBP,7.78
Lamar Miller,5200.00,HOU,RB,LAR,15.54
Chicago Bears,3000.00,CHI,DST,GBP,8.9
Adam Humphries,3100.00,TBB,WR,NYJ,9.17
Minnesota Vikings,3100.00,MIN,DST,WAS,9.18
Andy Dalton,5300.00,CIN,QB,TEN,15.64
Washington Redskins,2900.00,WAS,DST,MIN,8.56
Pittsburgh Steelers,3700.00,PIT,DST,IND,10.9
Carolina Panthers,3800.00,CAR,DST,MIA,11.2
Duke Johnson,4100.00,CLE,RB,DET,12.11
Brett Hundley,5000.00,GBP,QB,CHI,14.72
Isaiah Crowell,4300.00,CLE,RB,DET,12.64
Cam Newton,6600.00,CAR,QB,MIA,19.18
Ben Roethlisberger,6600.00,PIT,QB,IND,19.11
Green Bay Packers,3300.00,GBP,DST,CHI,9.58
Marcus Mariota,5800.00,TEN,QB,CIN,16.83
Seattle Seahawks,3900.00,SEA,DST,ARI,11.17
Ameer Abdullah,4500.00,DET,RB,CLE,12.87
Matt Ryan,6500.00,ATL,QB,DAL,18.54
Jared Goff,6700.00,LAR,QB,HOU,19.04
Robert Kelley,3400.00,WAS,RB,MIN,9.59
Kirk Cousins,5900.00,WAS,QB,MIN,16.66
Tarik Cohen,3800.00,CHI,RB,GBP,10.68
Jamison Crowder,4500.00,WAS,WR,MIN,12.63
Dak Prescott,7300.00,DAL,QB,ATL,20.5
Russell Wilson,7400.00,SEA,QB,ARI,20.73
Devonta Freeman,6000.00,ATL,RB,DAL,16.82
C.J. Anderson,4000.00,DEN,RB,NEP,11.18
Tom Savage,4500.00,HOU,QB,LAR,12.57
Joe Mixon,4900.00,CIN,RB,TEN,13.57
