Player_Name,Salary,Team,Pos,Opp,Proj_FP
Jason Witten,3100.00,DAL,TE,NYG,11.34
Lance Kendricks,2800.00,LAR,TE,ATL,9.58
Tyrod Taylor,5400.00,BUF,QB,PIT,17.81
Dwayne Allen,2600.00,IND,TE,HOU,8.57
Eli Manning,5500.00,NYG,QB,DAL,17.88
Aaron Rodgers,6400.00,GBP,QB,SEA,20.71
Andrew Luck,6900.00,IND,QB,HOU,22.15
Carson Palmer,5700.00,ARI,QB,MIA,18.26
Dak Prescott,5900.00,DAL,QB,NYG,18.8
Andy Dalton,6100.00,CIN,QB,CLE,19.4
Trevor Siemian,5100.00,DEN,QB,TEN,16.2
Joe Flacco,5600.00,BAL,QB,NEP,17.64
Pierre Garcon,4200.00,WAS,WR,PHI,12.91
Kirk Cousins,6300.00,WAS,QB,PHI,19.15
Alex Smith,5400.00,KCC,QB,OAK,16.43
Matt Ryan,6500.00,ATL,QB,LAR,19.69
Carson Wentz,5100.00,PHI,QB,WAS,15.46
Jameis Winston,6700.00,TBB,QB,NOS,20.23
Robert Griffin III,5000.00,CLE,QB,CIN,15.03
Ryan Tannehill,5200.00,MIA,QB,ARI,15.63
Josh Bellamy,3500.00,CHI,WR,DET,10.5
Cameron Brate,4100.00,TBB,TE,NOS,12.28
Charles Clay,2600.00,BUF,TE,PIT,7.7
Greg Olsen,5000.00,CAR,TE,SDC,14.8
Marcus Mariota,6200.00,TEN,QB,DEN,18.2
Drew Brees,7400.00,NOS,QB,TBB,21.68
Ladarius Green,3900.00,PIT,TE,BUF,11.39
Matt Barkley,5000.00,CHI,QB,DET,14.61
Washington Redskins,2700.00,WAS,DST,PHI,7.8
Gary Barnidge,3300.00,CLE,TE,CIN,9.49
Robby Anderson,3000.00,NYJ,WR,SFO,8.65
Matthew Stafford,6800.00,DET,QB,CHI,19.49
Isaiah Crowell,3900.00,CLE,RB,CIN,11.15
Justin Hardy,3000.00,ATL,WR,LAR,8.54
Buffalo Bills,2500.00,BUF,DST,PIT,7.11
Sam Bradford,5100.00,MIN,QB,JAC,14.47
Tom Brady,7100.00,NEP,QB,BAL,20.19
Russell Wilson,6600.00,SEA,QB,GBP,18.71
Aldrick Robinson,3000.00,ATL,WR,LAR,8.48
Mike Wallace,4900.00,BAL,WR,NEP,13.81
New York Giants,2600.00,NYG,DST,DAL,7.3
Brock Osweiler,5300.00,HOU,QB,IND,14.81
Tyler Boyd,4900.00,CIN,WR,CLE,13.67
Dennis Pitta,3600.00,BAL,TE,NEP,10.01
Dwayne Washington,3500.00,DET,RB,CHI,9.71
Malcolm Mitchell,4200.00,NEP,WR,BAL,11.6
Dion Sims,2500.00,MIA,TE,ARI,6.9
Tyler Eifert,6000.00,CIN,TE,CLE,16.48
Jordan Matthews,5400.00,PHI,WR,WAS,14.84
Will Tye,2800.00,NYG,TE,DAL,7.69
Cam Newton,7200.00,CAR,QB,SDC,19.81
Lamar Miller,5100.00,HOU,RB,IND,14
Seattle Seahawks,3000.00,SEA,DST,GBP,8.26
Eric Ebron,3800.00,DET,TE,CHI,10.43
Le'Veon Bell,9000.00,PIT,RB,BUF,24.69
Jeremy Hill,5800.00,CIN,RB,CLE,15.9
Green Bay Packers,2600.00,GBP,DST,SEA,7.09
Michael Floyd,3900.00,ARI,WR,MIA,10.6
Arizona Cardinals,3200.00,ARI,DST,MIA,8.67
Brandon LaFell,5000.00,CIN,WR,CLE,13.48
Ben Roethlisberger,7000.00,PIT,QB,BUF,18.81
David Johnson,9800.00,ARI,RB,MIA,26.33
Matt Asiata,3300.00,MIN,RB,JAC,8.84
Martellus Bennett,4200.00,NEP,TE,BAL,11.26
Coby Fleener,3700.00,NOS,TE,TBB,9.92
Travis Kelce,5700.00,KCC,TE,OAK,15.27
Brian Quick,3100.00,LAR,WR,ATL,8.3
Detroit Lions,3600.00,DET,DST,CHI,9.64
Atlanta Falcons,3100.00,ATL,DST,LAR,8.32
Delanie Walker,4400.00,TEN,TE,DEN,11.77
Virgil Green,2500.00,DEN,TE,TEN,6.68
Cincinnati Bengals,3500.00,CIN,DST,CLE,9.36
Corey Coleman,4400.00,CLE,WR,CIN,11.64
Jared Cook,2700.00,GBP,TE,SEA,7.13
Philadelphia Eagles,2900.00,PHI,DST,WAS,7.66
Jordy Nelson,6800.00,GBP,WR,SEA,17.93
Taylor Gabriel,4300.00,ATL,WR,LAR,11.31
Kenny Britt,5200.00,LAR,WR,ATL,13.48
Justin Forsett,3000.00,DEN,RB,TEN,7.76
Jared Goff,5000.00,LAR,QB,ATL,12.97
Bryce Petty,5000.00,NYJ,QB,SFO,12.96
Mike Evans,8900.00,TBB,WR,NOS,23.03
Frank Gore,4800.00,IND,RB,HOU,12.39
Carolina Panthers,2900.00,CAR,DST,SDC,7.47
Antonio Brown,8700.00,PIT,WR,BUF,22.15
Willie Snead,5200.00,NOS,WR,TBB,13.19
Tajae Sharpe,3400.00,TEN,WR,DEN,8.64
Jarvis Landry,5600.00,MIA,WR,ARI,14.22
Devonta Freeman,6100.00,ATL,RB,LAR,15.5
Ted Ginn,4000.00,CAR,WR,SDC,10.13
C.J. Fiedorowicz,3900.00,HOU,TE,IND,9.78
Chris Conley,3100.00,KCC,WR,OAK,7.77
Stefon Diggs,6500.00,MIN,WR,JAC,16.24
Terrelle Pryor,5900.00,CLE,WR,CIN,14.73
Demaryius Thomas,6000.00,DEN,WR,TEN,14.94
Mark Ingram,5300.00,NOS,RB,TBB,13.13
Jordan Reed,5900.00,WAS,TE,PHI,14.63
Kyle Rudolph,4000.00,MIN,TE,JAC,9.88
Emmanuel Sanders,5700.00,DEN,WR,TEN,13.96
Baltimore Ravens,2700.00,BAL,DST,NEP,6.59
Tevin Coleman,4000.00,ATL,RB,LAR,9.77
Jordan Howard,6400.00,CHI,RB,DET,15.6
Minnesota Vikings,3900.00,MIN,DST,JAC,9.53
Victor Cruz,3300.00,NYG,WR,DAL,8.06
Brandon Coleman,3000.00,NOS,WR,TBB,7.31
Terrance West,4000.00,BAL,RB,NEP,9.73
Pittsburgh Steelers,2800.00,PIT,DST,BUF,6.8
Kenneth Dixon,3800.00,BAL,RB,NEP,9.25
Jimmy Graham,5500.00,SEA,TE,GBP,13.32
Denver Broncos,3800.00,DEN,DST,TEN,9.18
T.Y. Hilton,7500.00,IND,WR,HOU,18.18
DeMarco Murray,7000.00,TEN,RB,DEN,16.96
Jermaine Gresham,2500.00,ARI,TE,MIA,6.06
Jerick McKinnon,3600.00,MIN,RB,JAC,8.68
New York Jets,3100.00,NYJ,DST,SFO,7.47
Dion Lewis,3900.00,NEP,RB,BAL,9.38
Robert Kelley,4200.00,WAS,RB,PHI,10.07
Sterling Shepard,4600.00,NYG,WR,DAL,11.04
Doug Baldwin,6800.00,SEA,WR,GBP,16.22
Thomas Rawls,5700.00,SEA,RB,GBP,13.64
New Orleans Saints,2400.00,NOS,DST,TBB,5.72
