Player_Name,Salary,Team,Pos,Opp,Proj_FP
Dexter Williams,200.00,GBP,RB,HOU,1.29
Jamaal Williams,4000.00,GBP,RB,HOU,17.89
Kyler Murray,7100.00,ARI,QB,SEA,25.42
Deshaun Watson,6800.00,HOU,QB,GBP,23.91
Joe Burrow,5500.00,CIN,QB,CLE,19.28
Daniel Jones,5300.00,NYG,QB,PHI,18.53
Cam Newton,6300.00,NEP,QB,SFO,21.81
Kyle Allen,5200.00,WAS,QB,DAL,17.92
Carson Wentz,5700.00,PHI,QB,NYG,19.61
Giovani Bernard,4500.00,CIN,RB,CLE,15.31
Justin Herbert,6400.00,LAC,QB,JAC,21.42
Alvin Kamara,7900.00,NOS,RB,CAR,26.38
Matthew Stafford,6500.00,DET,QB,ATL,21.45
Matt Ryan,6700.00,ATL,QB,DET,22.11
Derek Carr,5400.00,LVR,QB,TBB,17.79
Patrick Mahomes,7400.00,KCC,QB,DEN,24.18
Gabriel Davis,3600.00,BUF,WR,NYJ,11.64
Aaron Rodgers,7000.00,GBP,QB,HOU,22.44
Baker Mayfield,5600.00,CLE,QB,CIN,17.99
Jared Goff,5900.00,LAR,QB,CHI,18.74
Tre'Quan Smith,4000.00,NOS,WR,CAR,12.63
Ryan Tannehill,6200.00,TEN,QB,PIT,19.57
Devonta Freeman,4800.00,NYG,RB,PHI,15.13
Russell Wilson,8000.00,SEA,QB,ARI,25.23
Josh Allen,7700.00,BUF,QB,NYJ,24.17
Drew Brees,6100.00,NOS,QB,CAR,19.08
Teddy Bridgewater,5800.00,CAR,QB,NOS,18.1
Kareem Hunt,6800.00,CLE,RB,CIN,21.19
Justin Jackson,4900.00,LAC,RB,JAC,15.2
Cleveland Browns,2800.00,CLE,DST,CIN,8.62
Andy Dalton,6000.00,DAL,QB,WAS,18.37
Breshad Perriman,3700.00,NYJ,WR,BUF,11.29
Mike Davis,6600.00,CAR,RB,NOS,19.85
Keenan Allen,6200.00,LAC,WR,JAC,18.63
Tom Brady,6600.00,TBB,QB,LVR,19.6
Terry McLaurin,5800.00,WAS,WR,DAL,17.22
Darnell Mooney,3000.00,CHI,WR,LAR,8.87
Davante Adams,7900.00,GBP,WR,HOU,23.03
Nick Foles,5700.00,CHI,QB,LAR,16.63
Marquez Valdes-Scantling,4100.00,GBP,WR,HOU,11.86
Ben Roethlisberger,6600.00,PIT,QB,TEN,19.06
Darren Waller,6100.00,LVR,TE,TBB,17.58
David Njoku,3000.00,CLE,TE,CIN,8.62
D.J. Moore,5600.00,CAR,WR,NOS,16.09
Travis Kelce,6300.00,KCC,TE,DEN,18.05
Robby Anderson,6000.00,CAR,WR,NOS,17.13
Clyde Edwards-Helaire,6100.00,KCC,RB,DEN,17.4
Chris Carson,6400.00,SEA,RB,ARI,18.06
Antonio Gibson,5000.00,WAS,RB,DAL,14.03
Diontae Johnson,4200.00,PIT,WR,TEN,11.76
