Player_Name,Salary,Team,Pos,Opp,Proj_FP
Washington Redskins,2900.00,WAS,DST,LAR,10.67
Javorius Allen,4100.00,BAL,RB,CLE,14.93
Jason Witten,3400.00,DAL,TE,DEN,11.32
Chicago Bears,2200.00,CHI,DST,TBB,7.3
Robby Anderson,3400.00,NYJ,WR,OAK,11.28
Tom Brady,7900.00,NEP,QB,NOS,26.07
Los Angeles Chargers,2800.00,LAC,DST,MIA,9.14
Alex Smith,5700.00,KCC,QB,PHI,18.53
Travis Kelce,5100.00,KCC,TE,PHI,16.47
Ameer Abdullah,4100.00,DET,RB,NYG,13.26
Buffalo Bills,2700.00,BUF,DST,CAR,8.65
Tyrod Taylor,5300.00,BUF,QB,CAR,16.96
Dallas Cowboys,2600.00,DAL,DST,DEN,8.32
Miami Dolphins,2600.00,MIA,DST,LAC,8.29
Coby Fleener,3100.00,NOS,TE,NEP,9.85
Ty Montgomery,5800.00,GBP,RB,ATL,18.31
Tampa Bay Buccaneers,3200.00,TBB,DST,CHI,10.12
Carolina Panthers,3600.00,CAR,DST,BUF,11.37
Russell Wilson,6800.00,SEA,QB,SFO,21.26
Baltimore Ravens,3700.00,BAL,DST,CLE,11.56
Jimmy Graham,4900.00,SEA,TE,SFO,15.26
Joe Flacco,5200.00,BAL,QB,CLE,16.1
Green Bay Packers,2300.00,GBP,DST,ATL,7.12
Aaron Rodgers,7400.00,GBP,QB,ATL,22.96
Tennessee Titans,3300.00,TEN,DST,JAC,10.24
Jack Doyle,2900.00,IND,TE,ARI,8.95
Zay Jones,3500.00,BUF,WR,CAR,10.75
Seattle Seahawks,4000.00,SEA,DST,SFO,12.28
Jacoby Brissett,4500.00,IND,QB,ARI,13.77
Indianapolis Colts,2300.00,IND,DST,ARI,7.01
Andy Dalton,5500.00,CIN,QB,HOU,16.75
Jaelen Strong,3500.00,HOU,WR,CIN,10.63
Deshaun Watson,4400.00,HOU,QB,CIN,13.32
Jordan Matthews,3900.00,BUF,WR,CAR,11.73
Dak Prescott,5600.00,DAL,QB,DEN,16.82
Eli Manning,5300.00,NYG,QB,DET,15.82
New York Jets,2000.00,NYJ,DST,OAK,5.93
Pittsburgh Steelers,3000.00,PIT,DST,MIN,8.92
Kirk Cousins,6100.00,WAS,QB,LAR,18.08
Jay Cutler,5400.00,MIA,QB,LAC,15.89
Trevor Siemian,4900.00,DEN,QB,DAL,14.42
Jamison Crowder,4900.00,WAS,WR,LAR,14.39
Philip Rivers,5800.00,LAC,QB,MIA,17.01
Breshad Perriman,3100.00,BAL,WR,CLE,9.08
Eric Decker,4400.00,TEN,WR,JAC,12.91
Arizona Cardinals,4100.00,ARI,DST,IND,11.97
Carson Palmer,6000.00,ARI,QB,IND,17.53
Ryan Griffin,2700.00,HOU,TE,CIN,7.86
Charles Clay,3000.00,BUF,TE,CAR,8.74
Dalvin Cook,5900.00,MIN,RB,PIT,17.12
DeAndre Hopkins,5800.00,HOU,WR,CIN,16.72
Christian McCaffrey,5600.00,CAR,RB,BUF,16.12
Alvin Kamara,3500.00,NOS,RB,NEP,10
Kenny Britt,4000.00,CLE,WR,BAL,11.41
Matthew Stafford,5800.00,DET,QB,NYG,16.52
Mike Wallace,3900.00,BAL,WR,CLE,11.07
Denver Broncos,3400.00,DEN,DST,DAL,9.67
Jeremy Maclin,5000.00,BAL,WR,CLE,14.17
Jacquizz Rodgers,4400.00,TBB,RB,CHI,12.43
Corey Coleman,4700.00,CLE,WR,BAL,13.3
Frank Gore,4000.00,IND,RB,ARI,11.3
Cam Newton,6500.00,CAR,QB,BUF,18.32
Kareem Hunt,6800.00,KCC,RB,PHI,19.18
Marcus Mariota,6400.00,TEN,QB,JAC,18.06
Case Keenum,4500.00,MIN,QB,PIT,12.6
Delanie Walker,4700.00,TEN,TE,JAC,13.14
Adam Thielen,5000.00,MIN,WR,PIT,13.99
Kansas City Chiefs,2900.00,KCC,DST,PHI,8.1
Melvin Gordon,7000.00,LAC,RB,MIA,19.55
Jameis Winston,6300.00,TBB,QB,CHI,17.6
Duke Johnson,3900.00,CLE,RB,BAL,10.84
J.J. Nelson,3800.00,ARI,WR,IND,10.55
DeShone Kizer,5100.00,CLE,QB,BAL,14.17
New England Patriots,2500.00,NEP,DST,NOS,6.93
Doug Baldwin,6700.00,SEA,WR,SFO,18.54
Josh McCown,4500.00,NYJ,QB,OAK,12.4
Keenan Allen,5800.00,LAC,WR,MIA,15.96
Jordan Reed,5200.00,WAS,TE,LAR,14.31
Houston Texans,3100.00,HOU,DST,CIN,8.52
Larry Fitzgerald,6500.00,ARI,WR,IND,17.71
C.J. Anderson,4700.00,DEN,RB,DAL,12.77
Jared Goff,5100.00,LAR,QB,WAS,13.87
Cincinnati Bengals,3900.00,CIN,DST,HOU,10.58
Rob Gronkowski,6900.00,NEP,TE,NOS,18.69
Kendall Wright,3900.00,CHI,WR,TBB,10.52
Marvin Jones,4200.00,DET,WR,NYG,11.29
Zach Miller,2900.00,CHI,TE,TBB,7.77
Los Angeles Rams,3000.00,LAR,DST,WAS,8
Davante Adams,5600.00,GBP,WR,ATL,14.93
Philadelphia Eagles,2900.00,PHI,DST,KCC,7.73
Mike Glennon,4600.00,CHI,QB,TBB,12.26
Ben Roethlisberger,6700.00,PIT,QB,MIN,17.79
Emmanuel Sanders,5200.00,DEN,WR,DAL,13.81
Jay Ajayi,6400.00,MIA,RB,LAC,16.98
Minnesota Vikings,2700.00,MIN,DST,PIT,7.15
Carson Wentz,5900.00,PHI,QB,KCC,15.57
DeSean Jackson,4900.00,TBB,WR,CHI,12.9
Terrelle Pryor,6000.00,WAS,WR,LAR,15.76
Cole Beasley,4300.00,DAL,WR,DEN,11.29
Lamar Miller,5300.00,HOU,RB,CIN,13.94
Cooper Kupp,4100.00,LAR,WR,WAS,10.73
Drew Brees,7700.00,NOS,QB,NEP,20.17
Kenny Stills,3900.00,MIA,WR,LAC,10.19
T.Y. Hilton,5300.00,IND,WR,ARI,13.85
Chris Hogan,5600.00,NEP,WR,NOS,14.56
LeSean McCoy,8600.00,BUF,RB,CAR,22.24
Julius Thomas,2800.00,MIA,TE,LAC,7.24
Le'Veon Bell,9800.00,PIT,RB,MIN,25.38
Chris Conley,3200.00,KCC,WR,PHI,8.3
Matt Ryan,7500.00,ATL,QB,GBP,19.46
Eric Ebron,3000.00,DET,TE,NYG,7.75
Robert Kelley,3900.00,WAS,RB,LAR,10.07
Terrance Williams,3600.00,DAL,WR,DEN,9.25
Jarvis Landry,5500.00,MIA,WR,LAC,14.07
Tyler Lockett,4000.00,SEA,WR,SFO,10.22
Michael Thomas,7500.00,NOS,WR,NEP,19.08
Hunter Henry,3600.00,LAC,TE,MIA,9.09
Zach Ertz,5300.00,PHI,TE,KCC,13.34
DeMarco Murray,6300.00,TEN,RB,JAC,15.88
Demaryius Thomas,5900.00,DEN,WR,DAL,14.84
Tarik Cohen,4100.00,CHI,RB,TBB,10.26
Mohamed Sanu,4500.00,ATL,WR,GBP,11.26
DeVante Parker,5400.00,MIA,WR,LAC,13.49
Detroit Lions,3300.00,DET,DST,NYG,8.25
New York Giants,3400.00,NYG,DST,DET,8.45
Ted Ginn,4800.00,NOS,WR,NEP,11.93
Donte Moncrief,4000.00,IND,WR,ARI,9.92
Kelvin Benjamin,5600.00,CAR,WR,BUF,13.82
Ezekiel Elliott,7800.00,DAL,RB,DEN,19.19
Tyrell Williams,4700.00,LAC,WR,MIA,11.58
Rishard Matthews,4600.00,TEN,WR,JAC,11.28
Jordan Howard,5900.00,CHI,RB,TBB,14.45
Devonta Freeman,7300.00,ATL,RB,GBP,17.9
Torrey Smith,3600.00,PHI,WR,KCC,8.79
Isaiah Crowell,4900.00,CLE,RB,BAL,11.92
Bilal Powell,5000.00,NYJ,RB,OAK,12.15
Kenny Golladay,4000.00,DET,WR,NYG,9.72
A.J. Green,7800.00,CIN,WR,HOU,18.86
Cleveland Browns,2400.00,CLE,DST,BAL,5.8
Brandon Marshall,5000.00,NYG,WR,DET,12.06
Jermaine Kearse,3900.00,NYJ,WR,OAK,9.36
Cameron Brate,3000.00,TBB,TE,CHI,7.16
Mike Evans,7700.00,TBB,WR,CHI,18.43
Odell Beckham,8000.00,NYG,WR,DET,19.08
Tyler Eifert,4300.00,CIN,TE,HOU,10.23
Martavis Bryant,5500.00,PIT,WR,MIN,13.06
Tevin Coleman,5300.00,ATL,RB,GBP,12.58
Theo Riddick,4500.00,DET,RB,NYG,10.63
Alshon Jeffery,5700.00,PHI,WR,KCC,13.47
Todd Gurley,6800.00,LAR,RB,WAS,16.03
James White,4000.00,NEP,RB,NOS,9.43
Jaron Brown,3200.00,ARI,WR,IND,7.53
Andre Ellington,4000.00,ARI,RB,IND,9.35
Martellus Bennett,3900.00,GBP,TE,ATL,9.13
Sammy Watkins,5200.00,LAR,WR,WAS,12.18
Jordy Nelson,7900.00,GBP,WR,ATL,18.38
Tyreek Hill,6200.00,KCC,WR,PHI,14.42
Greg Olsen,5500.00,CAR,TE,BUF,12.78
LeGarrette Blount,4400.00,PHI,RB,KCC,10.15
Brandon LaFell,3700.00,CIN,WR,HOU,8.54
Robert Woods,3400.00,LAR,WR,WAS,7.83
Kyle Rudolph,4200.00,MIN,TE,PIT,9.63
Charles Sims,3900.00,TBB,RB,CHI,8.85
Atlanta Falcons,2500.00,ATL,DST,GBP,5.67
ArDarius Stewart,3200.00,NYJ,WR,OAK,7.26
Braxton Miller,3400.00,HOU,WR,CIN,7.67
Antonio Gates,3000.00,LAC,TE,MIA,6.78
Corey Davis,4100.00,TEN,WR,JAC,9.25
Paul Perkins,3800.00,NYG,RB,DET,8.58
Julio Jones,9200.00,ATL,WR,GBP,20.72
Nelson Agholor,4400.00,PHI,WR,KCC,9.92
Randall Cobb,5900.00,GBP,WR,ATL,13.26
Antonio Brown,9400.00,PIT,WR,MIN,21.19
Andre Holmes,3000.00,BUF,WR,CAR,6.74
Travis Benjamin,3500.00,LAC,WR,MIA,7.77
Chris Thompson,3800.00,WAS,RB,LAR,8.45
Devin Funchess,3900.00,CAR,WR,BUF,8.62
Mark Ingram,4900.00,NOS,RB,NEP,10.8
Benjamin Watson,2600.00,BAL,TE,CLE,5.71
Golden Tate,6800.00,DET,WR,NYG,14.95
