Player_Name,Salary,Team,Pos,Opp,Proj_FP
D'Ernest Johnson,300.00,CLE,RB,NYJ,3.9
Russell Gage,300.00,ATL,WR,PHI,2.18
Daniel Brown,300.00,NYJ,TE,CLE,2.05
Braxton Berrios,300.00,NYJ,WR,CLE,1.74
Demetrius Harris,300.00,CLE,TE,NYJ,1.69
Dallas Goedert,1200.00,PHI,TE,ATL,6.65
Luke Stocker,300.00,ATL,TE,PHI,1.63
Chris Manhertz,300.00,CAR,TE,TBB,1.53
Ryan Griffin,1200.00,NYJ,TE,CLE,5.79
Josh Allen,5300.00,BUF,QB,NYG,18.58
Patrick Mahomes,7500.00,KCC,QB,OAK,26.08
Taywan Taylor,300.00,CLE,WR,NYJ,1.01
Ryan Fitzpatrick,4700.00,MIA,QB,NEP,15.43
Jacoby Brissett,5000.00,IND,QB,TEN,16.37
Kirk Cousins,5300.00,MIN,QB,GBP,17.27
T.J. Hockenson,3000.00,DET,TE,LAC,9.76
Matthew Stafford,5200.00,DET,QB,LAC,16.87
Marcus Mariota,5000.00,TEN,QB,IND,16.16
Chris Thompson,3900.00,WAS,RB,DAL,12.55
Dak Prescott,6300.00,DAL,QB,WAS,20.29
Houston Texans,2800.00,HOU,DST,JAC,9.02
Ben Roethlisberger,5800.00,PIT,QB,SEA,18.5
Mitchell Trubisky,5500.00,CHI,QB,DEN,17.45
Case Keenum,5000.00,WAS,QB,DAL,15.83
Lamar Jackson,6700.00,BAL,QB,ARI,21.17
Deshaun Watson,6600.00,HOU,QB,JAC,20.78
Eli Manning,4900.00,NYG,QB,BUF,15.41
Andy Dalton,5400.00,CIN,QB,SFO,16.91
Jared Goff,5900.00,LAR,QB,NOS,18.42
New York Giants,2500.00,NYG,DST,BUF,7.8
Vernon Davis,3200.00,WAS,TE,DAL,9.9
Cincinnati Bengals,2600.00,CIN,DST,SFO,7.97
Devin Singletary,4200.00,BUF,RB,NYG,12.9
Drew Brees,6200.00,NOS,QB,LAR,18.78
Indianapolis Colts,2500.00,IND,DST,TEN,7.54
Austin Ekeler,6100.00,LAC,RB,DET,18.34
Joe Flacco,4900.00,DEN,QB,CHI,14.58
Kyler Murray,5400.00,ARI,QB,BAL,16.02
Mark Andrews,3800.00,BAL,TE,ARI,11.23
