Player_Name,Salary,Team,Pos,Opp,Proj_FP,pown%
Jason Smith,3000.00,WAS,PF/C,CHA,26.17,40.00%
Tristan Thompson,4400.00,CLE,C,LAC,33.25,7.50%
Channing Frye,3400.00,CLE,PF,LAC,24.13,0.01%
Ersan Ilyasova,4200.00,ATL,PF/C,POR,28.34,
Deron Williams,4400.00,CLE,PG,LAC,29.62,1.00%
Mike Muscala,3000.00,ATL,PF,POR,19.84,
Robin Lopez,3600.00,CHI,C,UTA,23.2,20.00%
Kent Bazemore,4100.00,ATL,SG/SF,POR,25.79,
Mason Plumlee,6000.00,DEN,C,HOU,37.15,27.50%
Iman Shumpert,3600.00,CLE,PG/SG,LAC,22.16,0.25%
DeAndre Jordan,6500.00,LAC,C,CLE,40.03,7.50%
Nikola Mirotic,4400.00,CHI,PF,UTA,26.99,15.00%
Derrick Williams,3000.00,CLE,SF,LAC,18.27,0.01%
Dwight Howard,6500.00,ATL,C,POR,39.34,
Jameer Nelson,4300.00,DEN,PG,HOU,25.97,27.50%
Dennis Schroder,6800.00,ATL,PG,POR,40.96,
J.R. Smith,4200.00,CLE,SG,LAC,25.01,7.50%
Rajon Rondo,5800.00,CHI,PG,UTA,32.71,20.00%
Joe Johnson,4000.00,UTA,SF,CHI,22.51,7.50%
Mike Conley,7100.00,MEM,PG,SAS,39.98,7.50%
Joe Ingles,4400.00,UTA,SG/SF,CHI,24.54,20.00%
Marc Gasol,7000.00,MEM,C,SAS,38.7,2.00%
Gary Harris,5900.00,DEN,SG,HOU,32.42,27.50%
Taj Gibson,4400.00,OKC,PF,SAC,24.09,
Will Barton,6900.00,DEN,SG/SF,HOU,37.8,27.50%
John Henson,3100.00,MIL,C,GSW,16.97,1.50%
Cristiano Da Silva Felicio,3000.00,CHI,C,UTA,16.32,0.25%
Austin Rivers,4100.00,LAC,PG/SG,CLE,22.23,7.50%
DeAndre Liggins,3000.00,CLE,SG,LAC,16.25,
Al-Farouq Aminu,4900.00,POR,PF,ATL,26.47,
