Player_Name,Salary,Team,Pos,Opp,Proj_FP,pown%
Jalen Hurts,8000,PHI,QB,DAL,23.1,
Lamar Jackson,8200,BAL,QB,SEA,22.5,
A.J. Brown,8600,PHI,WR,DAL,21.7,
Alvin Kamara,8100,NO,RB,CHI,21.5,
CeeDee Lamb,8200,DAL,WR,PHI,19.6,
Dak Prescott,6500,DAL,QB,PHI,18.6,
Davante Adams,8100,LV,WR,NYG,18.4,
Saquon Barkley,7900,NYG,RB,LV,17.9,
Adam Thielen,7500,CAR,WR,IND,17.9,
Derek Carr,5700,NO,QB,CHI,17.2,
C.J. Stroud,6200,HOU,QB,TB,17.0,
Sam Howell,5800,WAS,QB,NE,16.9,
Deshaun Watson,5400,CLE,QB,ARI,16.9,
Josh Jacobs,6900,LV,RB,NYG,16.8,
Jordan Love,5500,GB,QB,LAR,15.9,
Daniel Jones,5600,NYG,QB,LV,15.8,
Cooper Kupp,8500,LAR,WR,GB,15.8,
Baker Mayfield,5200,TB,QB,HOU,15.5,
Bijan Robinson,6100,ATL,RB,MIN,15.2,
Jonathan Taylor,6400,IND,RB,CAR,15.2,
Michael Pittman Jr.,6600,IND,WR,CAR,15.1,
Gardner Minshew II,5200,IND,QB,CAR,15.1,
Geno Smith,6000,SEA,QB,BAL,15.1,
Bryce Young,5100,CAR,QB,IND,14.9,
Mac Jones,4900,NE,QB,WAS,14.8,
Taylor Heinicke,5000,ATL,QB,MIN,14.8,
Mike Evans,7300,TB,WR,HOU,14.8,
Tony Pollard,6800,DAL,RB,PHI,14.7,
Chris Olave,6300,NO,WR,CHI,14.7,
Nico Collins,5800,HOU,WR,TB,14.3,
Terry McLaurin,5600,WAS,WR,NE,14.3,
Amari Cooper,6100,CLE,WR,ARI,14.1,
D'Andre Swift,6600,PHI,RB,DAL,13.9,
Chris Godwin,7000,TB,WR,HOU,13.9,
Tyler Lockett,6200,SEA,WR,BAL,13.8,
Mark Andrews,6800,BAL,TE,SEA,13.8,
DK Metcalf,6900,SEA,WR,BAL,13.8,
Aidan O'Connell,4500,LV,QB,NYG,13.7,
Rachaad White,5600,TB,RB,HOU,13.6,
Kenneth Walker III,7000,SEA,RB,BAL,13.6,
Jerome Ford,5300,CLE,RB,ARI,13.4,
Jakobi Meyers,6400,LV,WR,NYG,13.4,
DeVonta Smith,7100,PHI,WR,DAL,13.4,
Jaren Hall,4800,MIN,QB,ATL,13.1,
Aaron Jones,6200,GB,RB,LAR,13.0,
T.J. Hockenson,5200,MIN,TE,ATL,13.0,
DJ Moore,5900,CHI,WR,NO,12.9,
Puka Nacua,7400,LAR,WR,GB,12.9,
Chuba Hubbard,5000,CAR,RB,IND,12.8,
Zay Flowers,5700,BAL,WR,SEA,12.3,
Josh Downs,5200,IND,WR,CAR,12.3,
Jordan Addison,6000,MIN,WR,ATL,12.2,
Tyson Bagent,4900,CHI,QB,NO,12.2,
Michael Thomas,4700,NO,WR,CHI,12.0,
Gus Edwards,5900,BAL,RB,SEA,11.8,
Rhamondre Stevenson,5400,NE,RB,WAS,11.8,
Demario Douglas,4000,NE,WR,WAS,11.6,
Clayton Tune,4400,ARI,QB,CLE,11.5,
Dallas Goedert,4800,PHI,TE,DAL,11.5,
Marquise Brown,5400,ARI,WR,CLE,11.4,
Brett Rypien,4700,LAR,QB,GB,11.3,
Tank Dell,5300,HOU,WR,TB,11.0,
Alexander Mattison,5400,MIN,RB,ATL,10.6,
Zack Moss,5800,IND,RB,CAR,10.6,
Brian Robinson Jr.,5300,WAS,RB,NE,10.5,
Romeo Doubs,5100,GB,WR,LAR,10.4,
Darrell Henderson Jr.,5100,LAR,RB,GB,10.4,
Kareem Hunt,5500,CLE,RB,ARI,10.3,
Christian Watson,4900,GB,WR,LAR,10.2,
K.J. Osborn,4600,MIN,WR,ATL,10.2,
Jayden Reed,3600,GB,WR,LAR,10.2,
Jahan Dotson,5000,WAS,WR,NE,10.2,
Rashid Shaheed,4500,NO,WR,CHI,10.2,
David Njoku,3800,CLE,TE,ARI,10.1,
Devin Singletary,4300,HOU,RB,TB,9.9,
Kyle Pitts,4100,ATL,TE,MIN,9.7,
Wan'Dale Robinson,3500,NYG,WR,LV,9.6,
Elijah Moore,3900,CLE,WR,ARI,9.6,
Browns ,4200,CLE,DST,ARI,9.5,
D'Onta Foreman,5700,CHI,RB,NO,9.5,
Dalton Schultz,4200,HOU,TE,TB,9.4,
Trey McBride,3700,ARI,TE,CLE,9.3,
Keaontay Ingram,4300,ARI,RB,CLE,9.3,
Jake Ferguson,4000,DAL,TE,PHI,9.1,
Brandin Cooks,4400,DAL,WR,PHI,8.6,
Logan Thomas,3500,WAS,TE,NE,8.6,
AJ Dillon,4900,GB,RB,LAR,8.5,
Jaxon Smith-Njigba,4300,SEA,WR,BAL,8.4,
Roschon Johnson,4500,CHI,RB,NO,8.2,
Tyler Allgeier,4700,ATL,RB,MIN,8.2,
Jonathan Mingo,3400,CAR,WR,IND,8.2,
Saints ,4100,NO,DST,CHI,8.2,
Taysom Hill,4700,NO,TE,CHI,8.2,
Cole Kmet,3900,CHI,TE,NO,8.1,
DJ Chark Jr.,3700,CAR,WR,IND,8.0,
Hunter Henry,3600,NE,TE,WAS,8.0,
Michael Gallup,3600,DAL,WR,PHI,7.9,
Darius Slayton,3200,NYG,WR,LV,7.8,
Noah Brown,3100,HOU,WR,TB,7.8,
Falcons ,3700,ATL,DST,MIN,7.7,
Texans ,3000,HOU,DST,TB,7.5,
Odell Beckham Jr.,3800,BAL,WR,SEA,7.5,
Jonnu Smith,3400,ATL,TE,MIN,7.4,
Raiders ,3600,LV,DST,NYG,7.4,
Royce Freeman,4600,LAR,RB,GB,7.4,
Luke Musgrave,3300,GB,TE,LAR,7.3,
Patriots ,2900,NE,DST,WAS,7.3,
Giants ,2300,NYG,DST,LV,7.3,
Rondale Moore,3200,ARI,WR,CLE,7.2,
Ezekiel Elliott,4400,NE,RB,WAS,7.2,
Packers ,2800,GB,DST,LAR,7.2,
Jamison Crowder,3400,WAS,WR,NE,7.1,
Ravens ,3800,BAL,DST,SEA,7.1,
Justice Hill,4600,BAL,RB,SEA,7.0,
Cowboys ,3900,DAL,DST,PHI,7.0,
Antonio Gibson,4500,WAS,RB,NE,6.9,
Kylen Granson,2700,IND,TE,CAR,6.9,
JuJu Smith-Schuster,3100,NE,WR,WAS,6.9,
Cam Akers,4800,MIN,RB,ATL,6.8,
Van Jefferson,3600,ATL,WR,MIN,6.7,
Vikings ,3300,MIN,DST,ATL,6.7,
Mack Hollins,3500,ATL,WR,MIN,6.7,
Zach Charbonnet,4300,SEA,RB,BAL,6.6,
Buccaneers ,4000,TB,DST,HOU,6.5,
Commanders ,3200,WAS,DST,NE,6.5,
Alec Pierce,3300,IND,WR,CAR,6.4,
Cade Otton,3000,TB,TE,HOU,6.3,
Trey Palmer,3200,TB,WR,HOU,6.2,
Brandon Powell,3200,MIN,WR,ATL,6.2,
Michael Mayer,2800,LV,TE,NYG,6.2,
Darnell Mooney,3300,CHI,WR,NO,6.2,
Colts ,3100,IND,DST,CAR,6.2,
Cardinals ,2700,ARI,DST,CLE,6.1,
Rams ,2600,LAR,DST,GB,6.0,
Tutu Atwell,4200,LAR,WR,GB,5.9,
Tyler Higbee,3200,LAR,TE,GB,5.9,
Eagles ,3400,PHI,DST,DAL,5.8,
Kenneth Gainwell,4500,PHI,RB,DAL,5.7,
Noah Fant,2900,SEA,TE,BAL,5.6,
Rashod Bateman,3300,BAL,WR,SEA,5.6,
Jalen Reagor,3000,NE,WR,WAS,5.6,
Panthers ,3500,CAR,DST,IND,5.4,
Bears ,2500,CHI,DST,NO,5.4,
Mike Gesicki,2600,NE,TE,WAS,5.4,
Hayden Hurst,2800,CAR,TE,IND,5.3,
Juwan Johnson,2900,NO,TE,CHI,5.2,
Seahawks ,2400,SEA,DST,BAL,5.2,
Daniel Bellinger,2500,NYG,TE,LV,5.1,
Darrynton Evans,4000,CHI,RB,NO,5.0,
Scotty Miller,3300,ATL,WR,MIN,4.8,
Isaiah Hodgins,3000,NYG,WR,LV,4.7,
Jamaal Williams,4300,NO,RB,CHI,4.6,
Rico Dowdle,4300,DAL,RB,PHI,4.5,
Miles Sanders,4500,CAR,RB,IND,4.5,
Jalin Hyatt,3000,NYG,WR,LV,4.3,
Jake Bobo,3500,SEA,WR,BAL,4.2,
Pierre Strong Jr.,4400,CLE,RB,ARI,4.2,
Tony Jones Jr.,4100,ARI,RB,CLE,4.1,
KhaDarel Hodge,3400,ATL,WR,MIN,4.0,
Nelson Agholor,3000,BAL,WR,SEA,3.9,
Drew Ogletree,2500,IND,TE,CAR,3.9,
Chase Edmonds,4100,TB,RB,HOU,3.8,
Hunter Renfrow,3000,LV,WR,NYG,3.8,
Tyler Scott,3000,CHI,WR,NO,3.5,
Colby Parkinson,2500,SEA,TE,BAL,3.5,
Marquise Goodwin,3000,CLE,WR,ARI,3.4,
Tyquan Thornton,3000,NE,WR,WAS,3.4,
Dontayvion Wicks,3000,GB,WR,LAR,3.3,
Olamide Zaccheaus,3000,PHI,WR,DAL,3.2,
Cordarrelle Patterson,4300,ATL,RB,MIN,3.2,
Deven Thompkins,3000,TB,WR,HOU,3.2,
Julio Jones,3300,PHI,WR,DAL,3.2,
Austin Hooper,2500,LV,TE,NYG,3.1,
Dyami Brown,3000,WAS,WR,NE,3.0,
Terrace Marshall Jr.,3000,CAR,WR,IND,2.9,
Matt Breida,4300,NYG,RB,LV,2.8,
Tommy Tremble,2600,CAR,TE,IND,2.7,
Raheem Blackshear,4200,CAR,RB,IND,2.6,
Tre Tucker,3000,LV,WR,NYG,2.5,
John Metchie III,3000,HOU,WR,TB,2.5,
Isaiah McKenzie,3000,IND,WR,CAR,2.5,
Mike Boone,4000,HOU,RB,TB,2.5,
Byron Pringle,3000,WAS,WR,NE,2.4,
Greg Dortch,3000,ARI,WR,CLE,2.4,
Zach Pascal,3000,ARI,WR,CLE,2.4,
Ameer Abdullah,4200,LV,RB,NYG,2.3,
Jalen Tolbert,3000,DAL,WR,PHI,2.2,
Foster Moreau,2500,NO,TE,CHI,2.1,
Josh Oliver,2500,MIN,TE,ATL,2.0,
Mo Alie-Cox,2500,IND,TE,CAR,2.0,
Ke'Shawn Vaughn,4200,TB,RB,HOU,2.0,
Will Dissly,2500,SEA,TE,BAL,1.9,
Pharaoh Brown,2500,NE,TE,WAS,1.9,
Robert Tonyan,2500,CHI,TE,NO,1.8,
Zamir White,4800,LV,RB,NYG,1.8,
Kendre Miller,4200,NO,RB,CHI,1.7,
Harrison Bryant,2500,CLE,TE,ARI,1.7,
Andrew Beck,4000,HOU,RB,TB,1.7,
Cedric Tillman,3000,CLE,WR,ARI,1.6,
John Bates,2500,WAS,TE,NE,1.6,
Jordan Akins,2500,CLE,TE,ARI,1.5,
KaVontae Turpin,3000,DAL,WR,PHI,1.5,
Chris Rodriguez Jr.,4000,WAS,RB,NE,1.4,
Velus Jones Jr.,3000,CHI,WR,NO,1.4,
Luke Schoonmaker,2500,DAL,TE,PHI,1.3,
Josiah Deguara,2500,GB,TE,LAR,1.2,
DeeJay Dallas,4000,SEA,RB,BAL,1.2,
Isaiah Likely,2500,BAL,TE,SEA,1.2,
DeAndre Carter,3000,LV,WR,NYG,1.2,
Rakim Jarrett,3000,TB,WR,HOU,1.2,
Xavier Hutchinson,3000,HOU,WR,TB,1.0,
Patrick Ricard,4000,BAL,RB,SEA,1.0,
Corey Clement,4000,ARI,RB,CLE,1.0,
Devin Duvernay,3000,BAL,WR,SEA,0.9,
Ty Montgomery II,3000,NE,RB,WAS,0.9,
Geoff Swaim,2500,ARI,TE,CLE,0.9,
Tucker Kraft,2500,GB,TE,LAR,0.9,
Ty Chandler,4100,MIN,RB,ATL,0.8,
Jack Stoll,2500,PHI,TE,DAL,0.7,
Sterling Shepard,3000,NYG,WR,LV,0.7,
Emanuel Wilson,4000,GB,RB,LAR,0.7,
Johnny Mundt,2500,MIN,TE,ATL,0.6,
Cole Turner,2500,WAS,TE,NE,0.6,
Keaton Mitchell,4000,BAL,RB,SEA,0.6,
Khari Blasingame,4000,CHI,RB,NO,0.6,
Ben Skowronek,3000,LAR,WR,GB,0.6,
Zach Evans,4000,LAR,RB,GB,0.6,
Deuce Vaughn,4000,DAL,RB,PHI,0.5,
Brycen Hopkins,2500,LAR,TE,GB,0.5,
Ko Kieft,2500,TB,TE,HOU,0.5,
Myles Gaskin,4000,LAR,RB,GB,0.5,
Parris Campbell,3000,NYG,WR,LV,0.5,
Trishton Jackson,3000,MIN,WR,ATL,0.4,
Travis Homer,4000,CHI,RB,NO,0.4,
Dare Ogunbowale,4000,HOU,RB,TB,0.4,
Payne Durham,2500,TB,TE,HOU,0.4,
Charlie Kolar,2500,BAL,TE,SEA,0.4,
Brandon Bolden,4000,LV,RB,NYG,0.3,
Malik Heath,3000,GB,WR,LAR,0.3,
N'Keal Harry,3000,MIN,WR,ATL,0.3,
Rashaad Penny,4000,PHI,RB,DAL,0.2,
Deon Jackson,4000,NYG,RB,LV,0.2,
Sean Tucker,4000,TB,RB,HOU,0.2,
Jimmy Graham,2500,NO,TE,CHI,0.1,
Trey Sermon,4000,IND,RB,CAR,0.1,
Kene Nwangwu,4000,MIN,RB,ATL,0.1,
Jesper Horsted,2500,LV,TE,NYG,0.1,
Damien Williams,4000,ARI,RB,CLE,0.1,
Emari Demercado,4700,ARI,RB,CLE,0.0,
Matthew Stafford,6300,LAR,QB,GB,0.0,
DeVante Parker,3200,NE,WR,WAS,0.0,
Drake London,5500,ATL,WR,MIN,0.0,
Curtis Samuel,4100,WAS,WR,NE,0.0,
Michael Wilson,3500,ARI,WR,CLE,0.0,
