QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions,,,,,,,,
30657369,30657431,30657447,30657673,30657745,30657753,30658051,30657465,30658270,,1. Locate the player you want to select in the list below ,,,,,,,,
30657389,30657431,30657471,30657673,30657681,30657711,30658055,30657745,30658270,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) ,,,,,,,,
30657377,30657431,30657447,30657677,30657711,30657729,30658039,30657745,30658270,,3. Paste the ID into the roster position desired ,,,,,,,,
30657381,30657431,30657465,30657673,30657677,30657745,30658055,30658057,30658264,,4. You must include an ID for each player, you cannot use just the player's name ,,,,,,,
30657369,30657431,30657455,30657677,30657711,30657753,30658041,30658055,30658270,,5. You can create up to 500 lineups per file ,,,,,,,,
30657369,30657431,30657471,30657673,30657729,30657745,30658039,30657755,30658265,,,,,,,,,,
30657381,30657431,30657447,30657673,30657701,30657729,30658057,30657471,30658270,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
30657377,30657431,30657437,30657673,30657711,30657745,30658079,30657465,30658263,,WR,A.J. Brown (30657673),A.J. Brown,30657673,WR/FLEX,8600,DAL@PHI 11/05/2023 04:25PM ET,PHI,25.24
30657372,30657431,30657455,30657673,30657677,30657745,30658079,30657747,30658270,,WR,Cooper Kupp (30657675),Cooper Kupp,30657675,WR/FLEX,8500,LAR@GB 11/05/2023 01:00PM ET,LAR,16.65
30657369,30657431,30657471,30657673,30657677,30657795,30658061,30657789,30658270,,QB,Lamar Jackson (30657368),Lamar Jackson,30657368,QB,8200,SEA@BAL 11/05/2023 01:00PM ET,BAL,21.58
30657369,30657437,30657471,30657673,30657677,30657745,30658079,30657753,30658264,,WR,CeeDee Lamb (30657677),CeeDee Lamb,30657677,WR/FLEX,8200,DAL@PHI 11/05/2023 04:25PM ET,DAL,19.94
30657388,30657431,30657465,30657673,30657711,30657707,30658039,30658049,30658270,,RB,Alvin Kamara (30657431),Alvin Kamara,30657431,RB/FLEX,8100,CHI@NO 11/05/2023 01:00PM ET,NO,22.76
