Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,2517365981,neilhe (1/2),0,142,C Leon Draisaitl C Elias Pettersson W Tyler Toffoli W Brendan Gallagher W Claude Giroux UTIL Frank Vatrano D Tyler Myers D Jacob Trouba G Braden Holtby,,Connor McDavid,C,23.16%,10
2,2517345776,RebAU83,0,132.09999,C Nathan MacKinnon UTIL Evgeni Malkin C Nazem Kadri W T.J. Oshie W Alex Killorn W Jason Zucker D John Carlson D Justin Schultz G Andrei Vasilevskiy,,Craig Smith,W,22.11%,6
3,2517374209,TeamTeal08 (1/2),0,125.200005,C Nathan MacKinnon C Auston Matthews UTIL Joel Eriksson Ek W Brock Boeser W Craig Smith W Tanner Kero D Morgan Rielly D Shayne Gostisbehere G Kaapo Kahkonen,,Nathan MacKinnon,C,21.05%,17
4,2517375077,Pludee,0,121.3,C Joe Pavelski UTIL John Tavares C Joel Eriksson Ek W Denis Gurianov W Kirill Kaprizov W James van Riemsdyk D Seth Jones D Jonas Brodin G Linus Ullmark,,Auston Matthews,C,21.05%,15.8
5,2517365999,neilhe (2/2),0,119.5,C Aleksander Barkov C Michael Rasmussen W Alexander Radulov W Denis Gurianov W Pavel Buchnevich UTIL Patric Hornqvist D Kris Letang D Patrik Nemeth G Braden Holtby,,Patric Hornqvist,W,18.95%,11.8
6,2517356504,TRGRenegades (1/2),0,119.1,C Auston Matthews C Leon Draisaitl UTIL Vincent Trocheck W Patric Hornqvist W Carter Verhaeghe W Tyler Motte D John Klingberg D Adam Larsson G John Gibson,,Joe Pavelski,C,14.74%,12.8
7,2517343145,wasi100 (2/2),0,117.5,C Leon Draisaitl C Anthony Cirelli UTIL Vincent Trocheck W Tyler Toffoli W Johnny Gaudreau W Kailer Yamamoto D Tyler Myers D Erik Gustafsson G Braden Holtby,,Darnell Nurse,D,13.68%,9.3
8,2517347377,Brothaman007 (1/2),0,116.2,C Jack Eichel C Elias Pettersson W Taylor Hall W Brock Boeser W Victor Olofsson UTIL Josh Leivo D Rasmus Ristolainen D Jordie Benn G Linus Ullmark,,Shayne Gostisbehere,D,12.63%,5.6
9,2517366065,RoadChicken3663,0,113.3,C Jack Eichel C Eric Staal W Taylor Hall W Sam Reinhart W Victor Olofsson UTIL Patric Hornqvist D Adam Larsson D Justin Schultz G Linus Ullmark,,Jack Eichel,C,11.58%,13
10,2517343144,wasi100 (1/2),0,112.5,C Nathan MacKinnon C Elias Pettersson UTIL Brandon Sutter W Denis Gurianov W Brock Boeser W Patric Hornqvist D Morgan Rielly D Shayne Gostisbehere G Semyon Varlamov,,Semyon Varlamov,G,11.58%,-5.6
11,2517342771,lunchbox8787,0,112.20001,C Connor McDavid C Leon Draisaitl W Denis Gurianov W Jeff Carter UTIL Carter Verhaeghe W Blake Coleman D MacKenzie Weegar D Ben Chiarot G Vitek Vanecek,,Andrei Vasilevskiy,G,10.53%,22.3
11,2517354832,SponsoredBySwag,0,112.2,C John Tavares C Elias Pettersson W J.T. Miller W William Nylander W Andre Burakovsky UTIL Ilya Mikheyev D Cale Makar D Rasmus Andersson G Philipp Grubauer,,Philipp Grubauer,G,10.53%,24.7
13,2517347065,bucron19 (1/2),0,110.8,UTIL Auston Matthews C Joe Pavelski C Mathieu Joseph W Brock Boeser W Victor Olofsson W Blake Coleman D Matt Grzelcyk D Mikhail Sergachev G Andrei Vasilevskiy,,Leon Draisaitl,C,10.53%,29
14,2517345944,pz1490 (1/2),0,109.3,C Leon Draisaitl C Jack Roslovic UTIL Ryan Nugent-Hopkins W Denis Gurianov W Jesse Puljujarvi W Craig Smith D Morgan Rielly D Darnell Nurse G Carter Hart,,Vincent Trocheck,C,9.47%,2.6
15,2517342764,Rupkinator (1/2),0,107.600006,C Nathan MacKinnon C Joe Pavelski W Brad Marchand W Patric Hornqvist W Carter Verhaeghe UTIL Corey Perry D Jordie Benn D Ryan Lindgren G Philipp Grubauer,,Justin Schultz,D,9.47%,14.1
15,2517365256,Rupkinator (2/2),0,107.600006,C Nathan MacKinnon C Joe Pavelski W Brad Marchand W Patric Hornqvist W Carter Verhaeghe UTIL Corey Perry D Jordie Benn D Ryan Lindgren G Philipp Grubauer,,Carter Verhaeghe,W,9.47%,14.3
17,2517347214,phelps716 (2/2),0,105,UTIL Leon Draisaitl C Alex Wennberg C Curtis Lazar W Jonathan Huberdeau W Patric Hornqvist W Jeff Skinner D John Carlson D Adam Fox G Philipp Grubauer,,Tyler Toffoli,W,9.47%,15
18,2517364562,furmur69,0,104.8,C Jack Eichel UTIL Aleksander Barkov C Elias Pettersson W J.T. Miller W Brock Boeser W Patric Hornqvist D Jake Gardiner D Mikko Lehtonen G Philipp Grubauer,,Joel Eriksson Ek,C,9.47%,11.5
19,2517355740,Riffraff76 (2/2),0,104.4,C Nathan MacKinnon C Elias Pettersson W Gabriel Landeskog W J.T. Miller W Brock Boeser UTIL Nikita Gusev D Cam Fowler D Brady Skjei G John Gibson,,Jake Oettinger,G,8.42%,9.5
20,2517347564,eZe314,0,98.9,C Jack Eichel C Bo Horvat W Patrik Laine W Denis Gurianov W Conor Garland D Nick Leddy UTIL Brenden Dillon D Tony DeAngelo G Devan Dubnyk,,Logan Couture,UTIL,8.42%,1.3
20,2517366003,toadash,0,98.899994,C Connor McDavid C Joe Pavelski W Brad Marchand UTIL Jakub Voracek W Carter Verhaeghe W Tanner Pearson D Brandon Montour D Christopher Tanev G Linus Ullmark,,Jordie Benn,D,8.42%,9.9
22,2517374210,TeamTeal08 (2/2),0,98.40001,UTIL Nathan MacKinnon C Auston Matthews C Leon Draisaitl W Craig Smith W James van Riemsdyk W Tanner Kero D Darnell Nurse D Shayne Gostisbehere G David Rittich,,Brayden Point,C,8.42%,3
22,2517364384,bobsnerd,0,98.399994,UTIL Auston Matthews C Patrice Bergeron C Radek Faksa W Mitchell Marner W Craig Smith W Ilya Mikheyev D Ryan Pulock D Darnell Nurse G Jaroslav Halak,,Nicklas Backstrom,C,7.37%,13
24,2517356842,the7carrolls,0,96.29999,C Brayden Point C Nick Bonino UTIL Mathieu Joseph W Steven Stamkos W Denis Gurianov W Patric Hornqvist D Devon Toews D Ryan McDonagh G Andrei Vasilevskiy,,Brad Marchand,W,7.37%,6.5
25,2517345242,Jmacjr9,0,94.399994,C Jack Eichel UTIL Nicklas Backstrom C Nic Dowd W Brady Tkachuk W T.J. Oshie W Blake Coleman D Cale Makar D Justin Schultz G Vitek Vanecek,,Tony DeAngelo,D,7.37%,10.5
26,2517356528,Brothaman007 (2/2),0,94.100006,C Auston Matthews C Jack Eichel W Taylor Hall W Victor Olofsson UTIL Josh Leivo W Wayne Simmonds D Rasmus Ristolainen D T.J. Brodie G Linus Ullmark,,Mika Zibanejad,C,7.37%,7.1
27,2517357038,maiden15voyage,0,92.6,C Mika Zibanejad C Jack Hughes UTIL Joel Eriksson Ek W Artemi Panarin W Kirill Kaprizov W Miles Wood D Zach Werenski D Ty Smith G Elvis Merzlikins,,Anthony Mantha,W,7.37%,9.5
28,2517345999,Jaywills23,0,91.7,C Auston Matthews C Elias Pettersson UTIL Morgan Geekie W Andrei Svechnikov W Anthony Mantha W Corey Perry D John Carlson D Dougie Hamilton G Thatcher Demko,,Taylor Hall,W,7.37%,8
29,2517365133,snare666,0,91.100006,C Nathan MacKinnon C Connor McDavid UTIL Leon Draisaitl W Tyler Motte W Ryan Donato W Jordan Greenway D Morgan Rielly D Darnell Nurse G David Rittich,,Denis Gurianov,W,7.37%,27.3
30,2517356263,nvecchio17,0,90.700005,C Nathan MacKinnon UTIL Connor McDavid C Nick Schmaltz W Conor Garland W Alex Iafallo W Adrian Kempe D Mikey Anderson D Jan Rutta G Jake Oettinger,,Elias Pettersson,C,7.37%,15
30,2517343003,Pacsman77 (1/2),0,90.7,C Joe Pavelski UTIL Brayden Point C Joel Eriksson Ek W Brady Tkachuk W Oliver Bjorkstrand W Miles Wood D Noah Dobson D Erik Johnson G Philipp Grubauer,,Brock Boeser,W,7.37%,28
30,2517347009,Pacsman77 (2/2),0,90.7,C Joe Pavelski UTIL Brayden Point C Joel Eriksson Ek W Brady Tkachuk W Oliver Bjorkstrand W Miles Wood D Noah Dobson D Erik Johnson G Philipp Grubauer,,Steven Stamkos,UTIL,6.32%,3
33,2517347629,boopagirl1010 (1/2),0,89.99999,C Mika Zibanejad C Joel Eriksson Ek W Artemi Panarin W Pavel Buchnevich W Travis Konecny UTIL Adam Fox D Ryan Suter D K'Andre Miller G Igor Shesterkin,,Mikko Rantanen,W,6.32%,3
33,2517374615,boopagirl1010 (2/2),0,89.99999,C Mika Zibanejad C Joel Eriksson Ek W Artemi Panarin W Pavel Buchnevich W Travis Konecny UTIL Adam Fox D Ryan Suter D K'Andre Miller G Igor Shesterkin,,Corey Perry,W,6.32%,6.3
35,2517365405,jgctown (1/2),0,88.8,C Kevin Hayes C Curtis Lazar W Matthew Tkachuk W Johnny Gaudreau W Brendan Gallagher UTIL Conor Garland D Keith Yandle D Zdeno Chara G Chris Driedger,,Evgeni Malkin,C,6.32%,4.3
36,2517342799,brodeurnoah,0,87.7,C Nathan MacKinnon C Jack Eichel UTIL Alexander Kerfoot W Taylor Hall W Craig Smith W Ryan Donato D Darnell Nurse D Justin Schultz G Jake Oettinger,,Morgan Rielly,D,6.32%,10.6
37,2517354426,hazimfejzic,0,86.8,C Nathan MacKinnon C Joe Pavelski W Tomas Tatar W Oliver Bjorkstrand UTIL Nick Ritchie W Anthony Mantha D Ben Chiarot D Jake McCabe G Andrei Vasilevskiy,,Travis Konecny,W,6.32%,0
38,2517333490,COMMANDERSON,0,85.399994,UTIL John Tavares C Nicklas Backstrom C Nick Suzuki W Mitchell Marner W Tyler Toffoli W Craig Smith D Travis Sanheim D Tony DeAngelo G John Gibson,,Anthony Cirelli,C,5.26%,5.8
39,2517347699,omarcomin,0,84.40001,C Auston Matthews C Evgeni Malkin UTIL Mitchell Marner W Brock Boeser W Craig Smith W Anthony Mantha D Darnell Nurse D Mikhail Sergachev G David Rittich,,Kailer Yamamoto,W,5.26%,2.8
40,2517374847,stevegrieco,0,83.299995,C Connor McDavid C Auston Matthews W Patric Hornqvist W Craig Smith UTIL Carter Verhaeghe W Dylan Cozens D Brent Burns D Ryan McDonagh G John Gibson,,Victor Hedman,D,5.26%,6
41,2517355503,pz1490 (2/2),0,83,C Nathan MacKinnon UTIL Connor McDavid C Jack Roslovic W Jesse Puljujarvi W Boone Jenner W Craig Smith D Morgan Rielly D Darnell Nurse G Carter Hart,,Nolan Patrick,UTIL,5.26%,0
42,2517333496,nskaff,0,81.7,C Auston Matthews UTIL Nicklas Backstrom C Vincent Trocheck W William Nylander W Patric Hornqvist W Alex Killorn D Erik Karlsson D Hampus Lindholm G Frederik Andersen,,Jaroslav Halak,G,5.26%,13.7
43,2517342610,gulp,0,80.6,C Jack Eichel C Joe Pavelski W Taylor Hall W Victor Olofsson W Dylan Cozens D Kris Letang UTIL Tony DeAngelo D Justin Holl G Jaroslav Halak,,John Tavares,C,5.26%,7.8
44,2517333236,1jlassetter (1/2),0,79.8,UTIL Connor McDavid C John Tavares C Vincent Trocheck W Alexander Radulov W Phillip Di Giuseppe W Tyler Motte D Esa Lindell D Ryan McDonagh G Andrei Vasilevskiy,,Tyler Motte,W,5.26%,8.2
45,2517347066,bucron19 (2/2),0,79.3,C Brayden Point UTIL Anthony Cirelli C Joel Eriksson Ek W Andre Burakovsky W Craig Smith W Nick Ritchie D Victor Hedman D Cale Makar G Philipp Grubauer,,Bo Horvat,C,5.26%,1.5
45,2517365833,olilev,0,79.299995,C Connor McDavid C Auston Matthews UTIL Bryan Rust W Corey Perry W Kasperi Kapanen W Wayne Simmonds D Quinn Hughes D Rasmus Dahlin G Carey Price,,Kevin Labanc,W,5.26%,1.5
47,2517357000,nickv0677,0,78.99999,C Patrice Bergeron C Anze Kopitar W Brad Marchand W Drake Batherson UTIL Nikita Gusev W Jack Studnicka D Ryan Suter D Alexander Edler G Jaroslav Halak,,Thatcher Demko,G,5.26%,0
48,2517333425,jake0327,0,78,C Connor McDavid C Joe Pavelski UTIL Vincent Trocheck W Ryan Nugent-Hopkins W Carter Verhaeghe W Corey Perry D Esa Lindell D Jordie Benn G Jaroslav Halak,,Ilya Mikheyev,W,5.26%,4.1
49,2517347335,JustJames23 (1/2),0,76.5,C Nick Suzuki C Nolan Patrick UTIL Steven Stamkos W Travis Konecny W Kyle Palmieri W Jakub Voracek D Ivan Provorov D Shayne Gostisbehere G Carter Hart,,John Gibson,G,5.26%,11.2
50,2517354515,UrsulaBecker,0,74.600006,C Joe Pavelski C Vincent Trocheck W Brad Marchand W Tyler Toffoli W Carter Verhaeghe UTIL Corey Perry D John Klingberg D Jordie Benn G Semyon Varlamov,,T.J. Oshie,W,5.26%,9.3
51,2517343460,gman5663,0,73.3,C Jack Eichel C Alexandre Texier W Taylor Hall W Sam Reinhart W Alex Killorn UTIL Andre Burakovsky D Rasmus Ristolainen D Samuel Girard G Darcy Kuemper,,Carey Price,G,5.26%,15.1
52,2517374759,erictheflea,0,73.1,C Auston Matthews C Bo Horvat UTIL Eric Staal W Bobby Ryan W Miles Wood W Claude Giroux D Ryan Suter D Darnell Nurse G Andrei Vasilevskiy,,Victor Olofsson,W,5.26%,15.5
53,2517365002,TRGRenegades (2/2),0,73,C Joe Pavelski C Aleksander Barkov W Tyler Toffoli UTIL Andrei Svechnikov W Travis Konecny W Patric Hornqvist D Justin Schultz D Jordie Benn G Semyon Varlamov,,Blake Coleman,W,5.26%,4.3
54,2517341889,andrewpickem,0,72.899994,C Nathan MacKinnon C Tomas Hertl W Mikko Rantanen W Evander Kane W Timo Meier UTIL Anthony Duclair D Shayne Gostisbehere D Tony DeAngelo G Vitek Vanecek,,Oliver Bjorkstrand,W,5.26%,3
