P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions,,,,,,,,
,,,,,,,,,,,SP,Sam Tuivailala (13087565),Sam Tuivailala,13087565,P,4200,SD@SEA 08/06/2019 10:10PM ET,SEA,3.72
,,,,,,,,,,,1B,Daniel Vogelbach (13087638),Daniel Vogelbach,13087638,1B,4200,SD@SEA 08/06/2019 10:10PM ET,SEA,8.08
,,,,,,,,,,,SP,Matt Wisler (13087665),Matt Wisler,13087665,P,4200,SD@SEA 08/06/2019 10:10PM ET,SEA,3.88
,,,,,,,,,,,OF,Franchy Cordero (13087688),Franchy Cordero,13087688,OF,4200,SD@SEA 08/06/2019 10:10PM ET,SD,4
,,,,,,,,,,,C,Stephen Vogt (13087439),Stephen Vogt,13087439,C,4200,WAS@SF 08/06/2019 09:45PM ET,SF,5.11
,,,,,,,,,,,RP,Tanner Rainey (13087835),Tanner Rainey,13087835,P,4200,WAS@SF 08/06/2019 09:45PM ET,WAS,3.04
,,,,,,,,,,,OF,Adam Jones (13087379),Adam Jones,13087379,OF,4100,PHI@ARI 08/06/2019 09:40PM ET,ARI,7.14
,,,,,,,,,,,OF,David Peralta (13087426),David Peralta,13087426,OF,4100,PHI@ARI 08/06/2019 09:40PM ET,ARI,7.84
,,,,,,,,,,,RP,Yoshihisa Hirano (13087429),Yoshihisa Hirano,13087429,P,4100,PHI@ARI 08/06/2019 09:40PM ET,ARI,2.64
,,,,,,,,,,,SS,Jean Segura (13087486),Jean Segura,13087486,SS,4100,PHI@ARI 08/06/2019 09:40PM ET,PHI,7.91
,,,,,,,,,,,1B/3B,Jake Lamb (13087521),Jake Lamb,13087521,1B/3B,4100,PHI@ARI 08/06/2019 09:40PM ET,ARI,6.11
,,,,,,,,,,,RP,Robby Scott (13087672),Robby Scott,13087672,P,4100,PHI@ARI 08/06/2019 09:40PM ET,ARI,-0.45
,,,,,,,,,,,2B/OF,Kike Hernandez (13087499),Kike Hernandez,13087499,2B/OF,4100,STL@LAD 08/06/2019 10:10PM ET,LAD,6.5
,,,,,,,,,,,OF,Marcell Ozuna (13087514),Marcell Ozuna,13087514,OF,4100,STL@LAD 08/06/2019 10:10PM ET,STL,9.21
,,,,,,,,,,,C,Will Smith (13087822),Will Smith,13087822,C,4100,STL@LAD 08/06/2019 10:10PM ET,LAD,9.89
,,,,,,,,,,,1B/3B,Pablo Sandoval (13087383),Pablo Sandoval,13087383,1B/3B,4100,WAS@SF 08/06/2019 09:45PM ET,SF,5.34
,,,,,,,,,,,2B/SS,Donovan Solano (13087394),Donovan Solano,13087394,2B/SS,4100,WAS@SF 08/06/2019 09:45PM ET,SF,5.5
,,,,,,,,,,,RP,Steven Okert (13087593),Steven Okert,13087593,P,4100,WAS@SF 08/06/2019 09:45PM ET,SF,0
,,,,,,,,,,,SP,Ricky Nolasco (13087362),Ricky Nolasco,13087362,P,4000,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Pedro Beato (13087406),Pedro Beato,13087406,P,4000,PHI@ARI 08/06/2019 09:40PM ET,PHI,0
,,,,,,,,,,,RP,Marc Rzepczynski (13087435),Marc Rzepczynski,13087435,P,4000,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,RP,T.J. McFarland (13087446),T.J. McFarland,13087446,P,4000,PHI@ARI 08/06/2019 09:40PM ET,ARI,2.31
,,,,,,,,,,,RP,Jeremy Bleich (13087464),Jeremy Bleich,13087464,P,4000,PHI@ARI 08/06/2019 09:40PM ET,PHI,0
,,,,,,,,,,,C,Alex Avila (13087470),Alex Avila,13087470,C,4000,PHI@ARI 08/06/2019 09:40PM ET,ARI,6.66
,,,,,,,,,,,RP,Mike Morin (13087526),Mike Morin,13087526,P,4000,PHI@ARI 08/06/2019 09:40PM ET,PHI,2.01
,,,,,,,,,,,SP,Rubby De La Rosa (13087534),Rubby De La Rosa,13087534,P,4000,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,2B/3B,Ildemaro Vargas (13087536),Ildemaro Vargas,13087536,2B/3B,4000,PHI@ARI 08/06/2019 09:40PM ET,ARI,4.14
,,,,,,,,,,,RP,Ben Lively (13087584),Ben Lively,13087584,P,4000,PHI@ARI 08/06/2019 09:40PM ET,ARI,-3.55
,,,,,,,,,,,SP,Daniel Gibson (13087585),Daniel Gibson,13087585,P,4000,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Hector Neris (13087597),Hector Neris,13087597,P,4000,PHI@ARI 08/06/2019 09:40PM ET,PHI,3.64
,,,,,,,,,,,SS,Nick Ahmed (13087607),Nick Ahmed,13087607,SS,4000,PHI@ARI 08/06/2019 09:40PM ET,ARI,7.16
,,,,,,,,,,,RP,Brad Goldberg (13087621),Brad Goldberg,13087621,P,4000,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,OF,Roman Quinn (13087637),Roman Quinn,13087637,OF,4000,PHI@ARI 08/06/2019 09:40PM ET,PHI,4.69
,,,,,,,,,,,RP,Yacksel Rios (13087657),Yacksel Rios,13087657,P,4000,PHI@ARI 08/06/2019 09:40PM ET,PHI,-1
,,,,,,,,,,,RP,Drew Anderson (13087712),Drew Anderson,13087712,P,4000,PHI@ARI 08/06/2019 09:40PM ET,PHI,4.15
,,,,,,,,,,,RP,Troy Scribner (13087725),Troy Scribner,13087725,P,4000,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Emilio Vargas (13087732),Emilio Vargas,13087732,P,4000,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Stefan Crichton (13087749),Stefan Crichton,13087749,P,4000,PHI@ARI 08/06/2019 09:40PM ET,ARI,3.53
,,,,,,,,,,,SP,Nick Green (13087760),Nick Green,13087760,P,4000,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Victor Arano (13087766),Victor Arano,13087766,P,4000,PHI@ARI 08/06/2019 09:40PM ET,PHI,7.37
,,,,,,,,,,,RP,Artie Lewicki (13087790),Artie Lewicki,13087790,P,4000,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Edgar Garcia (13087802),Edgar Garcia,13087802,P,4000,PHI@ARI 08/06/2019 09:40PM ET,PHI,2.31
,,,,,,,,,,,RP,Brett Cecil (13087433),Brett Cecil,13087433,P,4000,STL@LAD 08/06/2019 10:10PM ET,STL,0
,,,,,,,,,,,RP,Josh Smoker (13087441),Josh Smoker,13087441,P,4000,STL@LAD 08/06/2019 10:10PM ET,LAD,0
,,,,,,,,,,,RP,Tommy Layne (13087452),Tommy Layne,13087452,P,4000,STL@LAD 08/06/2019 10:10PM ET,STL,0
,,,,,,,,,,,RP,Hunter Cervenka (13087480),Hunter Cervenka,13087480,P,4000,STL@LAD 08/06/2019 10:10PM ET,STL,0
,,,,,,,,,,,1B,Paul Goldschmidt (13087501),Paul Goldschmidt,13087501,1B,4000,STL@LAD 08/06/2019 10:10PM ET,STL,7.87
,,,,,,,,,,,RP,Chris Beck (13087517),Chris Beck,13087517,P,4000,STL@LAD 08/06/2019 10:10PM ET,STL,0
,,,,,,,,,,,RP,Daniel Corcino (13087535),Daniel Corcino,13087535,P,4000,STL@LAD 08/06/2019 10:10PM ET,LAD,0
,,,,,,,,,,,RP,Yimi Garcia (13087546),Yimi Garcia,13087546,P,4000,STL@LAD 08/06/2019 10:10PM ET,LAD,2.72
,,,,,,,,,,,RP,Scott Alexander (13087550),Scott Alexander,13087550,P,4000,STL@LAD 08/06/2019 10:10PM ET,LAD,1.43
,,,,,,,,,,,RP,Adam Kolarek (13087571),Adam Kolarek,13087571,P,4000,STL@LAD 08/06/2019 10:10PM ET,LAD,2.08
,,,,,,,,,,,1B/OF,Joc Pederson (13087573),Joc Pederson,13087573,1B/OF,4000,STL@LAD 08/06/2019 10:10PM ET,LAD,7.2
,,,,,,,,,,,RP,Casey Sadler (13087583),Casey Sadler,13087583,P,4000,STL@LAD 08/06/2019 10:10PM ET,LAD,4.74
,,,,,,,,,,,SP,Brock Stewart (13087589),Brock Stewart,13087589,P,4000,STL@LAD 08/06/2019 10:10PM ET,LAD,-2.53
,,,,,,,,,,,RP,John Brebbia (13087613),John Brebbia,13087613,P,4000,STL@LAD 08/06/2019 10:10PM ET,STL,4.06
,,,,,,,,,,,RP,Adalberto Mejia (13087624),Adalberto Mejia,13087624,P,4000,STL@LAD 08/06/2019 10:10PM ET,STL,1.78
,,,,,,,,,,,RP,Kevin Quackenbush (13087650),Kevin Quackenbush,13087650,P,4000,STL@LAD 08/06/2019 10:10PM ET,LAD,0
,,,,,,,,,,,RP,John Gant (13087661),John Gant,13087661,P,4000,STL@LAD 08/06/2019 10:10PM ET,STL,3.53
,,,,,,,,,,,1B/OF,Matt Beaty (13087668),Matt Beaty,13087668,1B/OF,4000,STL@LAD 08/06/2019 10:10PM ET,LAD,5.82
,,,,,,,,,,,RP,Tyler Webb (13087670),Tyler Webb,13087670,P,4000,STL@LAD 08/06/2019 10:10PM ET,STL,2.27
,,,,,,,,,,,RP,Mike Hauschild (13087677),Mike Hauschild,13087677,P,4000,STL@LAD 08/06/2019 10:10PM ET,STL,0
,,,,,,,,,,,SS,Corey Seager (13087697),Corey Seager,13087697,SS,4000,STL@LAD 08/06/2019 10:10PM ET,LAD,7.34
,,,,,,,,,,,RP,Merandy Gonzalez (13087737),Merandy Gonzalez,13087737,P,4000,STL@LAD 08/06/2019 10:10PM ET,STL,0
,,,,,,,,,,,RP,Layne Somsen (13087750),Layne Somsen,13087750,P,4000,STL@LAD 08/06/2019 10:10PM ET,LAD,0
,,,,,,,,,,,RP,Ryan Meisinger (13087844),Ryan Meisinger,13087844,P,4000,STL@LAD 08/06/2019 10:10PM ET,STL,0
,,,,,,,,,,,SP,Mitch White (13087869),Mitch White,13087869,P,4000,STL@LAD 08/06/2019 10:10PM ET,LAD,0
,,,,,,,,,,,RP,Craig Stammen (13087396),Craig Stammen,13087396,P,4000,SD@SEA 08/06/2019 10:10PM ET,SD,3.05
,,,,,,,,,,,SP,Cory Gearrin (13087447),Cory Gearrin,13087447,P,4000,SD@SEA 08/06/2019 10:10PM ET,SEA,1.93
,,,,,,,,,,,RP,Anthony Bass (13087472),Anthony Bass,13087472,P,4000,SD@SEA 08/06/2019 10:10PM ET,SEA,3.2
,,,,,,,,,,,RP,Matt Magill (13087487),Matt Magill,13087487,P,4000,SD@SEA 08/06/2019 10:10PM ET,SEA,3.04
,,,,,,,,,,,OF,Mitch Haniger (13087512),Mitch Haniger,13087512,OF,4000,SD@SEA 08/06/2019 10:10PM ET,SEA,8.64
,,,,,,,,,,,SP,Matt Carasiti (13087518),Matt Carasiti,13087518,P,4000,SD@SEA 08/06/2019 10:10PM ET,SEA,2.01
,,,,,,,,,,,RP,Ryan Bollinger (13087529),Ryan Bollinger,13087529,P,4000,SD@SEA 08/06/2019 10:10PM ET,SD,0
,,,,,,,,,,,OF,Domingo Santana (13087533),Domingo Santana,13087533,OF,4000,SD@SEA 08/06/2019 10:10PM ET,SEA,8.5
,,,,,,,,,,,RP,Kirby Yates (13087539),Kirby Yates,13087539,P,4000,SD@SEA 08/06/2019 10:10PM ET,SD,4.81
,,,,,,,,,,,RP,Connor Sadzeck (13087595),Connor Sadzeck,13087595,P,4000,SD@SEA 08/06/2019 10:10PM ET,SEA,3.61
,,,,,,,,,,,RP,Mike Wright (13087612),Mike Wright,13087612,P,4000,SD@SEA 08/06/2019 10:10PM ET,SEA,2.06
,,,,,,,,,,,RP,Kazuhisa Makita (13087623),Kazuhisa Makita,13087623,P,4000,SD@SEA 08/06/2019 10:10PM ET,SD,0
,,,,,,,,,,,SP,Luis Perdomo (13087630),Luis Perdomo,13087630,P,4000,SD@SEA 08/06/2019 10:10PM ET,SD,3.75
,,,,,,,,,,,RP,Ryan Garton (13087718),Ryan Garton,13087718,P,4000,SD@SEA 08/06/2019 10:10PM ET,SEA,-1.12
,,,,,,,,,,,RP,Trey Wingenter (13087719),Trey Wingenter,13087719,P,4000,SD@SEA 08/06/2019 10:10PM ET,SD,3.28
,,,,,,,,,,,RP,Tyler Danish (13087741),Tyler Danish,13087741,P,4000,SD@SEA 08/06/2019 10:10PM ET,SEA,0
,,,,,,,,,,,RP,Justus Sheffield (13087780),Justus Sheffield,13087780,P,4000,SD@SEA 08/06/2019 10:10PM ET,SEA,5.15
,,,,,,,,,,,RP,Eric Stout (13087788),Eric Stout,13087788,P,4000,SD@SEA 08/06/2019 10:10PM ET,SD,0
,,,,,,,,,,,RP,Kyle McGrath (13087796),Kyle McGrath,13087796,P,4000,SD@SEA 08/06/2019 10:10PM ET,SD,0
,,,,,,,,,,,SP,Anderson Espinoza (13087821),Anderson Espinoza,13087821,P,4000,SD@SEA 08/06/2019 10:10PM ET,SD,0
,,,,,,,,,,,SP,Andrew Moore (13087836),Andrew Moore,13087836,P,4000,SD@SEA 08/06/2019 10:10PM ET,SEA,2.3
,,,,,,,,,,,RP,Art Warren (13087843),Art Warren,13087843,P,4000,SD@SEA 08/06/2019 10:10PM ET,SEA,0
,,,,,,,,,,,RP,Zac Grotz (13087847),Zac Grotz,13087847,P,4000,SD@SEA 08/06/2019 10:10PM ET,SEA,0.7
,,,,,,,,,,,RP,Matt Festa (13087874),Matt Festa,13087874,P,4000,SD@SEA 08/06/2019 10:10PM ET,SEA,2.19
,,,,,,,,,,,RP,Reggie McClain (13087877),Reggie McClain,13087877,P,4000,SD@SEA 08/06/2019 10:10PM ET,SEA,-1.55
,,,,,,,,,,,RP,Wyatt Mills (13087879),Wyatt Mills,13087879,P,4000,SD@SEA 08/06/2019 10:10PM ET,SEA,0
,,,,,,,,,,,RP,Andres Munoz (13087882),Andres Munoz,13087882,P,4000,SD@SEA 08/06/2019 10:10PM ET,SD,4.29
,,,,,,,,,,,RP,Michel Baez (13087886),Michel Baez,13087886,P,4000,SD@SEA 08/06/2019 10:10PM ET,SD,4.6
,,,,,,,,,,,SP,Logan Gilbert (13087888),Logan Gilbert,13087888,P,4000,SD@SEA 08/06/2019 10:10PM ET,SEA,0
,,,,,,,,,,,1B/2B,Howie Kendrick (13087365),Howie Kendrick,13087365,1B/2B,4000,WAS@SF 08/06/2019 09:45PM ET,WAS,6.66
,,,,,,,,,,,RP,Javy Guerra (13087382),Javy Guerra,13087382,P,4000,WAS@SF 08/06/2019 09:45PM ET,WAS,2.69
,,,,,,,,,,,RP,Jonny Venters (13087385),Jonny Venters,13087385,P,4000,WAS@SF 08/06/2019 09:45PM ET,WAS,0.47
,,,,,,,,,,,RP,Sammy Solis (13087449),Sammy Solis,13087449,P,4000,WAS@SF 08/06/2019 09:45PM ET,WAS,0
,,,,,,,,,,,RP,Casey Kelly (13087463),Casey Kelly,13087463,P,4000,WAS@SF 08/06/2019 09:45PM ET,SF,0
,,,,,,,,,,,SP,Nick Vincent (13087469),Nick Vincent,13087469,P,4000,WAS@SF 08/06/2019 09:45PM ET,SF,3.49
,,,,,,,,,,,RP,J.J. Hoover (13087475),J.J. Hoover,13087475,P,4000,WAS@SF 08/06/2019 09:45PM ET,WAS,0
,,,,,,,,,,,RP,Pat Venditte (13087476),Pat Venditte,13087476,P,4000,WAS@SF 08/06/2019 09:45PM ET,SF,-2.95
,,,,,,,,,,,RP,Aaron Barrett (13087478),Aaron Barrett,13087478,P,4000,WAS@SF 08/06/2019 09:45PM ET,WAS,0
,,,,,,,,,,,RP,Sam Selman (13087506),Sam Selman,13087506,P,4000,WAS@SF 08/06/2019 09:45PM ET,SF,1.85
,,,,,,,,,,,RP,Vidal Nuno III (13087513),Vidal Nuno III,13087513,P,4000,WAS@SF 08/06/2019 09:45PM ET,WAS,0
,,,,,,,,,,,RP,Wander Suero (13087559),Wander Suero,13087559,P,4000,WAS@SF 08/06/2019 09:45PM ET,WAS,2.8
,,,,,,,,,,,1B/OF,Tyler Austin (13087576),Tyler Austin,13087576,1B/OF,4000,WAS@SF 08/06/2019 09:45PM ET,SF,3.79
,,,,,,,,,,,RP,Scott Copeland (13087578),Scott Copeland,13087578,P,4000,WAS@SF 08/06/2019 09:45PM ET,WAS,0
,,,,,,,,,,,RP,Dan Slania (13087592),Dan Slania,13087592,P,4000,WAS@SF 08/06/2019 09:45PM ET,SF,0
,,,,,,,,,,,RP,Jandel Gustave (13087600),Jandel Gustave,13087600,P,4000,WAS@SF 08/06/2019 09:45PM ET,SF,3
,,,,,,,,,,,RP,Williams Jerez (13087643),Williams Jerez,13087643,P,4000,WAS@SF 08/06/2019 09:45PM ET,SF,4.58
,,,,,,,,,,,RP,Roenis Elias (13087671),Roenis Elias,13087671,P,4000,WAS@SF 08/06/2019 09:45PM ET,WAS,3.15
,,,,,,,,,,,RP,Trevor Gott (13087676),Trevor Gott,13087676,P,4000,WAS@SF 08/06/2019 09:45PM ET,SF,3.85
,,,,,,,,,,,SP,Jose Lopez (13087726),Jose Lopez,13087726,P,4000,WAS@SF 08/06/2019 09:45PM ET,SF,0
,,,,,,,,,,,SS,Paul DeJong (13087798),Paul DeJong,13087798,SS,3900,STL@LAD 08/06/2019 10:10PM ET,STL,8.06
,,,,,,,,,,,2B/3B,Greg Garcia (13087555),Greg Garcia,13087555,2B/3B,3900,SD@SEA 08/06/2019 10:10PM ET,SD,4.63
,,,,,,,,,,,C,Rene Rivera (13087359),Rene Rivera,13087359,C,3900,WAS@SF 08/06/2019 09:45PM ET,SF,0
,,,,,,,,,,,OF,Adam Eaton (13087579),Adam Eaton,13087579,OF,3900,WAS@SF 08/06/2019 09:45PM ET,WAS,7.52
,,,,,,,,,,,2B,Cesar Hernandez (13087523),Cesar Hernandez,13087523,2B,3800,PHI@ARI 08/06/2019 09:40PM ET,PHI,6.89
,,,,,,,,,,,OF,Alex Verdugo (13087782),Alex Verdugo,13087782,OF,3800,STL@LAD 08/06/2019 10:10PM ET,LAD,6.52
,,,,,,,,,,,OF,Wil Myers (13087494),Wil Myers,13087494,OF,3800,SD@SEA 08/06/2019 10:10PM ET,SD,5.56
,,,,,,,,,,,C,Omar Narvaez (13087538),Omar Narvaez,13087538,C,3800,SD@SEA 08/06/2019 10:10PM ET,SEA,7.03
,,,,,,,,,,,1B/OF,Gerardo Parra (13087424),Gerardo Parra,13087424,1B/OF,3800,WAS@SF 08/06/2019 09:45PM ET,WAS,4.59
,,,,,,,,,,,OF,Austin Slater (13087666),Austin Slater,13087666,OF,3800,WAS@SF 08/06/2019 09:45PM ET,SF,6.52
,,,,,,,,,,,OF,Joey Rickard (13087680),Joey Rickard,13087680,OF,3800,WAS@SF 08/06/2019 09:45PM ET,SF,4.55
,,,,,,,,,,,3B/OF,Sean Rodriguez (13087374),Sean Rodriguez,13087374,3B/OF,3700,PHI@ARI 08/06/2019 09:40PM ET,PHI,3.56
,,,,,,,,,,,2B/3B,Tommy Edman (13087824),Tommy Edman,13087824,2B/3B,3700,STL@LAD 08/06/2019 10:10PM ET,STL,5.98
,,,,,,,,,,,3B,Kyle Seager (13087493),Kyle Seager,13087493,3B,3700,SD@SEA 08/06/2019 10:10PM ET,SEA,6.78
,,,,,,,,,,,1B/2B,Austin Nola (13087608),Austin Nola,13087608,1B/2B,3700,SD@SEA 08/06/2019 10:10PM ET,SEA,5.29
,,,,,,,,,,,OF,Mallex Smith (13087658),Mallex Smith,13087658,OF,3700,SD@SEA 08/06/2019 10:10PM ET,SEA,7.83
,,,,,,,,,,,OF,Manuel Margot (13087691),Manuel Margot,13087691,OF,3700,SD@SEA 08/06/2019 10:10PM ET,SD,5.31
,,,,,,,,,,,SS,J.P. Crawford (13087739),J.P. Crawford,13087739,SS,3700,SD@SEA 08/06/2019 10:10PM ET,SEA,7.57
,,,,,,,,,,,C,Kurt Suzuki (13087387),Kurt Suzuki,13087387,C,3700,WAS@SF 08/06/2019 09:45PM ET,WAS,6.53
,,,,,,,,,,,2B,Brian Dozier (13087502),Brian Dozier,13087502,2B,3700,WAS@SF 08/06/2019 09:45PM ET,WAS,6.56
,,,,,,,,,,,OF,Mike Gerber (13087590),Mike Gerber,13087590,OF,3700,WAS@SF 08/06/2019 09:45PM ET,SF,1.75
,,,,,,,,,,,OF,Victor Robles (13087777),Victor Robles,13087777,OF,3700,WAS@SF 08/06/2019 09:45PM ET,WAS,7.38
,,,,,,,,,,,2B/3B,Brad Miller (13087635),Brad Miller,13087635,2B/3B,3600,PHI@ARI 08/06/2019 09:40PM ET,PHI,4.17
,,,,,,,,,,,OF,Adam Haseley (13087862),Adam Haseley,13087862,OF,3600,PHI@ARI 08/06/2019 09:40PM ET,PHI,6.59
,,,,,,,,,,,3B,Jedd Gyorko (13087551),Jedd Gyorko,13087551,3B,3600,STL@LAD 08/06/2019 10:10PM ET,LAD,2.45
,,,,,,,,,,,1B,Brandon Belt (13087419),Brandon Belt,13087419,1B,3600,WAS@SF 08/06/2019 09:45PM ET,SF,6.72
,,,,,,,,,,,OF,Kevin Pillar (13087614),Kevin Pillar,13087614,OF,3600,WAS@SF 08/06/2019 09:45PM ET,SF,6.66
,,,,,,,,,,,SS,Mauricio Dubon (13087752),Mauricio Dubon,13087752,SS,3600,WAS@SF 08/06/2019 09:45PM ET,SF,0
,,,,,,,,,,,OF,Jose Pirela (13087485),Jose Pirela,13087485,OF,3500,PHI@ARI 08/06/2019 09:40PM ET,PHI,0
,,,,,,,,,,,C,Matt Wieters (13087431),Matt Wieters,13087431,C,3500,STL@LAD 08/06/2019 10:10PM ET,STL,5.53
,,,,,,,,,,,3B/OF,Drew Robinson (13087567),Drew Robinson,13087567,3B/OF,3500,STL@LAD 08/06/2019 10:10PM ET,STL,1
,,,,,,,,,,,OF,Tyler O'Neill (13087743),Tyler O'Neill,13087743,OF,3500,STL@LAD 08/06/2019 10:10PM ET,STL,5.04
,,,,,,,,,,,OF,Lane Thomas (13087786),Lane Thomas,13087786,OF,3500,STL@LAD 08/06/2019 10:10PM ET,STL,3.56
,,,,,,,,,,,1B,Ryan Zimmerman (13087389),Ryan Zimmerman,13087389,1B,3500,WAS@SF 08/06/2019 09:45PM ET,WAS,6.12
,,,,,,,,,,,C,Buster Posey (13087462),Buster Posey,13087462,C,3500,WAS@SF 08/06/2019 09:45PM ET,SF,5.95
,,,,,,,,,,,3B,Maikel Franco (13087580),Maikel Franco,13087580,3B,3400,PHI@ARI 08/06/2019 09:40PM ET,PHI,5.9
,,,,,,,,,,,OF,Yasmany Tomas (13087728),Yasmany Tomas,13087728,OF,3400,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,C,Russell Martin (13087367),Russell Martin,13087367,C,3400,STL@LAD 08/06/2019 10:10PM ET,LAD,4.42
,,,,,,,,,,,OF,Dexter Fowler (13087388),Dexter Fowler,13087388,OF,3400,STL@LAD 08/06/2019 10:10PM ET,STL,6.12
,,,,,,,,,,,2B,Kolten Wong (13087477),Kolten Wong,13087477,2B,3400,STL@LAD 08/06/2019 10:10PM ET,STL,6.49
,,,,,,,,,,,3B,Matt Carpenter (13087505),Matt Carpenter,13087505,3B,3400,STL@LAD 08/06/2019 10:10PM ET,STL,6.8
,,,,,,,,,,,1B/3B,Edwin Rios (13087769),Edwin Rios,13087769,1B/3B,3400,STL@LAD 08/06/2019 10:10PM ET,LAD,4.38
,,,,,,,,,,,OF,Kyle Garlick (13087848),Kyle Garlick,13087848,OF,3400,STL@LAD 08/06/2019 10:10PM ET,LAD,2.64
,,,,,,,,,,,OF,Adolis Garcia (13087855),Adolis Garcia,13087855,OF,3400,STL@LAD 08/06/2019 10:10PM ET,STL,0
,,,,,,,,,,,OF/SS,Tim Beckham (13087459),Tim Beckham,13087459,SS/OF,3400,SD@SEA 08/06/2019 10:10PM ET,SEA,6.74
,,,,,,,,,,,OF,Shane Peterson (13087465),Shane Peterson,13087465,OF,3400,SD@SEA 08/06/2019 10:10PM ET,SD,0
,,,,,,,,,,,2B,Dee Gordon (13087467),Dee Gordon,13087467,2B,3400,SD@SEA 08/06/2019 10:10PM ET,SEA,6.29
,,,,,,,,,,,C,Tom Murphy (13087698),Tom Murphy,13087698,C,3400,SD@SEA 08/06/2019 10:10PM ET,SEA,6.62
,,,,,,,,,,,OF,Josh Naylor (13087833),Josh Naylor,13087833,OF,3400,SD@SEA 08/06/2019 10:10PM ET,SD,4.29
,,,,,,,,,,,2B,Wilmer Flores (13087482),Wilmer Flores,13087482,2B,3300,PHI@ARI 08/06/2019 09:40PM ET,ARI,4.61
,,,,,,,,,,,2B/OF,Kristopher Negron (13087414),Kristopher Negron,13087414,2B/OF,3300,STL@LAD 08/06/2019 10:10PM ET,LAD,5.62
,,,,,,,,,,,C,Francisco Pena (13087427),Francisco Pena,13087427,C,3300,STL@LAD 08/06/2019 10:10PM ET,STL,0
,,,,,,,,,,,OF,Jose Martinez (13087430),Jose Martinez,13087430,OF,3300,STL@LAD 08/06/2019 10:10PM ET,STL,5.45
,,,,,,,,,,,OF,Randy Arozarena (13087858),Randy Arozarena,13087858,OF,3300,STL@LAD 08/06/2019 10:10PM ET,STL,0
,,,,,,,,,,,OF,Travis Jankowski (13087610),Travis Jankowski,13087610,OF,3300,SD@SEA 08/06/2019 10:10PM ET,SD,0
,,,,,,,,,,,C,Francisco Mejia (13087764),Francisco Mejia,13087764,C,3300,SD@SEA 08/06/2019 10:10PM ET,SD,4.58
,,,,,,,,,,,C,Spencer Kieboom (13087679),Spencer Kieboom,13087679,C,3300,WAS@SF 08/06/2019 09:45PM ET,WAS,0
,,,,,,,,,,,3B,Trevor Plouffe (13087380),Trevor Plouffe,13087380,3B,3200,PHI@ARI 08/06/2019 09:40PM ET,PHI,0
,,,,,,,,,,,OF,Odubel Herrera (13087540),Odubel Herrera,13087540,OF,3200,PHI@ARI 08/06/2019 09:40PM ET,PHI,5.28
,,,,,,,,,,,C/OF,Blake Swihart (13087641),Blake Swihart,13087641,C/OF,3200,PHI@ARI 08/06/2019 09:40PM ET,ARI,3.36
,,,,,,,,,,,3B/SS,Mitch Walding (13087647),Mitch Walding,13087647,3B/SS,3200,PHI@ARI 08/06/2019 09:40PM ET,PHI,0
,,,,,,,,,,,2B/OF,Rob Refsnyder (13087683),Rob Refsnyder,13087683,2B/OF,3200,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,OF,Dylan Cozens (13087699),Dylan Cozens,13087699,OF,3200,PHI@ARI 08/06/2019 09:40PM ET,PHI,0
,,,,,,,,,,,OF,Paulo Orlando (13087401),Paulo Orlando,13087401,OF,3200,STL@LAD 08/06/2019 10:10PM ET,LAD,0
,,,,,,,,,,,OF,Drew Jackson (13087721),Drew Jackson,13087721,OF,3200,STL@LAD 08/06/2019 10:10PM ET,LAD,0.67
,,,,,,,,,,,OF,Jeren Kendall (13087793),Jeren Kendall,13087793,OF,3200,STL@LAD 08/06/2019 10:10PM ET,LAD,0
,,,,,,,,,,,OF,Conner Capel (13087873),Conner Capel,13087873,OF,3200,STL@LAD 08/06/2019 10:10PM ET,STL,0
,,,,,,,,,,,2B/3B,Christian Villanueva (13087541),Christian Villanueva,13087541,2B/3B,3200,SD@SEA 08/06/2019 10:10PM ET,SD,0
,,,,,,,,,,,OF/SS,Dylan Moore (13087839),Dylan Moore,13087839,SS/OF,3200,SD@SEA 08/06/2019 10:10PM ET,SEA,3.97
,,,,,,,,,,,OF,Craig Gentry (13087417),Craig Gentry,13087417,OF,3200,WAS@SF 08/06/2019 09:45PM ET,SF,0
,,,,,,,,,,,SS,Brandon Crawford (13087466),Brandon Crawford,13087466,SS,3200,WAS@SF 08/06/2019 09:45PM ET,SF,5.93
