Player_Name,Salary,Team,Pos,Opp,Proj_FP
Ryan Fitzpatrick,5500.00,MIA,QB,NYJ,20.48
Daniel Jones,5500.00,NYG,QB,CIN,19.75
Laviska Shenault,3300.00,JAC,WR,CLE,11.75
Derek Carr,5700.00,LVR,QB,ATL,20.26
Matt Ryan,5900.00,ATL,QB,LVR,20.88
Nyheim Hines,4600.00,IND,RB,TEN,15.78
Ryan Tannehill,5800.00,TEN,QB,IND,19.69
Josh Allen,7600.00,BUF,QB,LAC,25.71
Keelan Cole,3600.00,JAC,WR,CLE,11.99
Brandon Allen,4800.00,CIN,QB,NYG,15.98
Gabriel Davis,3000.00,BUF,WR,LAC,9.95
Denzel Mims,3500.00,NYJ,WR,MIA,11.49
Brian Hill,4000.00,ATL,RB,LVR,13.07
Baker Mayfield,5300.00,CLE,QB,JAC,16.95
Cam Newton,6400.00,NEP,QB,ARI,20.51
Philip Rivers,6100.00,IND,QB,TEN,19.32
Mike Glennon,4600.00,JAC,QB,CLE,14.57
Kyle Rudolph,2800.00,MIN,TE,CAR,8.83
Andy Isabella,3000.00,ARI,WR,NEP,9.33
Sam Darnold,5100.00,NYJ,QB,MIA,15.8
Teddy Bridgewater,6300.00,CAR,QB,MIN,19.46
Justin Jefferson,6300.00,MIN,WR,CAR,19.44
Jordan Wilkins,4000.00,IND,RB,TEN,12.24
Kyler Murray,8200.00,ARI,QB,NEP,24.85
N'Keal Harry,3400.00,NEP,WR,ARI,10.13
Justin Herbert,7200.00,LAC,QB,BUF,21.15
James Robinson,6300.00,JAC,RB,CLE,18.24
Kirk Cousins,6100.00,MIN,QB,CAR,17.55
Tyler Eifert,2600.00,JAC,TE,CLE,7.45
New York Jets,2100.00,NYJ,DST,MIA,6.02
Dalvin Cook,9500.00,MIN,RB,CAR,27.01
Austin Ekeler,6100.00,LAC,RB,BUF,17.32
T.Y. Hilton,3900.00,IND,WR,TEN,10.89
Calvin Ridley,7100.00,ATL,WR,LVR,19.78
Cleveland Browns,3100.00,CLE,DST,JAC,8.66
Robby Anderson,6100.00,CAR,WR,MIN,16.91
Buffalo Bills,2700.00,BUF,DST,LAC,7.44
Hayden Hurst,3900.00,ATL,TE,LVR,10.78
Wayne Gallman,5000.00,NYG,RB,CIN,13.81
Jakeem Grant,3700.00,MIA,WR,NYJ,10.11
Tyler Boyd,5000.00,CIN,WR,NYG,13.53
Paul Perkins,200.00,IND,RB,TEN,0.54
Corey Davis,4900.00,TEN,WR,IND,13.22
James White,4500.00,NEP,RB,ARI,12.09
DeVante Parker,5900.00,MIA,WR,NYJ,15.83
Darren Waller,6000.00,LVR,TE,ATL,16.09
D.J. Moore,6200.00,CAR,WR,MIN,16.63
Curtis Samuel,5100.00,CAR,WR,MIN,13.69
Jarvis Landry,5200.00,CLE,WR,JAC,13.9
New York Giants,3200.00,NYG,DST,CIN,8.5
Anthony Firkser,2600.00,TEN,TE,IND,6.9
Jakobi Meyers,5300.00,NEP,WR,ARI,13.97
Minnesota Vikings,2300.00,MIN,DST,CAR,6.08
Nelson Agholor,4900.00,LVR,WR,ATL,12.93
Josh Jacobs,7200.00,LVR,RB,ATL,19.02
Breshad Perriman,4200.00,NYJ,WR,MIA,11.08
Stefon Diggs,7600.00,BUF,WR,LAC,20.1
Darius Slayton,4900.00,NYG,WR,CIN,12.86
Evan Engram,4500.00,NYG,TE,CIN,11.74
Cole Beasley,5500.00,BUF,WR,LAC,14.12
