QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Ben Roethlisberger,Wayne Gallman,James Conner,Sterling Shepard,Chase Claypool,Diontae Johnson,Evan Engram,Tyler Boyd,Pittsburgh Steelers
Ben Roethlisberger,Wayne Gallman,Nick Chubb,Darius Slayton,A.J. Green,JuJu Smith-Schuster,Evan Engram,Diontae Johnson,Pittsburgh Steelers
