QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Josh Allen,Mike Davis,Aaron Jones,DeVante Parker,Stefon Diggs,DeAndre Hopkins,Dawson Knox,Duke Johnson,New Orleans Saints
Kyler Murray,Mike Davis,Aaron Jones,Stefon Diggs,Larry Fitzgerald,DeAndre Hopkins,Dallas Goedert,Duke Johnson,Detroit Lions
Josh Allen,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,Larry Fitzgerald,Noah Fant,John Brown,New Orleans Saints
Justin Herbert,Mike Davis,Aaron Jones,DeVante Parker,Stefon Diggs,Keenan Allen,Hunter Henry,Duke Johnson,Philadelphia Eagles
Justin Herbert,Mike Davis,Aaron Jones,Jakeem Grant,Tyler Lockett,Keenan Allen,Hunter Henry,Alvin Kamara,New Orleans Saints
Josh Allen,Mike Davis,Aaron Jones,D.J. Moore,Stefon Diggs,DeAndre Hopkins,Dallas Goedert,Cole Beasley,Los Angeles Rams
Josh Allen,Mike Davis,Aaron Jones,Stefon Diggs,John Brown,Christian Kirk,Dallas Goedert,Duke Johnson,Green Bay Packers
Kyler Murray,Mike Davis,Aaron Jones,Jakeem Grant,Stefon Diggs,DeAndre Hopkins,Austin Hooper,Christian Kirk,New Orleans Saints
Jared Goff,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,Cooper Kupp,Gerald Everett,Duke Johnson,New Orleans Saints
Josh Allen,Mike Davis,Aaron Jones,Jakeem Grant,Stefon Diggs,DeAndre Hopkins,Hunter Henry,John Brown,Philadelphia Eagles
Josh Allen,Mike Davis,Aaron Jones,Stefon Diggs,Robby Anderson,Larry Fitzgerald,Dawson Knox,Alvin Kamara,Miami Dolphins
Tua Tagovailoa,Mike Davis,Aaron Jones,DeVante Parker,Tyler Lockett,Keenan Allen,Mike Gesicki,Michael Thomas,New Orleans Saints
Kyler Murray,Mike Davis,Aaron Jones,DeVante Parker,Stefon Diggs,Larry Fitzgerald,Dan Arnold,Davante Adams,New Orleans Saints
Kyler Murray,Mike Davis,Aaron Jones,Stefon Diggs,Larry Fitzgerald,Christian Kirk,Logan Thomas,Alvin Kamara,Los Angeles Rams
Josh Allen,Mike Davis,Aaron Jones,Stefon Diggs,Larry Fitzgerald,Cole Beasley,Darren Waller,Duke Johnson,Pittsburgh Steelers
Josh Allen,Mike Davis,Aaron Jones,Stefon Diggs,Christian Kirk,Cole Beasley,Hunter Henry,Miles Sanders,New Orleans Saints
Josh Allen,Mike Davis,Aaron Jones,DeVante Parker,Stefon Diggs,John Brown,Dan Arnold,Alvin Kamara,Cleveland Browns
Kyler Murray,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,Christian Kirk,Dan Arnold,Duke Johnson,Philadelphia Eagles
Josh Allen,Mike Davis,Duke Johnson,Tyler Lockett,Stefon Diggs,DeAndre Hopkins,Austin Hooper,John Brown,Detroit Lions
Russell Wilson,Mike Davis,Aaron Jones,Jakeem Grant,Tyler Lockett,Cooper Kupp,Dallas Goedert,D.K. Metcalf,New Orleans Saints
Drew Lock,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,Jerry Jeudy,Darren Waller,Tim Patrick,New Orleans Saints
