QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Josh Allen,Mike Davis,Aaron Jones,DeVante Parker,Stefon Diggs,DeAndre Hopkins,Dawson Knox,Duke Johnson,New Orleans Saints
Josh Allen,Mike Davis,Aaron Jones,Stefon Diggs,John Brown,Christian Kirk,Noah Fant,Duke Johnson,New Orleans Saints
Kyler Murray,Mike Davis,Aaron Jones,Stefon Diggs,Larry Fitzgerald,DeAndre Hopkins,Dallas Goedert,Duke Johnson,Detroit Lions
Justin Herbert,Mike Davis,Aaron Jones,DeVante Parker,Stefon Diggs,Keenan Allen,Hunter Henry,Duke Johnson,New Orleans Saints
Josh Allen,Mike Davis,Aaron Jones,Stefon Diggs,DeAndre Hopkins,Cole Beasley,Dallas Goedert,Duke Johnson,Los Angeles Rams
Josh Allen,Mike Davis,Aaron Jones,Stefon Diggs,Larry Fitzgerald,Cole Beasley,Hunter Henry,Alvin Kamara,New Orleans Saints
Kyler Murray,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,Larry Fitzgerald,Dallas Goedert,Christian Kirk,New Orleans Saints
Josh Allen,Mike Davis,Aaron Jones,Stefon Diggs,Larry Fitzgerald,John Brown,Dallas Goedert,Alvin Kamara,Los Angeles Rams
Kyler Murray,Mike Davis,Aaron Jones,Stefon Diggs,Robby Anderson,Larry Fitzgerald,Drew Sample,DeAndre Hopkins,New Orleans Saints
Kyler Murray,Mike Davis,Aaron Jones,D.J. Moore,Stefon Diggs,DeAndre Hopkins,Dan Arnold,Duke Johnson,New Orleans Saints
Justin Herbert,Mike Davis,Aaron Jones,Jakeem Grant,Tyler Lockett,Keenan Allen,Hunter Henry,Alvin Kamara,New Orleans Saints
Josh Allen,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,Larry Fitzgerald,T.J. Hockenson,John Brown,New Orleans Saints
Josh Allen,Mike Davis,Aaron Jones,Stefon Diggs,DeAndre Hopkins,John Brown,Logan Thomas,Duke Johnson,Denver Broncos
Josh Allen,Mike Davis,Aaron Jones,Stefon Diggs,Larry Fitzgerald,John Brown,Darren Waller,Duke Johnson,Green Bay Packers
Josh Allen,Mike Davis,Aaron Jones,D.J. Moore,Stefon Diggs,DeAndre Hopkins,Drew Sample,John Brown,New Orleans Saints
Josh Allen,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,Larry Fitzgerald,Dawson Knox,Alvin Kamara,Denver Broncos
Kyler Murray,Mike Davis,Aaron Jones,DeVante Parker,Stefon Diggs,Larry Fitzgerald,Hunter Henry,DeAndre Hopkins,Los Angeles Rams
Kyler Murray,Mike Davis,Aaron Jones,Stefon Diggs,DeAndre Hopkins,Christian Kirk,Drew Sample,Duke Johnson,Los Angeles Rams
Josh Allen,Mike Davis,Aaron Jones,DeVante Parker,Stefon Diggs,DeAndre Hopkins,Robert Tonyan,John Brown,Los Angeles Rams
Josh Allen,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,DeAndre Hopkins,Logan Thomas,Gabriel Davis,New Orleans Saints
Kyler Murray,Mike Davis,Aaron Jones,Jakeem Grant,Stefon Diggs,DeAndre Hopkins,Austin Hooper,Christian Kirk,New Orleans Saints
