Player_Name,Salary,Team,Pos,Opp,Proj_FP,pown%
Breece Hall,7300,NYJ,RB,NE,22.4,
Lamar Jackson,8000,BAL,QB,CLE,22.3,
Ja'Marr Chase,8500,CIN,WR,PHI,21.4,
Josh Allen,7800,BUF,QB,SEA,20.4,
Jalen Hurts,7500,PHI,QB,CIN,20.3,
Joe Mixon,7700,HOU,RB,IND,20.3,
Joe Burrow,7000,CIN,QB,PHI,19.8,
Bo Nix,5600,DEN,QB,CAR,19.7,
Jordan Love,7100,GB,QB,JAX,19.7,
J.K. Dobbins,6900,LAC,RB,NO,19.5,
Tyreek Hill,7000,MIA,WR,ARI,18.8,
Amon-Ra St. Brown,8400,DET,WR,TEN,18.7,
Jayden Daniels,7300,WAS,QB,CHI,18.7,
Patrick Mahomes,6800,KC,QB,LV,18.6,
Derrick Henry,8100,BAL,RB,CLE,18.5,
C.J. Stroud,6900,HOU,QB,IND,18.5,
Kyler Murray,6400,ARI,QB,MIA,18.3,
Caleb Williams,6000,CHI,QB,WAS,18.3,
Saquon Barkley,8300,PHI,RB,CIN,17.7,
Jahmyr Gibbs,7400,DET,RB,TEN,17.6,
Javonte Williams,6000,DEN,RB,CAR,17.4,
Jared Goff,6600,DET,QB,TEN,17.4,
Bijan Robinson,7200,ATL,RB,TB,17.2,
A.J. Brown,8200,PHI,WR,CIN,17.1,
Anthony Richardson,5800,IND,QB,HOU,17.1,
Geno Smith,5900,SEA,QB,BUF,17.1,
Alvin Kamara,7600,NO,RB,LAC,17.0,
Tua Tagovailoa,6100,MIA,QB,ARI,16.8,
Drake London,7200,ATL,WR,TB,16.8,
Trevor Lawrence,5600,JAX,QB,GB,16.7,
Kenneth Walker III,7800,SEA,RB,BUF,16.7,
Aaron Rodgers,5700,NYJ,QB,NE,16.5,
Kirk Cousins,6200,ATL,QB,TB,16.5,
Baker Mayfield,6700,TB,QB,ATL,16.5,
Kareem Hunt,6300,KC,RB,LV,16.3,
Justin Herbert,5400,LAC,QB,NO,16.2,
Stefon Diggs,7500,HOU,WR,IND,15.9,
Chuba Hubbard,6700,CAR,RB,DEN,15.8,
Tony Pollard,6500,TEN,RB,DET,15.6,
De'Von Achane,6200,MIA,RB,ARI,15.6,
Josh Jacobs,6600,GB,RB,JAX,15.5,
James Conner,6500,ARI,RB,MIA,15.3,
Jonathan Taylor,7500,IND,RB,HOU,15.1,
Davante Adams,7100,NYJ,WR,NE,15.0,
Garrett Wilson,6700,NYJ,WR,NE,15.0,
D'Andre Swift,6200,CHI,RB,WAS,15.0,
David Njoku,5100,CLE,TE,BAL,14.9,
Brock Bowers,6100,LV,TE,KC,14.9,
Travis Kelce,6000,KC,TE,LV,14.8,
Drake Maye,5500,NE,QB,NYJ,14.4,
Jayden Reed,6700,GB,WR,JAX,14.3,
David Montgomery,6400,DET,RB,TEN,14.2,
Terry McLaurin,6900,WAS,WR,CHI,14.1,
Chase Brown,5800,CIN,RB,PHI,13.9,
Tyler Lockett,5600,SEA,WR,BUF,13.9,
DJ Moore,6600,CHI,WR,WAS,13.9,
Jameis Winston,5200,CLE,QB,BAL,13.8,
Zay Flowers,6800,BAL,WR,CLE,13.8,
James Cook,7000,BUF,RB,SEA,13.8,
Brian Thomas Jr.,6400,JAX,WR,GB,13.7,
Tank Dell,6300,HOU,WR,IND,13.6,
Tank Bigsby,6300,JAX,RB,GB,13.6,
DeVonta Smith,6600,PHI,WR,CIN,13.4,
Jaxon Smith-Njigba,6100,SEA,WR,BUF,13.1,
Jaylen Waddle,5400,MIA,WR,ARI,13.0,
Chris Olave,6400,NO,WR,LAC,12.9,
Spencer Rattler,4600,NO,QB,LAC,12.9,
Mason Rudolph,4400,TEN,QB,DET,12.8,
Amari Cooper,6000,BUF,WR,SEA,12.7,
Rachaad White,5700,TB,RB,ATL,12.7,
Ladd McConkey,5100,LAC,WR,NO,12.6,
Brian Robinson Jr.,6400,WAS,RB,CHI,12.5,
Trey McBride,5500,ARI,TE,MIA,12.4,
Bryce Young,4900,CAR,QB,DEN,11.8,
Evan Engram,5000,JAX,TE,GB,11.8,
Gardner Minshew II,4800,LV,QB,KC,11.6,
Marvin Harrison Jr.,6800,ARI,WR,MIA,11.6,
Rhamondre Stevenson,6000,NE,RB,NYJ,11.6,
Cade Otton,3500,TB,TE,ATL,11.5,
Courtland Sutton,5300,DEN,WR,CAR,11.4,
Romeo Doubs,5700,GB,WR,JAX,11.3,
Keenan Allen,5800,CHI,WR,WAS,11.3,
Darnell Mooney,5800,ATL,WR,TB,11.2,
Alexander Mattison,5600,LV,RB,KC,11.1,
Nick Chubb,6100,CLE,RB,BAL,10.9,
Calvin Ridley,5200,TEN,WR,DET,10.7,
Jerry Jeudy,4800,CLE,WR,BAL,10.5,
Michael Pittman Jr.,6000,IND,WR,HOU,10.4,
Xavier Worthy,6200,KC,WR,LV,10.3,
Jakobi Meyers,5400,LV,WR,KC,10.2,
DeMario Douglas,4700,NE,WR,NYJ,10.1,
Dalton Kincaid,4900,BUF,TE,SEA,10.1,
Christian Kirk,5500,JAX,WR,GB,9.9,
Tucker Kraft,4600,GB,TE,JAX,9.9,
Zack Moss,5700,CIN,RB,PHI,9.7,
Josh Downs,5500,IND,WR,HOU,9.7,
Rome Odunze,5100,CHI,WR,WAS,9.6,
Ravens ,3400,BAL,DST,CLE,9.5,
Khalil Shakir,5900,BUF,WR,SEA,9.5,
Andrei Iosivas,3600,CIN,WR,PHI,9.4,
Jalen McMillan,3700,TB,WR,ATL,9.4,
Cole Kmet,4700,CHI,TE,WAS,9.4,
Raheem Mostert,5900,MIA,RB,ARI,9.3,
Bucky Irving,5800,TB,RB,ATL,9.3,
Austin Ekeler,5600,WAS,RB,CHI,9.3,
Christian Watson,5200,GB,WR,JAX,9.2,
Joshua Palmer,4400,LAC,WR,NO,9.1,
Kyle Pitts,4400,ATL,TE,TB,9.1,
Jets ,3500,NYJ,DST,NE,9.0,
Ray-Ray McCloud III,4300,ATL,WR,TB,9.0,
Sam LaPorta,4800,DET,TE,TEN,8.9,
Dontayvion Wicks,5300,GB,WR,JAX,8.9,
Broncos ,3700,DEN,DST,CAR,8.8,
Michael Wilson,4900,ARI,WR,MIA,8.8,
Trey Palmer,3500,TB,WR,ATL,8.8,
Xavier Legette,5000,CAR,WR,DEN,8.7,
Dalton Schultz,4100,HOU,TE,IND,8.7,
Tre Tucker,4400,LV,WR,KC,8.7,
Lions ,3800,DET,DST,TEN,8.5,
Hunter Henry,3800,NE,TE,NYJ,8.5,
Rashod Bateman,4300,BAL,WR,CLE,8.3,
Chargers ,3300,LAC,DST,NO,8.3,
Gabe Davis,4500,JAX,WR,GB,8.1,
Chiefs ,3600,KC,DST,LV,8.1,
Troy Franklin,4100,DEN,WR,CAR,8.0,
Tyler Allgeier,5100,ATL,RB,TB,8.0,
Zach Ertz,4200,WAS,TE,CHI,8.0,
Tim Patrick,3500,DET,WR,TEN,7.9,
Mark Andrews,4000,BAL,TE,CLE,7.7,
Justice Hill,5400,BAL,RB,CLE,7.7,
Cedric Tillman,3300,CLE,WR,BAL,7.7,
Sterling Shepard,3800,TB,WR,ATL,7.7,
Elijah Moore,3700,CLE,WR,BAL,7.6,
Jonnu Smith,3600,MIA,TE,ARI,7.6,
Noah Fant,3700,SEA,TE,BUF,7.6,
Tyler Boyd,3900,TEN,WR,DET,7.5,
Will Dissly,3000,LAC,TE,NO,7.5,
Texans ,3100,HOU,DST,IND,7.3,
D'Ernest Johnson,4800,JAX,RB,GB,7.2,
Grant Calcaterra,3200,PHI,TE,CIN,7.0,
Keon Coleman,5600,BUF,WR,SEA,7.0,
Devaughn Vele,3400,DEN,WR,CAR,6.9,
Simi Fehoko,3500,LAC,WR,NO,6.9,
Bears ,2700,CHI,DST,WAS,6.8,
Ja'Tavion Sanders,3100,CAR,TE,DEN,6.7,
Kalif Raymond,3400,DET,WR,TEN,6.7,
Braelon Allen,5200,NYJ,RB,NE,6.7,
Noah Brown,3900,WAS,WR,CHI,6.7,
Jaleel McLaughlin,4600,DEN,RB,CAR,6.5,
Mike Williams,4200,NYJ,WR,NE,6.5,
Bills ,3000,BUF,DST,SEA,6.4,
Zach Charbonnet,5400,SEA,RB,BUF,6.4,
Bub Means,4000,NO,WR,LAC,6.3,
Greg Dortch,4300,ARI,WR,MIA,6.3,
Tyler Conklin,3400,NYJ,TE,NE,6.3,
Jake Bobo,3300,SEA,WR,BUF,6.3,
Isaiah Likely,4300,BAL,TE,CLE,6.2,
Chig Okonkwo,3100,TEN,TE,DET,6.2,
Alec Pierce,5000,IND,WR,HOU,6.2,
Packers ,3200,GB,DST,JAX,6.2,
Commanders ,2900,WAS,DST,CHI,6.2,
Noah Gray,3000,KC,TE,LV,6.1,
Falcons ,2600,ATL,DST,TB,6.1,
Bengals ,2800,CIN,DST,PHI,6.0,
Nick Westbrook-Ikhine,3000,TEN,WR,DET,6.0,
Dolphins ,3000,MIA,DST,ARI,6.0,
Kayshon Boutte,3600,NE,WR,NYJ,6.0,
Emanuel Wilson,4400,GB,RB,JAX,5.9,
Roschon Johnson,5000,CHI,RB,WAS,5.9,
Patriots ,2500,NE,DST,NYJ,5.8,
Eagles ,3100,PHI,DST,CIN,5.7,
Jalen Coker,3100,CAR,WR,DEN,5.7,
Xavier Hutchinson,3400,HOU,WR,IND,5.6,
Cardinals ,2900,ARI,DST,MIA,5.6,
Ray Davis,5200,BUF,RB,SEA,5.6,
Lucas Krull,2700,DEN,TE,CAR,5.5,
Panthers ,2300,CAR,DST,DEN,5.4,
Saints ,2600,NO,DST,LAC,5.4,
