QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Josh Allen,Cam Akers,Chris Carson,T.Y. Hilton,Stefon Diggs,John Brown,Logan Thomas,D.K. Metcalf,Washington Football Team
Josh Allen,Cam Akers,Antonio Gibson,Stefon Diggs,Robert Woods,Terry McLaurin,Jack Doyle,Ronald Jones,Los Angeles Rams
Philip Rivers,Cam Akers,Jonathan Taylor,T.Y. Hilton,Stefon Diggs,Robert Woods,Tyler Higbee,Cooper Kupp,Tampa Bay Buccaneers
Tom Brady,Antonio Gibson,Nyheim Hines,T.Y. Hilton,Stefon Diggs,Terry McLaurin,Logan Thomas,Antonio Brown,Seattle Seahawks
Josh Allen,Antonio Gibson,Jonathan Taylor,Stefon Diggs,John Brown,Tyler Lockett,Dawson Knox,Zach Pascal,Seattle Seahawks
Josh Allen,Chris Carson,J.D. McKissic,Stefon Diggs,Terry McLaurin,Cole Beasley,Trey Burton,Chris Godwin,Seattle Seahawks
Russell Wilson,Cam Akers,Antonio Gibson,T.Y. Hilton,Robert Woods,Tyler Lockett,Logan Thomas,Chris Godwin,Indianapolis Colts
Russell Wilson,Chris Carson,Ronald Jones,Stefon Diggs,John Brown,Robert Woods,Gerald Everett,Tyler Lockett,Tampa Bay Buccaneers
Josh Allen,Cam Akers,Ronald Jones,John Brown,Antonio Brown,Chris Godwin,Trey Burton,Jonathan Taylor,Tampa Bay Buccaneers
Russell Wilson,Antonio Gibson,Jonathan Taylor,John Brown,Robert Woods,Terry McLaurin,Tyler Higbee,D.K. Metcalf,Washington Football Team
Tom Brady,Cam Akers,J.D. McKissic,Stefon Diggs,John Brown,Terry McLaurin,Rob Gronkowski,Tyler Lockett,Buffalo Bills
Tom Brady,Cam Akers,Chris Carson,Terry McLaurin,D.K. Metcalf,Antonio Brown,Jack Doyle,Jonathan Taylor,Indianapolis Colts
Tom Brady,Cam Akers,Jonathan Taylor,Stefon Diggs,Zach Pascal,Chris Godwin,Logan Thomas,Cam Sims,Los Angeles Rams
Russell Wilson,Cam Akers,Ronald Jones,Stefon Diggs,D.K. Metcalf,Cole Beasley,Tyler Higbee,Antonio Brown,Buffalo Bills
Josh Allen,Nyheim Hines,Zack Moss,T.Y. Hilton,Stefon Diggs,Tyler Lockett,Jack Doyle,Chris Godwin,Tampa Bay Buccaneers
Philip Rivers,Chris Carson,Ronald Jones,T.Y. Hilton,Tyler Lockett,Cole Beasley,Logan Thomas,Jonathan Taylor,Seattle Seahawks
Josh Allen,Jonathan Taylor,Leonard Fournette,T.Y. Hilton,Stefon Diggs,Cole Beasley,Gerald Everett,Antonio Brown,Los Angeles Rams
Josh Allen,Chris Carson,Jonathan Taylor,Robert Woods,D.K. Metcalf,Zach Pascal,Jacob Hollister,Cole Beasley,Tampa Bay Buccaneers
Josh Allen,Cam Akers,Jonathan Taylor,Terry McLaurin,Tyler Lockett,Cole Beasley,Mo Alie-Cox,Cooper Kupp,Washington Football Team
Tom Brady,Chris Carson,Ronald Jones,Stefon Diggs,D.K. Metcalf,Cam Sims,Rob Gronkowski,Mike Evans,Seattle Seahawks
