QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Josh Allen,Cam Akers,Chris Carson,T.Y. Hilton,Stefon Diggs,John Brown,Logan Thomas,D.K. Metcalf,Washington Football Team
Josh Allen,Antonio Gibson,Ronald Jones,T.Y. Hilton,Stefon Diggs,John Brown,Logan Thomas,Terry McLaurin,Seattle Seahawks
Josh Allen,Cam Akers,Chris Carson,T.Y. Hilton,Stefon Diggs,Robert Woods,Tyler Higbee,Ronald Jones,Tampa Bay Buccaneers
Josh Allen,Cam Akers,Antonio Gibson,T.Y. Hilton,Stefon Diggs,John Brown,Tyler Higbee,Jonathan Taylor,Los Angeles Rams
Josh Allen,Cam Akers,Chris Carson,Stefon Diggs,Robert Woods,Terry McLaurin,Jack Doyle,Antonio Gibson,Washington Football Team
Josh Allen,Cam Akers,Nyheim Hines,T.Y. Hilton,Stefon Diggs,Robert Woods,Logan Thomas,Cooper Kupp,Los Angeles Rams
Josh Allen,Chris Carson,Antonio Gibson,T.Y. Hilton,Stefon Diggs,D.K. Metcalf,Rob Gronkowski,Nyheim Hines,Seattle Seahawks
Josh Allen,Cam Akers,Jonathan Taylor,Stefon Diggs,John Brown,Robert Woods,Rob Gronkowski,Zach Pascal,Tampa Bay Buccaneers
Josh Allen,Cam Akers,Nyheim Hines,T.Y. Hilton,Stefon Diggs,D.K. Metcalf,Jack Doyle,Tyler Lockett,Tampa Bay Buccaneers
Josh Allen,Chris Carson,Jonathan Taylor,T.Y. Hilton,Stefon Diggs,John Brown,Dawson Knox,Cole Beasley,Seattle Seahawks
Josh Allen,Cam Akers,Jonathan Taylor,T.Y. Hilton,Stefon Diggs,Robert Woods,Dawson Knox,J.D. McKissic,Washington Football Team
Russell Wilson,Cam Akers,Jonathan Taylor,T.Y. Hilton,Stefon Diggs,John Brown,Gerald Everett,D.K. Metcalf,Tampa Bay Buccaneers
Josh Allen,Cam Akers,Chris Carson,Stefon Diggs,John Brown,Tyler Lockett,Trey Burton,Antonio Brown,Tampa Bay Buccaneers
Josh Allen,Cam Akers,Ronald Jones,T.Y. Hilton,Stefon Diggs,Terry McLaurin,Jack Doyle,Chris Godwin,Los Angeles Rams
Russell Wilson,Cam Akers,Antonio Gibson,Stefon Diggs,Robert Woods,D.K. Metcalf,Logan Thomas,Nyheim Hines,Washington Football Team
Josh Allen,Chris Carson,J.D. McKissic,T.Y. Hilton,Stefon Diggs,Terry McLaurin,Jack Doyle,Tyler Lockett,Seattle Seahawks
Josh Allen,Cam Akers,Antonio Gibson,Stefon Diggs,Terry McLaurin,Zach Pascal,Logan Thomas,Antonio Brown,Los Angeles Rams
Philip Rivers,Cam Akers,Antonio Gibson,T.Y. Hilton,Stefon Diggs,Terry McLaurin,Logan Thomas,Tyler Lockett,Washington Football Team
Josh Allen,Jonathan Taylor,J.D. McKissic,T.Y. Hilton,Stefon Diggs,D.K. Metcalf,Logan Thomas,Trey Burton,Seattle Seahawks
Josh Allen,Cam Akers,Jonathan Taylor,Stefon Diggs,John Brown,Terry McLaurin,Trey Burton,Cole Beasley,Washington Football Team
