QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Josh Allen,Cam Akers,Chris Carson,T.Y. Hilton,Stefon Diggs,John Brown,Logan Thomas,D.K. Metcalf,Washington Football Team
Josh Allen,Antonio Gibson,Ronald Jones,Stefon Diggs,Terry McLaurin,Tyler Lockett,Jack Doyle,Nyheim Hines,Seattle Seahawks
Russell Wilson,Cam Akers,Ronald Jones,T.Y. Hilton,Robert Woods,Tyler Lockett,Tyler Higbee,Jonathan Taylor,Tampa Bay Buccaneers
Tom Brady,Cam Akers,J.D. McKissic,Stefon Diggs,Robert Woods,Terry McLaurin,Gerald Everett,Chris Godwin,Los Angeles Rams
Philip Rivers,Antonio Gibson,Jonathan Taylor,T.Y. Hilton,Cole Beasley,Antonio Brown,Logan Thomas,Chris Godwin,Seattle Seahawks
Russell Wilson,Chris Carson,Antonio Gibson,Robert Woods,Terry McLaurin,D.K. Metcalf,Rob Gronkowski,Antonio Brown,Indianapolis Colts
Josh Allen,Jonathan Taylor,Zack Moss,Stefon Diggs,Zach Pascal,Antonio Brown,Dawson Knox,Cooper Kupp,Tampa Bay Buccaneers
Tom Brady,Antonio Gibson,Ronald Jones,John Brown,Robert Woods,Cooper Kupp,Logan Thomas,Mike Evans,Buffalo Bills
Tom Brady,Chris Carson,Jonathan Taylor,Stefon Diggs,Cam Sims,Mike Evans,Rob Gronkowski,Leonard Fournette,Seattle Seahawks
Josh Allen,Chris Carson,Nyheim Hines,Robert Woods,Cole Beasley,Chris Godwin,Trey Burton,Mike Evans,Tampa Bay Buccaneers
Russell Wilson,Chris Carson,J.D. McKissic,Stefon Diggs,Tyler Lockett,Cole Beasley,Jacob Hollister,Cooper Kupp,Buffalo Bills
Jared Goff,Cam Akers,Jonathan Taylor,D.K. Metcalf,Chris Godwin,Cooper Kupp,Will Dissly,Mike Evans,Indianapolis Colts
Philip Rivers,Ronald Jones,Devin Singletary,Stefon Diggs,D.K. Metcalf,Chris Godwin,Rob Gronkowski,Michael Pittman,Tampa Bay Buccaneers
Josh Allen,Jonathan Taylor,Devin Singletary,John Brown,Terry McLaurin,Michael Pittman,Tyler Higbee,Mike Evans,Los Angeles Rams
Jared Goff,Antonio Gibson,Jonathan Taylor,Stefon Diggs,Robert Woods,Josh Reynolds,Jacob Hollister,Devin Singletary,Washington Football Team
Philip Rivers,Jonathan Taylor,J.D. McKissic,Terry McLaurin,D.K. Metcalf,Tyler Lockett,Dawson Knox,Trey Burton,Washington Football Team
Jared Goff,Cam Akers,Zack Moss,Terry McLaurin,Tyler Lockett,Antonio Brown,Logan Thomas,Josh Reynolds,Buffalo Bills
Josh Allen,Ronald Jones,J.D. McKissic,T.Y. Hilton,Cole Beasley,Cam Sims,Rob Gronkowski,Zack Moss,Los Angeles Rams
Philip Rivers,Nyheim Hines,Leonard Fournette,T.Y. Hilton,Stefon Diggs,Cooper Kupp,Tyler Higbee,Josh Reynolds,Los Angeles Rams
Tom Brady,Chris Carson,Malcolm Brown,Tyler Lockett,Zach Pascal,Chris Godwin,Logan Thomas,Tyler Higbee,Indianapolis Colts
