QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Josh Allen,Cam Akers,Chris Carson,T.Y. Hilton,Stefon Diggs,John Brown,Logan Thomas,D.K. Metcalf,Washington Football Team
Josh Allen,Cam Akers,Antonio Gibson,T.Y. Hilton,Stefon Diggs,Robert Woods,Tyler Higbee,Terry McLaurin,Los Angeles Rams
Josh Allen,Antonio Gibson,Ronald Jones,T.Y. Hilton,Stefon Diggs,John Brown,Dawson Knox,Jonathan Taylor,Seattle Seahawks
Josh Allen,Cam Akers,Ronald Jones,Stefon Diggs,John Brown,Robert Woods,Jack Doyle,Tyler Lockett,Tampa Bay Buccaneers
Josh Allen,Antonio Gibson,Nyheim Hines,Stefon Diggs,Terry McLaurin,D.K. Metcalf,Logan Thomas,Zach Pascal,Seattle Seahawks
Philip Rivers,Cam Akers,Chris Carson,T.Y. Hilton,Stefon Diggs,Robert Woods,Dawson Knox,Jonathan Taylor,Tampa Bay Buccaneers
Josh Allen,Chris Carson,J.D. McKissic,T.Y. Hilton,Stefon Diggs,Terry McLaurin,Jack Doyle,Tyler Lockett,Seattle Seahawks
Josh Allen,Chris Carson,Ronald Jones,T.Y. Hilton,Stefon Diggs,Chris Godwin,Tyler Higbee,Nyheim Hines,Tampa Bay Buccaneers
Russell Wilson,Cam Akers,Chris Carson,Robert Woods,Terry McLaurin,D.K. Metcalf,Logan Thomas,Antonio Gibson,Indianapolis Colts
Russell Wilson,Cam Akers,Jonathan Taylor,Stefon Diggs,John Brown,Robert Woods,Jacob Hollister,Terry McLaurin,Washington Football Team
Philip Rivers,Chris Carson,Antonio Gibson,T.Y. Hilton,Stefon Diggs,Cole Beasley,Logan Thomas,Chris Godwin,Seattle Seahawks
Josh Allen,Cam Akers,Jonathan Taylor,Stefon Diggs,D.K. Metcalf,Zach Pascal,Trey Burton,Cole Beasley,Tampa Bay Buccaneers
Russell Wilson,Cam Akers,Ronald Jones,T.Y. Hilton,Stefon Diggs,D.K. Metcalf,Rob Gronkowski,Cooper Kupp,Tampa Bay Buccaneers
Tom Brady,Cam Akers,Chris Carson,Stefon Diggs,John Brown,Terry McLaurin,Rob Gronkowski,Antonio Gibson,Buffalo Bills
Josh Allen,Chris Carson,Antonio Gibson,Stefon Diggs,Robert Woods,Zach Pascal,Jack Doyle,Jonathan Taylor,Washington Football Team
Tom Brady,Cam Akers,Ronald Jones,T.Y. Hilton,Stefon Diggs,Chris Godwin,Logan Thomas,J.D. McKissic,Los Angeles Rams
Russell Wilson,Cam Akers,Antonio Gibson,Stefon Diggs,Tyler Lockett,Cooper Kupp,Logan Thomas,Nyheim Hines,Washington Football Team
Josh Allen,Cam Akers,Jonathan Taylor,John Brown,Robert Woods,Zach Pascal,Logan Thomas,Chris Godwin,Los Angeles Rams
Josh Allen,Cam Akers,Jonathan Taylor,T.Y. Hilton,John Brown,Antonio Brown,Tyler Higbee,Cooper Kupp,Tampa Bay Buccaneers
Philip Rivers,Chris Carson,Jonathan Taylor,Stefon Diggs,John Brown,D.K. Metcalf,Jack Doyle,Antonio Brown,Seattle Seahawks
