QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Russell Wilson,Carlos Hyde,Duke Johnson,Curtis Samuel,Tyler Lockett,DeAndre Hopkins,Darren Waller,Giovani Bernard,Cincinnati Bengals
Deshaun Watson,Carlos Hyde,James Conner,Curtis Samuel,Brandin Cooks,Keenan Allen,Dallas Goedert,Davante Adams,Washington Football Team
Derek Carr,Carlos Hyde,Antonio Gibson,Robby Anderson,D.J. Moore,Keenan Allen,Darren Waller,D.K. Metcalf,Denver Broncos
Justin Herbert,Duke Johnson,Kalen Ballage,Curtis Samuel,Robby Anderson,Keenan Allen,Noah Fant,Terry McLaurin,Detroit Lions
Russell Wilson,Kalen Ballage,James Conner,Jakeem Grant,Brandin Cooks,D.K. Metcalf,Logan Thomas,DeAndre Hopkins,Detroit Lions
Justin Herbert,D'Andre Swift,Aaron Jones,Jakeem Grant,Brandin Cooks,Tyler Boyd,Darren Waller,Keenan Allen,Cincinnati Bengals
Kyler Murray,Carlos Hyde,James Conner,Tyler Boyd,Terry McLaurin,D.K. Metcalf,Noah Fant,Larry Fitzgerald,Cincinnati Bengals
Derek Carr,James Conner,D'Andre Swift,Curtis Samuel,DeVante Parker,Terry McLaurin,Darren Waller,Mike Davis,Las Vegas Raiders
Russell Wilson,Duke Johnson,D'Andre Swift,Keenan Allen,DeVante Parker,D.K. Metcalf,Dallas Goedert,Larry Fitzgerald,Houston Texans
Justin Herbert,Carlos Hyde,James Conner,Robby Anderson,Tyler Lockett,Cooper Kupp,Hunter Henry,D'Andre Swift,Jacksonville Jaguars
Deshaun Watson,Kalen Ballage,Aaron Jones,Curtis Samuel,D.J. Moore,Cooper Kupp,Darren Waller,Will Fuller,Jacksonville Jaguars
Deshaun Watson,Duke Johnson,Antonio Gibson,Brandin Cooks,D.K. Metcalf,Cooper Kupp,Austin Hooper,Mike Davis,Cincinnati Bengals
Kyler Murray,Antonio Gibson,Aaron Jones,Curtis Samuel,Tyler Lockett,Keenan Allen,Logan Thomas,Larry Fitzgerald,Carolina Panthers
P.J. Walker,Duke Johnson,James Conner,Robby Anderson,Davante Adams,Kenny Golladay,Logan Thomas,Aaron Jones,Cincinnati Bengals
Derek Carr,Duke Johnson,Kalen Ballage,A.J. Green,Brandin Cooks,Davante Adams,Darren Waller,Michael Thomas,Miami Dolphins
Deshaun Watson,Carlos Hyde,Duke Johnson,DeVante Parker,Terry McLaurin,Will Fuller,Logan Thomas,Alvin Kamara,Denver Broncos
Deshaun Watson,Melvin Gordon,James Robinson,Brandin Cooks,Robby Anderson,Tyler Lockett,Darren Waller,DeVante Parker,Detroit Lions
Kyler Murray,DeeJay Dallas,Melvin Gordon,Curtis Samuel,Robby Anderson,D.K. Metcalf,Dallas Goedert,DeAndre Hopkins,Jacksonville Jaguars
Russell Wilson,James Conner,Melvin Gordon,D.J. Moore,Tyler Lockett,Larry Fitzgerald,Austin Hooper,Davante Adams,Denver Broncos
Justin Herbert,Antonio Gibson,Giovani Bernard,Curtis Samuel,D.J. Moore,DeVante Parker,Hunter Henry,Davante Adams,Houston Texans
