Player_Name,Salary,Team,Pos,Opp,Proj_FP
Kyler Murray,0,ARI,QB,PHI,0
Jalen Hurts,0,PHI,QB,ARI,0
Emmanuel Sanders,5600,NOS,WR,KCC,13.95
Drew Brees,9800,NOS,QB,KCC,19.44
Jared Goff,0,LAR,QB,NYJ,0
Patrick Mahomes,13200,KCC,QB,NOS,25.23
Tre'Quan Smith,3000,NOS,WR,KCC,10.07
Alvin Kamara,9400,NOS,RB,KCC,22.97
Jared Cook,5000,NOS,TE,KCC,10.08
Arizona Cardinals,0,ARI,DST,PHI,0
Cam Akers,0,LAR,RB,NYJ,0
Denzel Mims,0,NYJ,WR,LAR,0
Breshad Perriman,0,NYJ,WR,LAR,0
Philadelphia Eagles,0,PHI,DST,ARI,0
Dallas Goedert,0,PHI,TE,ARI,0
Josh Reynolds,0,LAR,WR,NYJ,0
Sam Darnold,0,NYJ,QB,LAR,0
Larry Fitzgerald,0,ARI,WR,PHI,0
Jamison Crowder,0,NYJ,WR,LAR,0
DeAndre Hopkins,0,ARI,WR,PHI,0
Robert Woods,0,LAR,WR,NYJ,0
Christian Kirk,0,ARI,WR,PHI,0
Travis Kelce,11000,KCC,TE,NOS,19.38
Los Angeles Rams,0,LAR,DST,NYJ,0
Kenyan Drake,0,ARI,RB,PHI,0
Chase Edmonds,0,ARI,RB,PHI,0
Zach Ertz,0,PHI,TE,ARI,0
Tyreek Hill,10800,KCC,WR,NOS,20.57
Cooper Kupp,0,LAR,WR,NYJ,0
Clyde Edwards-Helaire,7200,KCC,RB,NOS,13.31
Miles Sanders,0,PHI,RB,ARI,0
Sammy Watkins,6400,KCC,WR,NOS,10.32
Kansas City Chiefs,4000,KCC,DST,NOS,7.21
Gerald Everett,0,LAR,TE,NYJ,0
Jalen Reagor,0,PHI,WR,ARI,0
Greg Ward,0,PHI,WR,ARI,0
New York Jets,0,NYJ,DST,LAR,0
Demarcus Robinson,1000,KCC,WR,NOS,6.38
Tyler Higbee,0,LAR,TE,NYJ,0
New Orleans Saints,3200,NOS,DST,KCC,5.38
Latavius Murray,2000,NOS,RB,KCC,8.44
Frank Gore,0,NYJ,RB,LAR,0
Alshon Jeffery,0,PHI,WR,ARI,0
Ty Johnson,0,NYJ,RB,LAR,0
Mecole Hardman,4600,KCC,WR,NOS,5.48
Dan Arnold,0,ARI,TE,PHI,0
Chris Herndon,0,NYJ,TE,LAR,0
Le'Veon Bell,1400,KCC,RB,NOS,5.52
Travis Fulgham,0,PHI,WR,ARI,0
Maxx Williams,0,ARI,TE,PHI,0
KeeSean Johnson,0,ARI,WR,PHI,0
Darrell Henderson,0,LAR,RB,NYJ,0
Josh Adams,0,NYJ,RB,LAR,0
Malcolm Brown,0,LAR,RB,NYJ,0
Adam Trautman,800,NOS,TE,KCC,2.44
Boston Scott,0,PHI,RB,ARI,0
Richard Rodgers,0,PHI,TE,ARI,0
Ryan Griffin,0,NYJ,TE,LAR,0
Josh Hill,600,NOS,TE,KCC,1.81
Van Jefferson,0,LAR,WR,NYJ,0
Juwan Johnson,200,NOS,WR,KCC,2.02
Braxton Berrios,0,NYJ,WR,LAR,0
Darrel Williams,200,KCC,RB,NOS,2.17
Quez Watkins,0,PHI,WR,ARI,0
Jeff Smith,0,NYJ,WR,LAR,0
Taysom Hill,9800,NOS,QB,KCC,2.80
Tommylee Lewis,200,NOS,WR,KCC,1.12
Byron Pringle,200,KCC,WR,NOS,1.09
Trent Sherfield,0,ARI,WR,PHI,0
Deon Yelder,200,KCC,TE,NOS,0.79
Nick Keizer,200,KCC,TE,NOS,0.77
Corey Clement,0,PHI,RB,ARI,0
Seth DeValve,0,ARI,TE,PHI,0
Dwayne Washington,200,NOS,RB,KCC,0.27
Jonathan Ward,0,ARI,RB,PHI,0
Nsimba Webster,0,LAR,WR,NYJ,0
