C,C,W,W,W,D,D,G,UTIL,,Instructions,,,,,,,,
,,,,,,,,,,D,Travis Hamonic (16198770),Travis Hamonic,16198770,D/UTIL,3600,MON@VAN 01/20/2021 10:00PM ET,VAN,7.08
,,,,,,,,,,D,Justin Faulk (16198808),Justin Faulk,16198808,D/UTIL,3500,SJ@STL 01/20/2021 09:00PM ET,STL,11.67
,,,,,,,,,,LW,John Leonard (16199293),John Leonard,16199293,W/UTIL,3500,SJ@STL 01/20/2021 09:00PM ET,SJ,7.7
,,,,,,,,,,D,Kevin Shattenkirk (16198719),Kevin Shattenkirk,16198719,D/UTIL,3500,MIN@ANH 01/20/2021 09:30PM ET,ANH,5.1
,,,,,,,,,,C,Joel Eriksson Ek (16199090),Joel Eriksson Ek,16199090,C/UTIL,3500,MIN@ANH 01/20/2021 09:30PM ET,MIN,8.33
,,,,,,,,,,RW,Jake Virtanen (16199025),Jake Virtanen,16199025,W/UTIL,3500,MON@VAN 01/20/2021 10:00PM ET,VAN,5.12
,,,,,,,,,,LW,Zach Sanford (16198995),Zach Sanford,16198995,W/UTIL,3400,SJ@STL 01/20/2021 09:00PM ET,STL,6.47
,,,,,,,,,,C,Noah Gregor (16199178),Noah Gregor,16199178,C/UTIL,3400,SJ@STL 01/20/2021 09:00PM ET,SJ,4.37
,,,,,,,,,,D,Jordan Oesterle (16199011),Jordan Oesterle,16199011,D/UTIL,3400,ARI@VGK 01/20/2021 10:00PM ET,ARI,4.6
,,,,,,,,,,RW,Alex Tuch (16199031),Alex Tuch,16199031,W/UTIL,3400,ARI@VGK 01/20/2021 10:00PM ET,VGK,6.2
,,,,,,,,,,D,Brett Kulak (16198933),Brett Kulak,16198933,D/UTIL,3400,MON@VAN 01/20/2021 10:00PM ET,MON,8.27
,,,,,,,,,,D,Marc-Edouard Vlasic (16198693),Marc-Edouard Vlasic,16198693,D/UTIL,3300,SJ@STL 01/20/2021 09:00PM ET,SJ,4.1
,,,,,,,,,,D,Mario Ferraro (16199230),Mario Ferraro,16199230,D/UTIL,3300,SJ@STL 01/20/2021 09:00PM ET,SJ,6.83
,,,,,,,,,,RW,Marcus Foligno (16198772),Marcus Foligno,16198772,W/UTIL,3300,MIN@ANH 01/20/2021 09:30PM ET,MIN,4.33
,,,,,,,,,,C,Nick Bonino (16198780),Nick Bonino,16198780,C/UTIL,3300,MIN@ANH 01/20/2021 09:30PM ET,MIN,1.93
,,,,,,,,,,C,Robert Thomas (16199224),Robert Thomas,16199224,C/UTIL,3200,SJ@STL 01/20/2021 09:00PM ET,STL,4.77
,,,,,,,,,,LW,Tyler Motte (16199003),Tyler Motte,16199003,W/UTIL,3200,MON@VAN 01/20/2021 10:00PM ET,VAN,7.12
,,,,,,,,,,LW,Ryan Donato (16199044),Ryan Donato,16199044,W/UTIL,3100,SJ@STL 01/20/2021 09:00PM ET,SJ,6.77
,,,,,,,,,,C,Sam Steel (16199164),Sam Steel,16199164,C/UTIL,3100,MIN@ANH 01/20/2021 09:30PM ET,ANH,5.27
,,,,,,,,,,RW,Brandon Sutter (16198717),Brandon Sutter,16198717,W/UTIL,3100,MON@VAN 01/20/2021 10:00PM ET,VAN,3.65
,,,,,,,,,,D,Tyler Myers (16198735),Tyler Myers,16198735,D/UTIL,3100,MON@VAN 01/20/2021 10:00PM ET,VAN,8.98
,,,,,,,,,,D,Ben Chiarot (16198794),Ben Chiarot,16198794,D/UTIL,3100,MON@VAN 01/20/2021 10:00PM ET,MON,3.73
,,,,,,,,,,LW,Lawson Crouse (16199088),Lawson Crouse,16199088,W/UTIL,3000,ARI@VGK 01/20/2021 10:00PM ET,ARI,2.3
,,,,,,,,,,RW,Mats Zuccarello (16198791),Mats Zuccarello,16198791,W/UTIL,3000,MIN@ANH 01/20/2021 09:30PM ET,MIN,0
,,,,,,,,,,D,Cam Fowler (16198796),Cam Fowler,16198796,D/UTIL,3000,MIN@ANH 01/20/2021 09:30PM ET,ANH,3.73
,,,,,,,,,,C,Victor Rask (16198869),Victor Rask,16198869,C/UTIL,3000,MIN@ANH 01/20/2021 09:30PM ET,MIN,4.33
,,,,,,,,,,D,Greg Pateryn (16198898),Greg Pateryn,16198898,D/UTIL,3000,MIN@ANH 01/20/2021 09:30PM ET,MIN,4.27
,,,,,,,,,,C,Jesperi Kotkaniemi (16199273),Jesperi Kotkaniemi,16199273,C/UTIL,3000,MON@VAN 01/20/2021 10:00PM ET,MON,6.23
,,,,,,,,,,D,Vince Dunn (16199104),Vince Dunn,16199104,D/UTIL,2900,SJ@STL 01/20/2021 09:00PM ET,STL,2.87
,,,,,,,,,,D,Brayden McNabb (16198834),Brayden McNabb,16198834,D/UTIL,2900,ARI@VGK 01/20/2021 10:00PM ET,VGK,4.67
,,,,,,,,,,C,Nick Bjugstad (16198802),Nick Bjugstad,16198802,C/UTIL,2900,MIN@ANH 01/20/2021 09:30PM ET,MIN,3.37
,,,,,,,,,,RW,Joel Armia (16198858),Joel Armia,16198858,W/UTIL,2900,MON@VAN 01/20/2021 10:00PM ET,MON,1.43
,,,,,,,,,,C,Adam Gaudette (16199131),Adam Gaudette,16199131,C/UTIL,2900,MON@VAN 01/20/2021 10:00PM ET,VAN,6.62
,,,,,,,,,,RW,Jordan Kyrou (16199166),Jordan Kyrou,16199166,W/UTIL,2800,SJ@STL 01/20/2021 09:00PM ET,STL,10.33
,,,,,,,,,,C,Tomas Nosek (16199023),Tomas Nosek,16199023,C/UTIL,2800,ARI@VGK 01/20/2021 10:00PM ET,VGK,5.7
,,,,,,,,,,LW,Barrett Hayton (16199275),Barrett Hayton,16199275,W/UTIL,2800,ARI@VGK 01/20/2021 10:00PM ET,ARI,4.33
,,,,,,,,,,D,Ben Hutton (16198941),Ben Hutton,16198941,D/UTIL,2800,MIN@ANH 01/20/2021 09:30PM ET,ANH,0
,,,,,,,,,,RW,Tyler Bozak (16198746),Tyler Bozak,16198746,W/UTIL,2700,SJ@STL 01/20/2021 09:00PM ET,STL,4.7
,,,,,,,,,,D,Jason Demers (16198741),Jason Demers,16198741,D/UTIL,2700,ARI@VGK 01/20/2021 10:00PM ET,ARI,3.17
,,,,,,,,,,LW,Drake Caggiula (16199154),Drake Caggiula,16199154,W/UTIL,2700,ARI@VGK 01/20/2021 10:00PM ET,ARI,3.87
,,,,,,,,,,C,Cody Glass (16199220),Cody Glass,16199220,C/UTIL,2700,ARI@VGK 01/20/2021 10:00PM ET,VGK,3.25
,,,,,,,,,,LW,Sonny Milano (16199029),Sonny Milano,16199029,W/UTIL,2700,MIN@ANH 01/20/2021 09:30PM ET,ANH,6
,,,,,,,,,,D,Niklas Hjalmarsson (16198711),Niklas Hjalmarsson,16198711,D/UTIL,2600,ARI@VGK 01/20/2021 10:00PM ET,ARI,2.23
,,,,,,,,,,LW,Nicolas Roy (16199119),Nicolas Roy,16199119,W/UTIL,2600,ARI@VGK 01/20/2021 10:00PM ET,VGK,5.4
,,,,,,,,,,D,Zach Whitecloud (16199261),Zach Whitecloud,16199261,D/UTIL,2600,ARI@VGK 01/20/2021 10:00PM ET,VGK,6.53
,,,,,,,,,,C,Derek Grant (16198840),Derek Grant,16198840,C/UTIL,2600,MIN@ANH 01/20/2021 09:30PM ET,ANH,3.73
,,,,,,,,,,LW,Jordan Greenway (16199100),Jordan Greenway,16199100,W/UTIL,2600,MIN@ANH 01/20/2021 09:30PM ET,MIN,5.2
,,,,,,,,,,C,Patrick Marleau (16198665),Patrick Marleau,16198665,C/UTIL,2500,SJ@STL 01/20/2021 09:00PM ET,SJ,0.93
,,,,,,,,,,D,Jay Bouwmeester (16198667),Jay Bouwmeester,16198667,D/UTIL,2500,SJ@STL 01/20/2021 09:00PM ET,STL,0
,,,,,,,,,,LW,Alexander Steen (16198669),Alexander Steen,16198669,W/UTIL,2500,SJ@STL 01/20/2021 09:00PM ET,STL,0
,,,,,,,,,,RW,Troy Brouwer (16198697),Troy Brouwer,16198697,W/UTIL,2500,SJ@STL 01/20/2021 09:00PM ET,STL,0
,,,,,,,,,,D,Marco Scandella (16198748),Marco Scandella,16198748,D/UTIL,2500,SJ@STL 01/20/2021 09:00PM ET,STL,0.93
,,,,,,,,,,D,Carl Gunnarsson (16198751),Carl Gunnarsson,16198751,D/UTIL,2500,SJ@STL 01/20/2021 09:00PM ET,STL,9.1
,,,,,,,,,,D,Robert Bortuzzo (16198765),Robert Bortuzzo,16198765,D/UTIL,2500,SJ@STL 01/20/2021 09:00PM ET,STL,2.05
,,,,,,,,,,LW,Kyle Clifford (16198768),Kyle Clifford,16198768,W/UTIL,2500,SJ@STL 01/20/2021 09:00PM ET,STL,3.83
,,,,,,,,,,RW,Marcus Sorensen (16198820),Marcus Sorensen,16198820,W/UTIL,2500,SJ@STL 01/20/2021 09:00PM ET,SJ,3.23
,,,,,,,,,,D,Tim Heed (16198822),Tim Heed,16198822,D/UTIL,2500,SJ@STL 01/20/2021 09:00PM ET,SJ,0
,,,,,,,,,,D,Dalton Prout (16198830),Dalton Prout,16198830,D/UTIL,2500,SJ@STL 01/20/2021 09:00PM ET,SJ,0
,,,,,,,,,,LW,Stefan Noesen (16198860),Stefan Noesen,16198860,W/UTIL,2500,SJ@STL 01/20/2021 09:00PM ET,SJ,0
,,,,,,,,,,RW,Matt Nieto (16198873),Matt Nieto,16198873,W/UTIL,2500,SJ@STL 01/20/2021 09:00PM ET,SJ,1.93
,,,,,,,,,,D,Fredrik Claesson (16198888),Fredrik Claesson,16198888,D/UTIL,2500,SJ@STL 01/20/2021 09:00PM ET,SJ,0
,,,,,,,,,,LW,MacKenzie MacEachern (16198922),MacKenzie MacEachern,16198922,W/UTIL,2500,SJ@STL 01/20/2021 09:00PM ET,STL,0
,,,,,,,,,,D,Trevor Carrick (16198935),Trevor Carrick,16198935,D/UTIL,2500,SJ@STL 01/20/2021 09:00PM ET,SJ,0
,,,,,,,,,,D,Jake Dotchin (16198943),Jake Dotchin,16198943,D/UTIL,2500,SJ@STL 01/20/2021 09:00PM ET,STL,0
,,,,,,,,,,D,Petteri Lindbohm (16198947),Petteri Lindbohm,16198947,D/UTIL,2500,SJ@STL 01/20/2021 09:00PM ET,STL,0
,,,,,,,,,,D,Jaycob Megna (16198951),Jaycob Megna,16198951,D/UTIL,2500,SJ@STL 01/20/2021 09:00PM ET,SJ,0
,,,,,,,,,,LW,Curtis McKenzie (16198956),Curtis McKenzie,16198956,W/UTIL,2500,SJ@STL 01/20/2021 09:00PM ET,STL,0
