QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Josh Allen,Mike Davis,Aaron Jones,DeVante Parker,Stefon Diggs,DeAndre Hopkins,Dawson Knox,Duke Johnson,New Orleans Saints
Kyler Murray,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,Larry Fitzgerald,Dallas Goedert,Christian Kirk,New Orleans Saints
Josh Allen,Mike Davis,Aaron Jones,Stefon Diggs,Larry Fitzgerald,John Brown,Hunter Henry,Alvin Kamara,Los Angeles Rams
Justin Herbert,Mike Davis,Aaron Jones,Jakeem Grant,Tyler Lockett,Keenan Allen,Hunter Henry,Alvin Kamara,New Orleans Saints
Russell Wilson,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,Cooper Kupp,Jacob Hollister,Duke Johnson,Detroit Lions
Tua Tagovailoa,Mike Davis,Aaron Jones,DeVante Parker,Tyler Lockett,Stefon Diggs,Mike Gesicki,Keenan Allen,Cleveland Browns
Jared Goff,Mike Davis,Aaron Jones,Tyler Lockett,Josh Reynolds,Michael Thomas,Noah Fant,Cooper Kupp,New Orleans Saints
Kyler Murray,Mike Davis,Aaron Jones,Stefon Diggs,Robby Anderson,Curtis Samuel,Dan Arnold,DeAndre Hopkins,Los Angeles Rams
Drew Lock,Mike Davis,Aaron Jones,Stefon Diggs,Robby Anderson,Jerry Jeudy,Noah Fant,Darren Waller,New Orleans Saints
Kyler Murray,Mike Davis,Duke Johnson,Stefon Diggs,Keenan Allen,Larry Fitzgerald,Hunter Henry,DeAndre Hopkins,Detroit Lions
Josh Allen,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,Michael Thomas,Dan Arnold,Cole Beasley,Miami Dolphins
Ben Roethlisberger,Mike Davis,Aaron Jones,Stefon Diggs,Diontae Johnson,JuJu Smith-Schuster,Drew Sample,Alvin Kamara,New Orleans Saints
Josh Allen,Mike Davis,Duke Johnson,Tyler Lockett,Stefon Diggs,John Brown,Noah Fant,Christian Kirk,Philadelphia Eagles
Aaron Rodgers,Mike Davis,Aaron Jones,Tyler Lockett,Keelan Cole,Davante Adams,Robert Tonyan,Duke Johnson,New Orleans Saints
Teddy Bridgewater,Mike Davis,Aaron Jones,D.J. Moore,Robby Anderson,Chris Godwin,Dallas Goedert,Alvin Kamara,New Orleans Saints
Derek Carr,Mike Davis,Aaron Jones,Tyler Lockett,Jerry Jeudy,Henry Ruggs,Darren Waller,Alvin Kamara,Miami Dolphins
Josh Allen,Mike Davis,D'Andre Swift,Stefon Diggs,Robby Anderson,DeAndre Hopkins,Dallas Goedert,John Brown,Detroit Lions
Kyler Murray,Mike Davis,Aaron Jones,DeVante Parker,Larry Fitzgerald,DeAndre Hopkins,Darren Waller,John Brown,Cleveland Browns
Tua Tagovailoa,Mike Davis,Aaron Jones,Jakeem Grant,DeVante Parker,Michael Thomas,Hunter Henry,Davante Adams,Pittsburgh Steelers
Justin Herbert,Mike Davis,Duke Johnson,DeVante Parker,Keenan Allen,Cooper Kupp,Hunter Henry,Davante Adams,Los Angeles Rams
