QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Kyler Murray,Mike Davis,Duke Johnson,Stefon Diggs,Larry Fitzgerald,DeAndre Hopkins,Evan Engram,Aaron Jones,Los Angeles Rams
Russell Wilson,Mike Davis,Duke Johnson,Tyler Lockett,Keenan Allen,Cooper Kupp,Jacob Hollister,Aaron Jones,New Orleans Saints
Josh Allen,Mike Davis,Aaron Jones,DeVante Parker,Stefon Diggs,John Brown,Noah Fant,Christian Kirk,New Orleans Saints
Justin Herbert,Mike Davis,Aaron Jones,Jakeem Grant,Stefon Diggs,Keenan Allen,Hunter Henry,Alvin Kamara,Denver Broncos
Josh Allen,Mike Davis,D'Andre Swift,Tyler Lockett,Stefon Diggs,DeAndre Hopkins,Dallas Goedert,Cole Beasley,Miami Dolphins
Daniel Jones,Mike Davis,Aaron Jones,Davante Adams,Darius Slayton,Jalen Reagor,Evan Engram,Alvin Kamara,New Orleans Saints
Derek Carr,Mike Davis,Duke Johnson,Stefon Diggs,Davante Adams,Jerry Jeudy,Darren Waller,Henry Ruggs,New Orleans Saints
Jared Goff,Mike Davis,Alvin Kamara,Tyler Lockett,Stefon Diggs,Josh Reynolds,Evan Engram,Cooper Kupp,Houston Texans
Aaron Rodgers,Mike Davis,Aaron Jones,Tyler Lockett,Robby Anderson,Allen Lazard,Tyler Eifert,Davante Adams,Detroit Lions
Tua Tagovailoa,Mike Davis,Miles Sanders,DeVante Parker,Tyler Lockett,Stefon Diggs,Mike Gesicki,Keenan Allen,Philadelphia Eagles
Alex Smith,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,Terry McLaurin,Logan Thomas,Kenny Golladay,Green Bay Packers
Teddy Bridgewater,Mike Davis,Aaron Jones,D.J. Moore,Robby Anderson,Chris Godwin,Darren Waller,Miles Sanders,New Orleans Saints
Drew Lock,Mike Davis,Aaron Jones,Tyler Lockett,Jerry Jeudy,DeAndre Hopkins,Noah Fant,Darren Waller,Los Angeles Chargers
Josh Allen,Mike Davis,Miles Sanders,Stefon Diggs,Terry McLaurin,Larry Fitzgerald,Dawson Knox,Alvin Kamara,Los Angeles Chargers
Matthew Stafford,Mike Davis,Duke Johnson,Robby Anderson,Terry McLaurin,Kenny Golladay,T.J. Hockenson,Alvin Kamara,New Orleans Saints
Carson Wentz,Mike Davis,Duke Johnson,Tyler Lockett,Davante Adams,Travis Fulgham,Evan Engram,Dallas Goedert,Pittsburgh Steelers
Kyler Murray,Mike Davis,Alvin Kamara,Tyler Lockett,Larry Fitzgerald,Christian Kirk,Darren Waller,Cole Beasley,New Orleans Saints
Jared Goff,Mike Davis,Duke Johnson,Cooper Kupp,D.K. Metcalf,Robert Woods,Dallas Goedert,Miles Sanders,Miami Dolphins
Ben Roethlisberger,Mike Davis,Aaron Jones,Stefon Diggs,Diontae Johnson,Davante Adams,Drew Sample,Chase Claypool,Houston Texans
Josh Allen,Mike Davis,Duke Johnson,Robby Anderson,Davante Adams,DeAndre Hopkins,Dawson Knox,John Brown,Denver Broncos
