QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Josh Allen,Mike Davis,Aaron Jones,DeVante Parker,Stefon Diggs,DeAndre Hopkins,Dawson Knox,Duke Johnson,New Orleans Saints
Justin Herbert,Mike Davis,Aaron Jones,Jakeem Grant,Tyler Lockett,Keenan Allen,Hunter Henry,Alvin Kamara,New Orleans Saints
Kyler Murray,Mike Davis,Aaron Jones,Tyler Lockett,Stefon Diggs,Larry Fitzgerald,Noah Fant,Christian Kirk,Denver Broncos
Russell Wilson,Mike Davis,Aaron Jones,Tyler Lockett,Michael Thomas,Cooper Kupp,Jacob Hollister,Duke Johnson,Miami Dolphins
Josh Allen,Mike Davis,Alvin Kamara,Stefon Diggs,Keenan Allen,Larry Fitzgerald,Dallas Goedert,John Brown,Los Angeles Rams
Teddy Bridgewater,Mike Davis,Aaron Jones,D.J. Moore,Stefon Diggs,Robby Anderson,Darren Waller,Chris Godwin,Los Angeles Rams
Jared Goff,Mike Davis,Aaron Jones,Stefon Diggs,Josh Reynolds,Cooper Kupp,Hunter Henry,D.K. Metcalf,Los Angeles Chargers
Tua Tagovailoa,Mike Davis,Aaron Jones,DeVante Parker,Keenan Allen,Michael Thomas,Mike Gesicki,James Conner,Detroit Lions
Carson Wentz,Mike Davis,Aaron Jones,Davante Adams,Darius Slayton,Jalen Reagor,Dallas Goedert,Alvin Kamara,Detroit Lions
Drew Lock,Mike Davis,Aaron Jones,Terry McLaurin,Cooper Kupp,Jerry Jeudy,Noah Fant,Darren Waller,New Orleans Saints
Ben Roethlisberger,Mike Davis,Aaron Jones,Stefon Diggs,Diontae Johnson,JuJu Smith-Schuster,Drew Sample,Alvin Kamara,Cleveland Browns
Aaron Rodgers,Mike Davis,Aaron Jones,Keenan Allen,Keelan Cole,Davante Adams,Robert Tonyan,Duke Johnson,Los Angeles Chargers
Kyler Murray,Mike Davis,Aaron Jones,Terry McLaurin,DeAndre Hopkins,John Brown,Dan Arnold,Miles Sanders,Los Angeles Rams
Ben Roethlisberger,Mike Davis,Aaron Jones,Robby Anderson,A.J. Green,Davante Adams,Eric Ebron,Chase Claypool,New Orleans Saints
Jared Goff,Mike Davis,Duke Johnson,Tyler Lockett,Josh Reynolds,Davante Adams,Darren Waller,Robert Woods,New Orleans Saints
Josh Allen,Mike Davis,Aaron Jones,Michael Thomas,John Brown,Christian Kirk,Darren Waller,Cole Beasley,Houston Texans
Kyler Murray,Mike Davis,Duke Johnson,Larry Fitzgerald,DeAndre Hopkins,Cole Beasley,Darren Waller,Alvin Kamara,Detroit Lions
Alex Smith,Mike Davis,Aaron Jones,Stefon Diggs,Terry McLaurin,Davante Adams,Logan Thomas,Marvin Hall,Philadelphia Eagles
Derek Carr,Mike Davis,Alvin Kamara,Tyler Lockett,Stefon Diggs,Jerry Jeudy,Darren Waller,Henry Ruggs,Houston Texans
Matthew Stafford,Mike Davis,Aaron Jones,Robby Anderson,Terry McLaurin,Danny Amendola,T.J. Hockenson,Alvin Kamara,Miami Dolphins
