Player_Name,Salary,Team,Pos,Opp,Proj_FP,pown%
Drew Brees,10400,NOS,QB,CHI,19.14,17.40%
Mitchell Trubisky,9200,CHI,QB,NOS,16.98,13.00%
Michael Thomas,10000,NOS,WR,CHI,19.44,41.20%
Alvin Kamara,11200,NOS,RB,CHI,22.06,51.60%
Cole Kmet,5400,CHI,TE,NOS,7.77,9.20%
Allen Robinson,9600,CHI,WR,NOS,16.60,31.90%
David Montgomery,10200,CHI,RB,NOS,17.54,39.20%
Anthony Miller,3800,CHI,WR,NOS,8.08,26.40%
Emmanuel Sanders,8200,NOS,WR,CHI,10.56,12.80%
Chicago Bears,2800,CHI,DST,NOS,5.74,12.90%
Jared Cook,6800,NOS,TE,CHI,8.87,6.70%
New Orleans Saints,4800,NOS,DST,CHI,6.69,19.80%
Jimmy Graham,5000,CHI,TE,NOS,5.71,1.60%
Latavius Murray,4000,NOS,RB,CHI,7.47,9.50%
Marquez Callaway,2000,NOS,WR,CHI,4.90,1.80%
Cordarrelle Patterson,1000,CHI,WR,NOS,3.89,0.10%
Taysom Hill,6000,NOS,QB,CHI,6.29,0.10%
Javon Wims,200,CHI,WR,NOS,3.22,1.80%
Riley Ridley,200,CHI,WR,NOS,1.64,0.10%
Adam Trautman,600,NOS,TE,CHI,1.27,1.60%
Austin Carr,800,NOS,WR,CHI,0.96,0.10%
Lil'Jordan Humphrey,1800,NOS,WR,CHI,0.58,0.10%
Juwan Johnson,200,NOS,WR,CHI,0.52,0.10%
Ryan Nall,200,CHI,RB,NOS,0.48,0.10%
Artavis Pierce,200,CHI,RB,NOS,0.35,0.10%
Dwayne Washington,200,NOS,RB,CHI,0.33,0.10%
