Player_Name,Salary,Team,Pos,Opp,Proj_FP,pown%
CeeDee Lamb,11800,DAL,WR,PIT,18.2,
Dak Prescott,10800,DAL,QB,PIT,17.9,
Justin Fields,9800,PIT,QB,DAL,17.7,
George Pickens,9600,PIT,WR,DAL,13.4,
Najee Harris,8800,PIT,RB,DAL,12.2,
Jake Ferguson,7600,DAL,TE,PIT,10.2,
Rico Dowdle,8200,DAL,RB,PIT,9.4,
Brandon Aubrey,5800,DAL,K,PIT,8.8,
Chris Boswell,5400,PIT,K,DAL,7.9,
Pat Freiermuth,6600,PIT,TE,DAL,7.6,
Steelers ,4000,PIT,DST,DAL,7.0,
Jalen Tolbert,5600,DAL,WR,PIT,7.0,
Ezekiel Elliott,4400,DAL,RB,PIT,6.9,
Cowboys ,4800,DAL,DST,PIT,6.5,
Jaylen Warren,6800,PIT,RB,DAL,6.4,
Calvin Austin III,3600,PIT,WR,DAL,4.3,
Van Jefferson,3200,PIT,WR,DAL,4.2,
Cordarrelle Patterson,5000,PIT,RB,DAL,4.0,
KaVontae Turpin,3000,DAL,WR,PIT,3.2,
Jalen Brooks,2400,DAL,WR,PIT,2.6,
Roman Wilson,1200,PIT,WR,DAL,2.3,
Deuce Vaughn,400,DAL,RB,PIT,2.2,
Hunter Luepke,1000,DAL,RB,PIT,1.9,
La'Mical Perine,200,PIT,RB,DAL,1.8,
Luke Schoonmaker,1600,DAL,TE,PIT,1.5,
MyCole Pruitt,200,PIT,TE,DAL,1.2,
Darnell Washington,2600,PIT,TE,DAL,1.2,
Brandin Cooks,7200,DAL,WR,PIT,0.0,
