QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Kyler Murray,Mike Davis,Duke Johnson,Stefon Diggs,Larry Fitzgerald,DeAndre Hopkins,Evan Engram,Aaron Jones,Los Angeles Rams
Justin Herbert,Mike Davis,Aaron Jones,DeVante Parker,Tyler Lockett,Keenan Allen,Hunter Henry,Miles Sanders,New Orleans Saints
Josh Allen,Mike Davis,Alvin Kamara,Stefon Diggs,D.J. Moore,Christian Kirk,Dallas Goedert,Cole Beasley,New Orleans Saints
Russell Wilson,Mike Davis,Duke Johnson,Tyler Lockett,Robby Anderson,Cooper Kupp,Jacob Hollister,Alvin Kamara,Cleveland Browns
Drew Lock,Mike Davis,Duke Johnson,Terry McLaurin,Davante Adams,Jerry Jeudy,Noah Fant,Darren Waller,New Orleans Saints
Carson Wentz,Mike Davis,Aaron Jones,Robby Anderson,Davante Adams,Darius Slayton,Dallas Goedert,Jalen Reagor,Pittsburgh Steelers
Aaron Rodgers,Mike Davis,Antonio Gibson,Tyler Lockett,Stefon Diggs,Allen Lazard,Tyler Eifert,Davante Adams,Miami Dolphins
Jared Goff,Mike Davis,Aaron Jones,Jakeem Grant,Cooper Kupp,D.K. Metcalf,Darren Waller,Robert Woods,Denver Broncos
Tua Tagovailoa,Mike Davis,Alvin Kamara,Jakeem Grant,Keenan Allen,Davante Adams,Mike Gesicki,Josh Jacobs,Los Angeles Rams
Ben Roethlisberger,Mike Davis,Aaron Jones,Diontae Johnson,Terry McLaurin,A.J. Green,Eric Ebron,Alvin Kamara,Green Bay Packers
Matthew Stafford,Mike Davis,Miles Sanders,Stefon Diggs,Robby Anderson,Terry McLaurin,T.J. Hockenson,Kenny Golladay,Denver Broncos
Josh Allen,Mike Davis,Josh Jacobs,Tyler Lockett,Terry McLaurin,DeAndre Hopkins,Dawson Knox,John Brown,Los Angeles Chargers
Tom Brady,Mike Davis,Aaron Jones,D.J. Moore,Chris Godwin,Michael Thomas,Rob Gronkowski,Josh Jacobs,Cleveland Browns
Daniel Jones,Mike Davis,Miles Sanders,Cooper Kupp,Davante Adams,Sterling Shepard,Evan Engram,Travis Fulgham,Detroit Lions
Derek Carr,Mike Davis,Miles Sanders,DeAndre Hopkins,Tim Patrick,Henry Ruggs,Darren Waller,Alvin Kamara,Miami Dolphins
Jared Goff,D'Andre Swift,Josh Jacobs,Tyler Lockett,Stefon Diggs,Josh Reynolds,Evan Engram,Cooper Kupp,New Orleans Saints
Deshaun Watson,Mike Davis,Aaron Jones,Jarvis Landry,Brandin Cooks,Will Fuller,Noah Fant,D'Andre Swift,Philadelphia Eagles
Josh Allen,Aaron Jones,D'Andre Swift,DeVante Parker,Stefon Diggs,Robby Anderson,Dan Arnold,John Brown,Green Bay Packers
Ben Roethlisberger,Mike Davis,Josh Jacobs,Stefon Diggs,Chase Claypool,JuJu Smith-Schuster,Noah Fant,Tyler Boyd,Detroit Lions
Aaron Rodgers,Duke Johnson,Aaron Jones,Keelan Cole,D.J. Moore,Davante Adams,Robert Tonyan,Miles Sanders,Denver Broncos
