Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,2379940619,chach1,0,184.94,S-FLEX Malik Cunningham WR Tutu Atwell RB Isaiah Bowser WR Elijah Moore WR John Metchie III QB Will Rogers RB Jo'quavious Marks FLEX Jaden Walley,,Najee Harris,RB,38.00%,21
2,2379999693,FlashChase,0,183.04001,S-FLEX Mac Jones QB Malik Cunningham WR John Metchie III FLEX Jalen Mitchell RB Jerrion Ealy WR Zay Flowers RB Jo'quavious Marks WR Jaden Walley,,John Metchie III,WR,35.00%,23.5
3,2379865000,hope29,0,175.1,FLEX Cornell Powell S-FLEX Mac Jones RB Travis Etienne QB Trevor Lawrence WR Anthony Schwartz WR Dontario Drummond RB Jase McClellan WR Jaden Walley,,Elijah Moore,WR,33.50%,29.18
4,2379302955,cadle40,0,174.98001,S-FLEX Peyton Ramsey WR Kyric McGowan WR DeVonta Smith FLEX Elijah Moore RB Snoop Conner QB Will Rogers RB Dillon Johnson WR Jaden Walley,,Trevor Lawrence,QB,30.50%,27.02
5,2380168528,jaybrd1290,0,174.95999,WR Cornell Powell QB Mac Jones WR DeVonta Smith FLEX Anthony Schwartz WR John Metchie III RB Snoop Conner S-FLEX Bo Nix RB Jo'quavious Marks,,Travis Etienne,RB,30.00%,22.8
6,2379878565,mattcrook11,0,172.87999,FLEX Osirus Mitchell WR DeVonta Smith S-FLEX Braylon Sanders WR Seth Williams RB David Bailey WR Elijah Moore RB Jerrion Ealy QB Will Rogers,,Jerrion Ealy,RB,28.00%,20.6
7,2380176714,Omaha888,0,171.99998,WR Cornell Powell FLEX Eli Stove WR Osirus Mitchell RB Travis Levy WR DeVonta Smith QB Matt Corral RB Tank Bigsby S-FLEX Will Rogers,,Seth Williams,S-FLEX,27.00%,4.7
8,2379474468,Socky,0,171.78001,WR Dez Fitzpatrick WR Kenny Yeboah QB Mac Jones RB Najee Harris RB David Bailey WR Jayden Reed S-FLEX Will Rogers FLEX Dillon Johnson,,Matt Corral,QB,27.00%,27.4
9,2379517781,mfordking,0,170.6,WR Osirus Mitchell FLEX Najee Harris RB Travis Levy RB Travis Etienne WR John Metchie III S-FLEX Zay Flowers QB Will Rogers WR Jaden Walley,,Jo'quavious Marks,RB,25.00%,9.7
10,2380098106,dabearspak1,0,169.58,WR Cornell Powell QB Mac Jones RB Brian Robinson Jr. RB Travis Etienne WR Amari Rodgers FLEX DeVonta Smith WR Braden Galloway S-FLEX Lyn-J Dixon,,Anthony Schwartz,WR,24.50%,10.7
11,2380106807,JA0109,0,169.08,WR Dez Fitzpatrick RB Najee Harris QB Matt Corral WR Braden Galloway RB Shaun Shivers FLEX Elijah Moore S-FLEX Dontario Drummond WR Jaden Walley,,Kenny Yeboah,WR,23.50%,3.5
