QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Josh Allen,Cam Akers,Chris Carson,T.Y. Hilton,Stefon Diggs,John Brown,Logan Thomas,Robert Woods,Seattle Seahawks
Josh Allen,Cam Akers,Antonio Gibson,T.Y. Hilton,Stefon Diggs,Terry McLaurin,Dawson Knox,D.K. Metcalf,Seattle Seahawks
Josh Allen,Cam Akers,Jonathan Taylor,T.Y. Hilton,Stefon Diggs,John Brown,Tyler Higbee,Terry McLaurin,Washington Football Team
Josh Allen,Cam Akers,Antonio Gibson,T.Y. Hilton,Stefon Diggs,Cole Beasley,Logan Thomas,Ronald Jones,Tampa Bay Buccaneers
Josh Allen,Cam Akers,Antonio Gibson,Stefon Diggs,John Brown,Robert Woods,Jack Doyle,D.K. Metcalf,Tampa Bay Buccaneers
Josh Allen,Chris Carson,Antonio Gibson,T.Y. Hilton,Stefon Diggs,John Brown,Rob Gronkowski,Terry McLaurin,Tampa Bay Buccaneers
Russell Wilson,Cam Akers,Chris Carson,T.Y. Hilton,Stefon Diggs,D.K. Metcalf,Tyler Higbee,Tyler Lockett,Seattle Seahawks
Josh Allen,Cam Akers,Jonathan Taylor,Stefon Diggs,John Brown,D.K. Metcalf,Trey Burton,J.D. McKissic,Seattle Seahawks
Josh Allen,Cam Akers,Ronald Jones,Stefon Diggs,John Brown,Terry McLaurin,Jack Doyle,Tyler Lockett,Seattle Seahawks
Josh Allen,Antonio Gibson,Ronald Jones,T.Y. Hilton,Stefon Diggs,John Brown,Gerald Everett,Jonathan Taylor,Seattle Seahawks
Josh Allen,Cam Akers,Jonathan Taylor,T.Y. Hilton,Stefon Diggs,Robert Woods,Dawson Knox,Cam Sims,Tampa Bay Buccaneers
Josh Allen,Cam Akers,Antonio Gibson,Stefon Diggs,Robert Woods,Tyler Lockett,Trey Burton,Cole Beasley,Seattle Seahawks
Josh Allen,Cam Akers,Jonathan Taylor,T.Y. Hilton,Stefon Diggs,Cole Beasley,Jacob Hollister,Antonio Brown,Seattle Seahawks
Josh Allen,Antonio Gibson,Nyheim Hines,T.Y. Hilton,Stefon Diggs,John Brown,Logan Thomas,D.K. Metcalf,Los Angeles Rams
Philip Rivers,Cam Akers,Jonathan Taylor,T.Y. Hilton,Stefon Diggs,Robert Woods,Jack Doyle,D.K. Metcalf,Seattle Seahawks
Josh Allen,Cam Akers,Chris Carson,Stefon Diggs,John Brown,Tyler Lockett,Trey Burton,Antonio Brown,Tampa Bay Buccaneers
Josh Allen,Cam Akers,Chris Carson,T.Y. Hilton,Stefon Diggs,D.K. Metcalf,Rob Gronkowski,Cole Beasley,Los Angeles Rams
Josh Allen,Chris Carson,Ronald Jones,T.Y. Hilton,Stefon Diggs,Terry McLaurin,Tyler Higbee,Cole Beasley,Seattle Seahawks
Josh Allen,Cam Akers,Ronald Jones,Stefon Diggs,John Brown,Zach Pascal,Logan Thomas,Jonathan Taylor,Los Angeles Rams
Tom Brady,Cam Akers,Antonio Gibson,Stefon Diggs,John Brown,Terry McLaurin,Rob Gronkowski,Chris Godwin,Seattle Seahawks
