Player_Name,Salary,Team,Pos,Opp,Proj_FP
Drew Lock,5200.00,DEN,QB,ATL,18.14
Cam Newton,5900.00,NEP,QB,NYJ,20.54
Derek Carr,5700.00,LVR,QB,LAC,19.78
Deshaun Watson,7100.00,HOU,QB,JAC,24.53
Josh Allen,7000.00,BUF,QB,SEA,23.37
Daniel Jones,5400.00,NYG,QB,WAS,17.97
Kyle Allen,5300.00,WAS,QB,NYG,17.65
Russell Wilson,7600.00,SEA,QB,BUF,25.07
Tua Tagovailoa,5500.00,MIA,QB,ARI,17.93
Teddy Bridgewater,6000.00,CAR,QB,KCC,19.46
Nick Foles,5500.00,CHI,QB,TEN,17.61
Lamar Jackson,6900.00,BAL,QB,IND,21.99
Ryan Tannehill,6300.00,TEN,QB,CHI,20.07
Matt Ryan,6400.00,ATL,QB,DEN,20.17
Kyler Murray,7800.00,ARI,QB,MIA,24.52
Patrick Mahomes,8100.00,KCC,QB,CAR,25.13
Justin Herbert,6800.00,LAC,QB,LVR,21.08
Kirk Cousins,6200.00,MIN,QB,DET,18.99
Aaron Rodgers,6700.00,GBP,QB,SFO,20.46
Marvin Jones,5100.00,DET,WR,MIN,15.47
Tom Brady,6900.00,TBB,QB,NOS,20.91
Hayden Hurst,4100.00,ATL,TE,DEN,12.25
Matthew Stafford,6600.00,DET,QB,MIN,19.53
Ben Roethlisberger,6500.00,PIT,QB,DAL,19.15
Josh Jacobs,6300.00,LVR,RB,LAC,18.44
Atlanta Falcons,2500.00,ATL,DST,DEN,7.3
Marcus Johnson,3000.00,IND,WR,BAL,8.75
Julio Jones,7200.00,ATL,WR,DEN,20.86
Dalvin Cook,8200.00,MIN,RB,DET,23.8
Jakobi Meyers,4300.00,NEP,WR,NYJ,12.44
Philip Rivers,5600.00,IND,QB,BAL,16.2
Drew Brees,6100.00,NOS,QB,TBB,17.63
David Johnson,5600.00,HOU,RB,JAC,16.05
Steven Sims,3000.00,WAS,WR,NYG,8.57
D.J. Moore,5600.00,CAR,WR,KCC,15.95
David Montgomery,5700.00,CHI,RB,TEN,16.21
Keenan Allen,7000.00,LAC,WR,LVR,19.77
Tyler Lockett,6800.00,SEA,WR,BUF,19.08
Jakeem Grant,3000.00,MIA,WR,ARI,8.39
Houston Texans,3100.00,HOU,DST,JAC,8.68
Noah Fant,4600.00,DEN,TE,ATL,12.9
DeVante Parker,5200.00,MIA,WR,ARI,14.5
Hunter Henry,4000.00,LAC,TE,LVR,11.17
Justin Jackson,4900.00,LAC,RB,LVR,13.64
Chase Edmonds,6800.00,ARI,RB,MIA,18.81
D'Andre Swift,5000.00,DET,RB,MIN,13.62
James Conner,6900.00,PIT,RB,DAL,18.69
Joe Flacco,4500.00,NYJ,QB,NEP,12.14
Russell Gage,4500.00,ATL,WR,DEN,12.11
Trey Burton,3500.00,IND,TE,BAL,9.37
Sterling Shepard,4800.00,NYG,WR,WAS,12.8
Jerry Jeudy,4700.00,DEN,WR,ATL,12.56
Melvin Gordon,5300.00,DEN,RB,ATL,14.02
Terry McLaurin,6500.00,WAS,WR,NYG,17.23
Detroit Lions,2300.00,DET,DST,MIN,6.08
Robby Anderson,6300.00,CAR,WR,KCC,16.64
Leonard Fournette,5100.00,TBB,RB,NOS,13.42
Damiere Byrd,3800.00,NEP,WR,NYJ,9.98
Davante Adams,8400.00,GBP,WR,SFO,21.99
Adam Thielen,6700.00,MIN,WR,DET,17.55
Diontae Johnson,5000.00,PIT,WR,DAL,13.08
Preston Williams,4100.00,MIA,WR,ARI,10.69
Michael Thomas,6900.00,NOS,WR,TBB,17.91
Arizona Cardinals,2900.00,ARI,DST,MIA,7.55
Danny Amendola,3700.00,DET,WR,MIN,9.63
Justin Jefferson,6100.00,MIN,WR,DET,15.89
Allen Robinson,6900.00,CHI,WR,TEN,17.91
Travis Homer,4000.00,SEA,RB,BUF,10.35
Darren Waller,5800.00,LVR,TE,LAC,14.95
Evan Engram,4300.00,NYG,TE,WAS,11.09
Stefon Diggs,7400.00,BUF,WR,SEA,18.85
Henry Ruggs,4900.00,LVR,WR,LAC,12.51
Joshua Kelley,4400.00,LAC,RB,LVR,11.21
Alvin Kamara,8100.00,NOS,RB,TBB,20.56
Chris Godwin,6000.00,TBB,WR,NOS,15.23
Irv Smith,2900.00,MIN,TE,DET,7.35
Green Bay Packers,3100.00,GBP,DST,SFO,7.84
Ryan Izzo,2500.00,NEP,TE,NYJ,6.33
Jonnu Smith,3900.00,TEN,TE,CHI,9.83
Jimmy Graham,3800.00,CHI,TE,TEN,9.53
Robert Tonyan,4000.00,GBP,TE,SFO,10.04
Todd Gurley,6200.00,ATL,RB,DEN,15.47
Travis Kelce,7200.00,KCC,TE,CAR,18.01
Mark Andrews,4800.00,BAL,TE,IND,12
Darius Slayton,5000.00,NYG,WR,WAS,12.44
Brandin Cooks,5500.00,HOU,WR,JAC,13.57
Darnell Mooney,3900.00,CHI,WR,TEN,9.59
Logan Thomas,3700.00,WAS,TE,NYG,9.09
Derrick Henry,7900.00,TEN,RB,CHI,19.36
David Moore,3100.00,SEA,WR,BUF,7.59
Wayne Gallman,4500.00,NYG,RB,WAS,10.96
Curtis Samuel,4400.00,CAR,WR,KCC,10.75
New York Giants,2700.00,NYG,DST,WAS,6.57
New York Jets,2300.00,NYJ,DST,NEP,5.59
DeAndre Hopkins,8200.00,ARI,WR,MIA,19.85
J.K. Dobbins,4900.00,BAL,RB,IND,11.79
Devin Singletary,4700.00,BUF,RB,SEA,11.31
John Brown,4600.00,BUF,WR,SEA,11.1
Larry Fitzgerald,3800.00,ARI,WR,MIA,9.14
Antonio Gibson,5800.00,WAS,RB,NYG,13.96
Tyreek Hill,7100.00,KCC,WR,CAR,17.01
Quintez Cephus,3000.00,DET,WR,MIN,7.14
T.J. Hockenson,5100.00,DET,TE,MIN,12.02
Clyde Edwards-Helaire,6100.00,KCC,RB,CAR,14.38
New England Patriots,3800.00,NEP,DST,NYJ,8.98
