Player_Name,Salary,Team,Pos,Opp,Proj_FP
Los Angeles Rams,2600.00,LAR,DST,ARI,10.21
Jack Doyle,3400.00,IND,TE,JAC,12.41
Arizona Cardinals,2400.00,ARI,DST,LAR,8.74
Philadelphia Eagles,2800.00,PHI,DST,WAS,9.72
Green Bay Packers,2300.00,GBP,DST,NOS,7.88
Evan Engram,4400.00,NYG,TE,SEA,14.74
Los Angeles Chargers,2400.00,LAC,DST,DEN,7.9
Chicago Bears,2200.00,CHI,DST,CAR,7.19
Brett Hundley,5100.00,GBP,QB,NOS,16.67
Kansas City Chiefs,2800.00,KCC,DST,OAK,8.94
Cincinnati Bengals,2500.00,CIN,DST,PIT,7.95
Carolina Panthers,3600.00,CAR,DST,CHI,11.4
Jay Cutler,4600.00,MIA,QB,NYJ,14.49
Tyrod Taylor,5100.00,BUF,QB,TBB,16.09
Buffalo Bills,3400.00,BUF,DST,TBB,10.64
Isaiah Crowell,4000.00,CLE,RB,TEN,12.52
Tom Brady,8000.00,NEP,QB,ATL,24.88
Tennessee Titans,3400.00,TEN,DST,CLE,10.5
Miami Dolphins,3000.00,MIA,DST,NYJ,9.25
Washington Redskins,2400.00,WAS,DST,PHI,7.4
New England Patriots,2300.00,NEP,DST,ATL,7.08
Minnesota Vikings,3300.00,MIN,DST,BAL,10.12
Russell Wilson,6400.00,SEA,QB,NYG,19.55
Tampa Bay Buccaneers,2700.00,TBB,DST,BUF,8.22
Pittsburgh Steelers,3200.00,PIT,DST,CIN,9.66
Benjamin Watson,3000.00,BAL,TE,MIN,8.94
Denver Broncos,3500.00,DEN,DST,LAC,10.43
Jay Ajayi,5900.00,MIA,RB,NYJ,17.52
DeShone Kizer,4900.00,CLE,QB,TEN,14.56
Devonta Freeman,7300.00,ATL,RB,NEP,21.62
Carson Wentz,6700.00,PHI,QB,WAS,19.86
Jimmy Graham,4900.00,SEA,TE,NYG,14.49
Cam Newton,7000.00,CAR,QB,CHI,20.52
Juju Smith-Schuster,3800.00,PIT,WR,CIN,11.15
Joe Mixon,5000.00,CIN,RB,PIT,14.59
Eli Manning,4800.00,NYG,QB,SEA,14
Trevor Siemian,5400.00,DEN,QB,LAC,15.76
Jason Witten,4500.00,DAL,TE,SFO,13.11
Alex Smith,6400.00,KCC,QB,OAK,18.64
Melvin Gordon,7000.00,LAC,RB,DEN,20.35
Demaryius Thomas,5800.00,DEN,WR,LAC,16.79
Javorius Allen,4800.00,BAL,RB,MIN,13.85
Dak Prescott,7300.00,DAL,QB,SFO,20.99
Indianapolis Colts,2800.00,IND,DST,JAC,8.04
Zach Miller,3200.00,CHI,TE,CAR,9.15
Robert Woods,4000.00,LAR,WR,ARI,11.45
Tyler Higbee,2700.00,LAR,TE,ARI,7.7
Ben Roethlisberger,6200.00,PIT,QB,CIN,17.63
Bennie Fowler,3300.00,DEN,WR,LAC,9.38
Case Keenum,5000.00,MIN,QB,BAL,14.17
Jonathan Stewart,3800.00,CAR,RB,CHI,10.74
New York Giants,2600.00,NYG,DST,SEA,7.35
Jacoby Brissett,5000.00,IND,QB,JAC,14.16
Roger Lewis,3800.00,NYG,WR,SEA,10.75
LeSean McCoy,7400.00,BUF,RB,TBB,20.89
Brandon LaFell,3300.00,CIN,WR,PIT,9.29
Jarvis Landry,6500.00,MIA,WR,NYJ,18.25
Jared Goff,5800.00,LAR,QB,ARI,16.28
Frank Gore,4100.00,IND,RB,JAC,11.52
Tyler Kroft,3000.00,CIN,TE,PIT,8.42
Josh McCown,5200.00,NYJ,QB,MIA,14.55
Kareem Hunt,8800.00,KCC,RB,OAK,24.66
Mark Ingram,6700.00,NOS,RB,GBP,18.67
Jordan Reed,4800.00,WAS,TE,PHI,13.39
Eric Decker,4300.00,TEN,WR,CLE,11.88
Joe Flacco,4800.00,BAL,QB,MIN,13.2
Zach Ertz,6900.00,PHI,TE,WAS,18.99
Seattle Seahawks,4000.00,SEA,DST,NYG,10.94
Christian McCaffrey,6100.00,CAR,RB,CHI,16.73
Kirk Cousins,6500.00,WAS,QB,PHI,17.82
