Player_Name,Salary,Team,Pos,Opp,Proj_FP
Jameis Winston,5800.00,TBB,QB,ATL,22.6
Patrick Mahomes,6600.00,KCC,T1,NEP,25.16
Carson Wentz,6100.00,PHI,QB,NYG,22.36
Aaron Rodgers,6000.00,GBP,QB,SFO,21.97
Philip Rivers,5900.00,LAC,QB,CLE,21.28
Joe Flacco,5200.00,BAL,QB,TEN,18.65
Alex Smith,5400.00,WAS,QB,CAR,19.37
Tom Brady,6500.00,NEP,T1,KCC,23.02
Eli Manning,5300.00,NYG,QB,PHI,18.71
Matt Ryan,6800.00,ATL,QB,TBB,23.68
Ben Roethlisberger,6500.00,PIT,QB,CIN,22.53
Russell Wilson,5700.00,SEA,QB,OAK,19.78
Mitchell Trubisky,5300.00,CHI,QB,MIA,18.33
Jared Goff,6000.00,LAR,QB,DEN,20.58
Atlanta Falcons,2100.00,ATL,DST,TBB,7.2
Dak Prescott,4700.00,DAL,QB,JAC,16.09
Buffalo Bills,2200.00,BUF,DST,HOU,7.52
New England Patriots,2200.00,NEP,DST,KCC,7.47
Cam Newton,6100.00,CAR,QB,WAS,20.67
Kapri Bibbs,3000.00,WAS,RB,CAR,9.97
Deshaun Watson,6400.00,HOU,QB,BUF,21.13
Case Keenum,5500.00,DEN,QB,LAR,18.13
Arizona Cardinals,2000.00,ARI,DST,MIN,6.6
Josh Rosen,4700.00,ARI,QB,MIN,15.37
Sam Darnold,5300.00,NYJ,QB,IND,17.31
Andy Dalton,6300.00,CIN,QB,PIT,20.6
Baker Mayfield,5500.00,CLE,QB,LAC,17.98
Marcus Mariota,5400.00,TEN,QB,BAL,17.35
Tampa Bay Buccaneers,2000.00,TBB,DST,ATL,6.4
Kirk Cousins,6700.00,MIN,QB,ARI,21.31
Josh Allen,4700.00,BUF,QB,HOU,14.9
Andrew Luck,6200.00,IND,QB,NYJ,19.51
Julio Jones,7900.00,ATL,WR,TBB,23.62
Wendell Smallwood,4100.00,PHI,RB,NYG,12.11
Denver Broncos,2000.00,DEN,DST,LAR,5.89
Chris Carson,4400.00,SEA,RB,OAK,12.92
New York Giants,2200.00,NYG,DST,PHI,6.45
Kansas City Chiefs,2100.00,KCC,DST,NEP,6.09
Saquon Barkley,7400.00,NYG,RB,PHI,21.28
Dallas Cowboys,2300.00,DAL,DST,JAC,6.63
Tevin Coleman,5400.00,ATL,RB,TBB,15.52
Cincinnati Bengals,2400.00,CIN,DST,PIT,6.88
Brock Osweiler,4300.00,MIA,QB,CHI,12.08
Maurice Harris,3000.00,WAS,WR,CAR,8.41
Austin Hooper,3500.00,ATL,TE,TBB,9.72
Lamar Miller,4700.00,HOU,RB,BUF,13.07
Washington Redskins,2400.00,WAS,DST,CAR,6.67
Indianapolis Colts,2500.00,IND,DST,NYJ,6.85
Pittsburgh Steelers,2300.00,PIT,DST,CIN,6.3
