Player_Name,Salary,Team,Pos,Opp,Proj_FP
Trey Burton,2500.00,PHI,TE,DEN,11.03
Indianapolis Colts,2000.00,IND,DST,HOU,7.48
Arizona Cardinals,2600.00,ARI,DST,SFO,9.1
Philadelphia Eagles,3300.00,PHI,DST,DEN,11.51
Ameer Abdullah,4100.00,DET,RB,GBP,14.25
Baltimore Ravens,2900.00,BAL,DST,TEN,10.05
Eli Manning,4800.00,NYG,QB,LAR,16.44
Vernon Davis,4100.00,WAS,TE,SEA,13.89
Buffalo Bills,3100.00,BUF,DST,NYJ,10.45
Cam Newton,6300.00,CAR,QB,ATL,21.1
Brock Osweiler,4500.00,DEN,QB,PHI,14.93
Dallas Cowboys,2300.00,DAL,DST,KCC,7.54
Los Angeles Rams,3100.00,LAR,DST,NYG,10.12
Carson Wentz,6100.00,PHI,QB,DEN,19.78
Carolina Panthers,2700.00,CAR,DST,ATL,8.73
Jack Doyle,4300.00,IND,TE,HOU,13.76
Denver Broncos,2600.00,DEN,DST,PHI,8.27
Alex Smith,6500.00,KCC,QB,DAL,20.51
Tom Savage,4600.00,HOU,QB,IND,14.44
Curtis Samuel,3100.00,CAR,WR,ATL,9.74
T.Y. Hilton,4900.00,IND,WR,HOU,15.35
DeMarco Murray,5400.00,TEN,RB,BAL,16.81
Jacoby Brissett,5200.00,IND,QB,HOU,16.13
Dak Prescott,6700.00,DAL,QB,KCC,20.76
Ed Dickson,3100.00,CAR,TE,ATL,9.52
Miami Dolphins,2600.00,MIA,DST,OAK,7.9
Sterling Shepard,5200.00,NYG,WR,LAR,15.81
Jameis Winston,5800.00,TBB,QB,NOS,17.49
Houston Texans,3600.00,HOU,DST,IND,10.86
Andy Dalton,5000.00,CIN,QB,JAC,15.04
Tyrod Taylor,5900.00,BUF,QB,NYJ,17.68
Washington Redskins,2400.00,WAS,DST,SEA,7.19
Russell Wilson,7400.00,SEA,QB,WAS,22.15
Demarcus Robinson,3200.00,KCC,WR,DAL,9.56
Jay Cutler,5100.00,MIA,QB,OAK,15.26
Cincinnati Bengals,2800.00,CIN,DST,JAC,8.34
Doug Baldwin,6400.00,SEA,WR,WAS,19.04
Atlanta Falcons,2600.00,ATL,DST,CAR,7.73
Benjamin Watson,2700.00,BAL,TE,TEN,7.91
Mark Ingram,7600.00,NOS,RB,TBB,22.2
Kirk Cousins,5700.00,WAS,QB,SEA,16.62
Detroit Lions,3100.00,DET,DST,GBP,9.04
Matthew Stafford,6500.00,DET,QB,GBP,18.9
Kansas City Chiefs,2500.00,KCC,DST,DAL,7.26
Brett Hundley,5400.00,GBP,QB,DET,15.64
Jeremy Maclin,4000.00,BAL,WR,TEN,11.59
New Orleans Saints,3400.00,NOS,DST,TBB,9.84
Drew Brees,7000.00,NOS,QB,TBB,20.19
Javorius Allen,4300.00,BAL,RB,TEN,12.36
Joe Flacco,4600.00,BAL,QB,TEN,13.18
Chris Thompson,6100.00,WAS,RB,SEA,17.41
Brandon LaFell,3400.00,CIN,WR,JAC,9.65
Jared Goff,5500.00,LAR,QB,NYG,15.51
Alex Collins,4600.00,BAL,RB,TEN,12.93
Jimmy Graham,5700.00,SEA,TE,WAS,16.03
Lamar Miller,6200.00,HOU,RB,IND,17.45
