Player_Name,Salary,Team,Pos,Opp,Proj_FP
Austin Ekeler,3700.00,LAC,RB,PIT,16.1
Spencer Ware,4000.00,KCC,RB,OAK,16.59
Ben Roethlisberger,6100.00,PIT,T2,LAC,23.54
Dak Prescott,5100.00,DAL,QB,NOS,19.42
Matt Ryan,5600.00,ATL,QB,BAL,20.85
Kirk Cousins,5500.00,MIN,QB,NEP,20.27
Cam Newton,6600.00,CAR,QB,TBB,24.16
Josh McCown,4400.00,NYJ,QB,TEN,15.98
Jameis Winston,6000.00,TBB,QB,CAR,21.7
Lamar Jackson,5900.00,BAL,QB,ATL,21.23
Colt McCoy,4700.00,WAS,QB,PHI,16.68
Andrew Luck,5800.00,IND,QB,JAC,20.52
Carson Wentz,5900.00,PHI,QB,WAS,20.8
Jared Goff,6400.00,LAR,QB,DET,22.61
Matthew Stafford,5400.00,DET,QB,LAR,19.06
Marcus Mariota,5200.00,TEN,QB,NYJ,18.17
Philip Rivers,5800.00,LAC,T2,PIT,20.21
Baker Mayfield,5600.00,CLE,QB,HOU,19.38
Case Keenum,5200.00,DEN,QB,CIN,17.97
Patrick Mahomes,7600.00,KCC,QB,OAK,26.19
Tom Brady,5800.00,NEP,QB,MIN,19.96
Aaron Rodgers,6200.00,GBP,QB,ARI,21.23
Eric Ebron,4200.00,IND,TE,JAC,14.33
Los Angeles Rams,2600.00,LAR,DST,DET,8.76
Arizona Cardinals,2000.00,ARI,DST,GBP,6.69
Deshaun Watson,6100.00,HOU,QB,CLE,20.24
Kansas City Chiefs,2500.00,KCC,DST,OAK,8.24
Philadelphia Eagles,2400.00,PHI,DST,WAS,7.92
Jeff Driskel,4500.00,CIN,QB,DEN,14.75
Russell Wilson,6300.00,SEA,QB,SFO,20.64
Bruce Ellington,3500.00,DET,WR,LAR,11.48
Josh Adams,3800.00,PHI,RB,WAS,12.44
Drew Brees,6700.00,NOS,QB,DAL,21.82
Chase Daniel,4800.00,CHI,QB,NYG,15.59
Eli Manning,5000.00,NYG,QB,CHI,16.21
Peyton Barber,3700.00,TBB,RB,CAR,11.95
Phillip Lindsay,5400.00,DEN,RB,CIN,17.36
Lamar Miller,4600.00,HOU,RB,CLE,14.74
New Orleans Saints,2300.00,NOS,DST,DAL,7.35
Indianapolis Colts,2600.00,IND,DST,JAC,8.26
New York Jets,2200.00,NYJ,DST,TEN,6.91
Cincinnati Bengals,2200.00,CIN,DST,DEN,6.77
Cleveland Browns,2300.00,CLE,DST,HOU,7.06
Ryan Tannehill,4900.00,MIA,QB,BUF,15.05
Carolina Panthers,2500.00,CAR,DST,TBB,7.66
Houston Texans,2700.00,HOU,DST,CLE,8.27
Matt LaCosse,2500.00,DEN,TE,CIN,7.63
Denver Broncos,2700.00,DEN,DST,CIN,8.23
Kenyan Drake,4600.00,MIA,RB,BUF,13.96
Miami Dolphins,2700.00,MIA,DST,BUF,8.15
Green Bay Packers,2800.00,GBP,DST,ARI,8.38
Chris Godwin,3900.00,TBB,WR,CAR,11.68
Christian McCaffrey,8800.00,CAR,RB,TBB,26.29
Saquon Barkley,7900.00,NYG,RB,CHI,23.63
Marlon Mack,5000.00,IND,RB,JAC,14.84
Atlanta Falcons,2400.00,ATL,DST,BAL,7.11
Chicago Bears,3300.00,CHI,DST,NYG,9.76
Theo Riddick,4700.00,DET,RB,LAR,13.87
Tevin Coleman,4500.00,ATL,RB,BAL,13.2
Aaron Jones,6700.00,GBP,RB,ARI,19.62
Gerald Everett,2900.00,LAR,TE,DET,8.46
Zach Ertz,6400.00,PHI,TE,WAS,18.47
Greg Olsen,4100.00,CAR,TE,TBB,11.86
Adam Humphries,4200.00,TBB,WR,CAR,12.14
David Njoku,4300.00,CLE,TE,HOU,12.31
Keenan Allen,7100.00,LAC,T5,PIT,20.16
Todd Gurley,9300.00,LAR,RB,DET,26.45
Corey Davis,5500.00,TEN,WR,NYJ,15.63
Emmanuel Sanders,6300.00,DEN,WR,CIN,17.83
Kenny Stills,3800.00,MIA,WR,BUF,10.74
DeVante Parker,3800.00,MIA,WR,BUF,10.63
Robby Anderson,3500.00,NYJ,WR,TEN,9.79
Kenny Golladay,6700.00,DET,WR,LAR,18.75
Travis Kelce,7000.00,KCC,TE,OAK,19.56
Courtland Sutton,4200.00,DEN,WR,CIN,11.62
Chris Carson,5200.00,SEA,RB,SFO,14.41
LeSean McCoy,4900.00,BUF,RB,MIA,13.51
Robert Woods,6900.00,LAR,WR,DET,18.91
Tennessee Titans,3000.00,TEN,DST,NYJ,8.2
Josh Rosen,4900.00,ARI,QB,GBP,13.4
Julio Jones,7700.00,ATL,WR,BAL,20.87
Josh Allen,5300.00,BUF,QB,MIA,14.3
Chris Conley,3800.00,KCC,WR,OAK,10.18
Cameron Brate,3700.00,TBB,TE,CAR,9.86
Jordan Howard,4000.00,CHI,RB,NYG,10.61
Demaryius Thomas,4300.00,HOU,WR,CLE,11.41
Adam Thielen,8000.00,MIN,WR,NEP,21.16
Minnesota Vikings,2100.00,MIN,DST,NEP,5.57
Kelvin Benjamin,3400.00,BUF,WR,MIA,8.96
Brandin Cooks,7000.00,LAR,WR,DET,18.32
Isaiah Crowell,3800.00,NYJ,RB,TEN,9.92
Ezekiel Elliott,8600.00,DAL,RB,NOS,22.42
Frank Gore,3500.00,MIA,RB,BUF,9.15
Gus Edwards,4800.00,BAL,RB,ATL,12.53
James Conner,7800.00,PIT,T5,LAC,20.35
DeAndre Hopkins,8200.00,HOU,WR,CLE,21.34
Rob Gronkowski,5400.00,NEP,TE,MIN,13.98
T.Y. Hilton,6000.00,IND,WR,JAC,15.55
New England Patriots,2400.00,NEP,DST,MIN,6.19
Willie Snead,4000.00,BAL,WR,ATL,10.3
New York Giants,2300.00,NYG,DST,CHI,5.84
Davante Adams,7900.00,GBP,WR,ARI,20.09
Trey Burton,3800.00,CHI,TE,NYG,9.67
Amari Cooper,5700.00,DAL,WR,NOS,14.42
Odell Beckham,7800.00,NYG,WR,CHI,19.74
Tarik Cohen,5600.00,CHI,RB,NYG,14.11
Zay Jones,3600.00,BUF,WR,MIA,9.06
Jarvis Landry,5300.00,CLE,WR,HOU,13.29
Alshon Jeffery,5800.00,PHI,WR,WAS,14.58
Kyle Rudolph,3600.00,MIN,TE,NEP,9.05
Josh Reynolds,4900.00,LAR,WR,DET,12.24
Tre'Quan Smith,4700.00,NOS,WR,DAL,11.77
Joe Mixon,7300.00,CIN,RB,DEN,18.2
Dan Arnold,2500.00,NOS,TE,DAL,6.22
Mike Williams,3500.00,LAC,WR,PIT,8.67
Justin Jackson,3000.00,LAC,RB,PIT,7.45
Washington Redskins,2600.00,WAS,DST,PHI,6.44
Rhett Ellison,2600.00,NYG,TE,CHI,6.46
Jermaine Kearse,4000.00,NYJ,WR,TEN,9.86
Elijah McGuire,3600.00,NYJ,RB,TEN,8.9
Stefon Diggs,7600.00,MIN,WR,NEP,18.78
Austin Hooper,3900.00,ATL,TE,BAL,9.6
Taylor Gabriel,4200.00,CHI,WR,NYG,10.33
Larry Fitzgerald,5100.00,ARI,WR,GBP,12.5
Josh Doctson,4100.00,WAS,WR,PHI,10.05
Buffalo Bills,2900.00,BUF,DST,MIA,7.11
Dion Lewis,5300.00,TEN,RB,NYJ,12.88
James White,6500.00,NEP,RB,MIN,15.71
Nick Chubb,7000.00,CLE,RB,HOU,16.87
Michael Gallup,3500.00,DAL,WR,NOS,8.39
Adrian Peterson,5100.00,WAS,RB,PHI,12.24
Seattle Seahawks,3400.00,SEA,DST,SFO,8.12
Alvin Kamara,8300.00,NOS,RB,DAL,19.81
