Player_Name,Salary,Team,Pos,Opp,Proj_FP
Tampa Bay Buccaneers,2400.00,TBB,DST,NYG,10.63
Dallas Cowboys,2500.00,DAL,DST,LAR,9.12
Zach Miller,2800.00,CHI,TE,GBP,9.85
Trevor Siemian,5200.00,DEN,QB,OAK,17.83
Javorius Allen,4700.00,BAL,RB,PIT,15.94
Jack Doyle,3700.00,IND,TE,SEA,12.44
Buffalo Bills,2300.00,BUF,DST,ATL,7.6
Kansas City Chiefs,3100.00,KCC,DST,WAS,10.12
Tyrod Taylor,5300.00,BUF,QB,ATL,17.27
New York Jets,2600.00,NYJ,DST,JAC,8.31
Cincinnati Bengals,3500.00,CIN,DST,CLE,11.2
Arizona Cardinals,3200.00,ARI,DST,SFO,10.23
Martellus Bennett,3700.00,GBP,TE,CHI,11.74
Bilal Powell,4600.00,NYJ,RB,JAC,14.52
Dak Prescott,6200.00,DAL,QB,LAR,19.54
Minnesota Vikings,3100.00,MIN,DST,DET,9.74
Lamar Miller,4500.00,HOU,RB,TEN,14.01
Detroit Lions,2700.00,DET,DST,MIN,8.37
Zay Jones,3100.00,BUF,WR,ATL,9.58
Andre Ellington,3800.00,ARI,RB,SFO,11.72
Jordan Matthews,3900.00,BUF,WR,ATL,12
Eric Ebron,3100.00,DET,TE,MIN,9.5
Matthew Stafford,6000.00,DET,QB,MIN,18.33
DeShone Kizer,5200.00,CLE,QB,CIN,15.92
Jay Cutler,5800.00,MIA,QB,NOS,17.7
Cam Newton,5900.00,CAR,QB,NEP,18.02
C.J. Anderson,5600.00,DEN,RB,OAK,17.02
Tennessee Titans,3300.00,TEN,DST,HOU,10.02
Mark Ingram,4600.00,NOS,RB,MIA,13.89
New York Giants,2900.00,NYG,DST,TBB,8.75
Deshaun Watson,5100.00,HOU,QB,TEN,15.33
New England Patriots,2900.00,NEP,DST,CAR,8.74
Mike Glennon,4500.00,CHI,QB,GBP,13.56
Delanie Walker,4900.00,TEN,TE,HOU,14.72
Joe Flacco,4900.00,BAL,QB,PIT,14.68
Los Angeles Chargers,2500.00,LAC,DST,PHI,7.5
DeAndre Hopkins,6400.00,HOU,WR,TEN,19.16
Carolina Panthers,2300.00,CAR,DST,NEP,6.86
Aaron Rodgers,7600.00,GBP,QB,CHI,22.55
Andy Dalton,5800.00,CIN,QB,CLE,17.23
Green Bay Packers,3600.00,GBP,DST,CHI,10.68
Rishard Matthews,4900.00,TEN,WR,HOU,14.54
Mike Wallace,3500.00,BAL,WR,PIT,10.35
Case Keenum,5000.00,MIN,QB,DET,14.79
Eli Manning,5700.00,NYG,QB,TBB,16.87
Marvin Jones,4000.00,DET,WR,MIN,11.8
Philadelphia Eagles,3300.00,PHI,DST,LAC,9.7
Denver Broncos,3300.00,DEN,DST,OAK,9.63
Larry Fitzgerald,6100.00,ARI,WR,SFO,17.77
Jameis Winston,6000.00,TBB,QB,NYG,17.39
Evan Engram,3000.00,NYG,TE,TBB,8.69
Kendall Wright,3800.00,CHI,WR,GBP,11.03
Ben Roethlisberger,6000.00,PIT,QB,BAL,17.35
Isaiah Crowell,4800.00,CLE,RB,CIN,13.81
Kenny Britt,4300.00,CLE,WR,CIN,12.33
Baltimore Ravens,3000.00,BAL,DST,PIT,8.62
Atlanta Falcons,3200.00,ATL,DST,BUF,9.14
Carson Palmer,6100.00,ARI,QB,SFO,17.41
Seth DeValve,2600.00,CLE,TE,CIN,7.39
Miami Dolphins,2400.00,MIA,DST,NOS,6.81
Dalvin Cook,6500.00,MIN,RB,DET,18.39
Jeremy Maclin,4500.00,BAL,WR,PIT,12.68
Zach Ertz,6300.00,PHI,TE,LAC,17.73
LeSean McCoy,8400.00,BUF,RB,ATL,23.61
Ameer Abdullah,4200.00,DET,RB,MIN,11.75
Alex Smith,6300.00,KCC,QB,WAS,17.6
Josh McCown,4500.00,NYJ,QB,JAC,12.5
Golden Tate,6300.00,DET,WR,MIN,17.31
Chris Carson,5900.00,SEA,RB,IND,16.16
Dez Bryant,6500.00,DAL,WR,LAR,17.78
Melvin Gordon,7000.00,LAC,RB,PHI,19.11
Marcus Mariota,6400.00,TEN,QB,HOU,17.46
Emmanuel Sanders,6100.00,DEN,WR,OAK,16.64
Houston Texans,3000.00,HOU,DST,TEN,8.2
Seattle Seahawks,4500.00,SEA,DST,IND,12.22
Eric Decker,4200.00,TEN,WR,HOU,11.39
Ezekiel Elliott,8200.00,DAL,RB,LAR,22.17
Donte Moncrief,3900.00,IND,WR,SEA,10.52
Wendell Smallwood,4100.00,PHI,RB,LAC,11.04
Jacquizz Rodgers,4500.00,TBB,RB,NYG,12.09
Jarvis Landry,6500.00,MIA,WR,NOS,17.48
Jordan Reed,5400.00,WAS,TE,KCC,14.52
Tevin Coleman,5000.00,ATL,RB,BUF,13.42
Philip Rivers,6300.00,LAC,QB,PHI,16.83
Jamison Crowder,4900.00,WAS,WR,KCC,13.08
