Player_Name,Salary,Team,Pos,Opp,Proj_FP
Patrick Mahomes,7100.00,KCC,QB,OAK,26.87
Dwayne Washington,3000.00,NOS,RB,CAR,11.27
Jake Kumerow,3000.00,GBP,WR,DET,10.96
Lamar Jackson,5600.00,BAL,QB,CLE,20.22
Kirk Cousins,5500.00,MIN,QB,CHI,19.62
Ryan Tannehill,4600.00,MIA,QB,BUF,16.13
Kyle Allen,4000.00,CAR,QB,NOS,13.91
Jeremy Sprinkle,2700.00,WAS,TE,PHI,9.27
Andrew Luck,6200.00,IND,T4,TEN,20.97
James Washington,3100.00,PIT,WR,CIN,10.44
Jameis Winston,6100.00,TBB,QB,ATL,20.37
Jared Goff,6200.00,LAR,QB,SFO,20.69
C.J. Anderson,5400.00,LAR,RB,SFO,17.98
Eli Manning,4900.00,NYG,QB,DAL,16.33
Tom Brady,6000.00,NEP,QB,NYJ,19.92
Washington Redskins,2200.00,WAS,DST,PHI,7.31
Russell Wilson,6100.00,SEA,QB,ARI,20.15
Josh Allen,6000.00,BUF,QB,MIA,19.75
Green Bay Packers,2400.00,GBP,DST,DET,7.85
Matt Ryan,6300.00,ATL,QB,TBB,20.6
Ben Roethlisberger,7000.00,PIT,QB,CIN,22.92
Baker Mayfield,5300.00,CLE,QB,BAL,17.35
Aaron Rodgers,6300.00,GBP,QB,DET,20.5
Jeff Driskel,4600.00,CIN,QB,PIT,14.85
Kenyan Drake,3700.00,MIA,RB,BUF,11.91
Case Keenum,4800.00,DEN,QB,LAC,15.47
Miami Dolphins,2600.00,MIA,DST,BUF,8.35
Nick Foles,5900.00,PHI,QB,WAS,18.89
Josh Johnson,4800.00,WAS,QB,PHI,15.25
Levine Toilolo,2500.00,DET,TE,GBP,7.89
Peyton Barber,3600.00,TBB,RB,ATL,11.39
Deshaun Watson,6600.00,HOU,QB,JAC,20.87
Josh Adams,3700.00,PHI,RB,WAS,11.7
Philip Rivers,6400.00,LAC,QB,DEN,20.21
Saquon Barkley,8200.00,NYG,RB,DAL,25.54
Mitchell Trubisky,5700.00,CHI,QB,MIN,17.6
Gerald Everett,2800.00,LAR,TE,SFO,8.63
Austin Hooper,3500.00,ATL,TE,TBB,10.73
New York Giants,2100.00,NYG,DST,DAL,6.39
Detroit Lions,2100.00,DET,DST,GBP,6.38
Royce Freeman,3500.00,DEN,RB,LAC,10.61
Matthew Stafford,5200.00,DET,QB,GBP,15.71
Tevin Coleman,4700.00,ATL,RB,TBB,14.11
Cleveland Browns,2400.00,CLE,DST,BAL,7.14
Philadelphia Eagles,2700.00,PHI,DST,WAS,8.04
Jamaal Williams,6000.00,GBP,RB,DET,17.79
Blaine Gabbert,4200.00,TEN,QB,IND,12.32
Vance McDonald,4200.00,PIT,TE,CIN,12.28
Sam Darnold,5200.00,NYJ,QB,NEP,15.17
Derrick Henry,5000.00,TEN,T1,IND,14.57
New York Jets,2100.00,NYJ,DST,NEP,6.09
Arizona Cardinals,2200.00,ARI,DST,SEA,6.38
New Orleans Saints,2700.00,NOS,DST,CAR,7.8
Chris Godwin,4300.00,TBB,WR,ATL,12.44
Marquez Valdes-Scantling,3900.00,GBP,WR,DET,11.17
David Johnson,5700.00,ARI,RB,SEA,16.31
Elijah McGuire,5300.00,NYJ,RB,NEP,15.11
Tampa Bay Buccaneers,2100.00,TBB,DST,ATL,5.99
Keith Kirkwood,3300.00,NOS,WR,CAR,9.4
Tre'Quan Smith,3700.00,NOS,WR,CAR,10.49
Taylor Gabriel,4200.00,CHI,WR,MIN,11.9
JuJu Smith-Schuster,8300.00,PIT,WR,CIN,23.32
C.J. Uzomah,3500.00,CIN,TE,PIT,9.84
Chris Herndon,3400.00,NYJ,TE,NEP,9.55
Baltimore Ravens,2900.00,BAL,DST,CLE,8.12
Dalvin Cook,6300.00,MIN,RB,CHI,17.59
Josh Rosen,4400.00,ARI,QB,SEA,12.26
Cincinnati Bengals,2000.00,CIN,DST,PIT,5.53
Zay Jones,4000.00,BUF,WR,MIA,11.05
John Ross,4000.00,CIN,WR,PIT,11.01
Kenny Stills,3700.00,MIA,WR,BUF,10.16
Kansas City Chiefs,2600.00,KCC,DST,OAK,7.1
DeAndre Carter,3600.00,HOU,WR,JAC,9.81
Jimmy Graham,3400.00,GBP,TE,DET,9.26
Travis Kelce,7200.00,KCC,TE,OAK,19.53
Eli Rogers,3000.00,PIT,WR,CIN,8.1
Chicago Bears,2800.00,CHI,DST,MIN,7.56
Brandon Powell,3000.00,DET,WR,GBP,8.07
Lamar Miller,4600.00,HOU,RB,JAC,12.38
TJ Jones,3400.00,DET,WR,GBP,9.16
Gus Edwards,4400.00,BAL,RB,CLE,11.77
Courtland Sutton,4500.00,DEN,WR,LAC,12.08
Andy Jones,3000.00,DET,WR,GBP,8
Kalen Ballage,3600.00,MIA,RB,BUF,9.58
Nyheim Hines,3700.00,IND,RB,TEN,9.79
Nick Chubb,6400.00,CLE,RB,BAL,16.99
Julio Jones,8500.00,ATL,WR,TBB,22.54
Rob Gronkowski,5100.00,NEP,TE,NYJ,13.47
Buffalo Bills,2700.00,BUF,DST,MIA,7.13
Zach Ertz,6700.00,PHI,TE,WAS,17.69
Robby Anderson,5600.00,NYJ,WR,NEP,14.72
T.Y. Hilton,7100.00,IND,WR,TEN,18.64
Josh Doctson,3400.00,WAS,WR,PHI,8.92
Danny Amendola,3800.00,MIA,WR,BUF,9.96
Denver Broncos,2200.00,DEN,DST,LAC,5.76
Adrian Peterson,4500.00,WAS,RB,PHI,11.69
Houston Texans,3300.00,HOU,DST,JAC,8.56
Minnesota Vikings,2500.00,MIN,DST,CHI,6.48
Stefon Diggs,7000.00,MIN,WR,CHI,18.12
Joe Mixon,6700.00,CIN,RB,PIT,17.21
David Njoku,3700.00,CLE,TE,BAL,9.51
Tennessee Titans,2600.00,TEN,DST,IND,6.69
James Conner,7500.00,PIT,RB,CIN,19.16
Cole Beasley,3500.00,DAL,WR,NYG,8.87
DeAndre Hopkins,8100.00,HOU,WR,JAC,20.38
Sterling Shepard,5400.00,NYG,WR,DAL,13.62
Atlanta Falcons,2600.00,ATL,DST,TBB,6.55
