Player_Name,Salary,Team,Pos,Opp,Proj_FP,pown%
Xavier Tillman Sr.,3500.00,MEM,PF/C,SAS,25.08,44.10
Lonzo Ball,5000.00,NOP,PG,HOU,29.37,27.80
Hassan Whiteside,3200.00,SAC,C,MIA,18.17,12.50
Dejounte Murray,6300.00,SAS,PG,MEM,35.19,24.00
LaMelo Ball,5600.00,CHA,PG,MIL,31.22,23.00
Gordon Hayward,7300.00,CHA,SF/PF,MIL,40.67,28.80
Cody Zeller,4500.00,CHA,C,MIL,25.08,20.10
Zion Williamson,7400.00,NOP,PF/C,HOU,41.13,26.80
Tyrese Haliburton,4900.00,SAC,PG/SG,MIA,26.79,19.20
DeMar DeRozan,7000.00,SAS,SF/PF,MEM,38.21,23.00
Ja Morant,7100.00,MEM,PG,SAS,38.78,25.90
John Wall,6800.00,HOU,PG,NOP,37.09,22.10
Luka Doncic,10700.00,DAL,PG,PHO,57.35,24.90
PJ Washington,6200.00,CHA,PF/C,MIL,33.18,18.20
Chris Paul,7600.00,PHO,PG,DAL,40.15,16.30
Brandon Clarke,6100.00,MEM,PF/C,SAS,32.17,16.30
Mason Plumlee,5400.00,DET,C,GSW,28.23,12.50
Cam Johnson,5300.00,PHO,SF/PF,DAL,27.63,15.30
Isaiah Stewart,3300.00,DET,C,GSW,17.11,7.70
Harry Giles III,3300.00,POR,C,CHI,17.08,7.70
James Wiseman,4800.00,GSW,C,DET,24.88,9.60
LaMarcus Aldridge,5400.00,SAS,PF/C,MEM,27.75,11.50
Damian Lillard,10600.00,POR,PG,CHI,54.39,21.10
Giannis Antetokounmpo,10800.00,MIL,PF/C,CHA,54.9,15.30
Jerami Grant,7800.00,DET,SF/PF,GSW,39.26,12.50
Duncan Robinson,5300.00,MIA,SG,SAC,26.65,12.50
Marvin Bagley III,5900.00,SAC,PF/C,MIA,29.63,8.60
Brandon Ingram,8100.00,NOP,SF/PF,HOU,40.56,12.50
Robert Covington,4900.00,POR,PF,CHI,24.54,8.60
Jakob Poeltl,3900.00,SAS,C,MEM,19.49,5.80
De'Aaron Fox,8200.00,SAC,PG,MIA,41.01,11.50
Draymond Green,5100.00,GSW,PF/C,DET,25.51,7.70
Carmelo Anthony,5500.00,POR,PF,CHI,27.45,5.80
Bobby Portis,4200.00,MIL,PF/C,CHA,20.91,5.80
Precious Achiuwa,3400.00,MIA,PF,SAC,16.89,5.80
Khris Middleton,8500.00,MIL,SF,CHA,42.01,11.50
Pat Connaughton,3200.00,MIL,SF,CHA,15.79,7.70
Deandre Ayton,7800.00,PHO,C,DAL,38.4,5.80
Steven Adams,5500.00,NOP,C,HOU,26.99,3.80
Christian Wood,8700.00,HOU,C,NOP,42.59,5.80
Kyle Anderson,5600.00,MEM,SF/PF,SAS,27.43,6.70
Stephen Curry,9700.00,GSW,PG,DET,47.48,7.70
Kemba Walker,6500.00,BOS,PG,LAL,31.75,4.80
Zach LaVine,8800.00,CHI,SG,POR,42.96,13.40
Lauri Markkanen,6600.00,CHI,PF/C,POR,32.06,4.80
Harrison Barnes,6100.00,SAC,SF/PF,MIA,29.61,6.70
Blake Griffin,5900.00,DET,PF/C,GSW,28.58,3.80
Bam Adebayo,9200.00,MIA,C,SAC,44.53,4.80
Richaun Holmes,6700.00,SAC,C,MIA,32.41,3.80
Tim Hardaway Jr.,5600.00,DAL,SG/SF,PHO,27.07,9.60
Enes Kanter,7100.00,POR,C,CHI,34.13,1.90
Andrew Wiggins,6300.00,GSW,SG/SF,DET,30.3,6.70
Eric Paschall,3300.00,GSW,SF/PF,DET,15.83,5.80
Victor Oladipo,7900.00,HOU,PG/SG,NOP,37.86,7.70
Jaylen Brown,8000.00,BOS,SF,LAL,38.33,4.80
Keldon Johnson,5800.00,SAS,SF/PF,MEM,27.77,4.80
Dorian Finney-Smith,4000.00,DAL,SF/PF,PHO,19.1,5.80
Tristan Thompson,4100.00,BOS,C,LAL,19.42,1.00
Jayson Tatum,8500.00,BOS,PF,LAL,40.02,1.90
Kristaps Porzingis,7500.00,DAL,PF/C,PHO,35.35,1.90
Jrue Holiday,7200.00,MIL,PG,CHA,33.7,2.90
Eric Bledsoe,5800.00,NOP,PG/SG,HOU,26.92,4.80
