William Karlsson,Nick Bonino,Max Pacioretty,Mark Stone,Jonathan Marchessault,Jared Spurgeon,Erik Karlsson,Kaapo Kahkonen,Reilly Smith
Elias Pettersson,William Karlsson,Jonathan Marchessault,Brock Boeser,Reilly Smith,Alex Pietrangelo,Jared Spurgeon,Kaapo Kahkonen,Zach Parise
Tomas Hertl,William Karlsson,Jonathan Marchessault,Reilly Smith,Evander Kane,Brent Burns,Jared Spurgeon,Kaapo Kahkonen,Alex Tuch
William Karlsson,Jesperi Kotkaniemi,Max Pacioretty,Jonathan Marchessault,Reilly Smith,Brent Burns,Shea Weber,Kaapo Kahkonen,Tyler Toffoli
William Karlsson,Brayden Schenn,Max Pacioretty,Jonathan Marchessault,Reilly Smith,Alex Pietrangelo,Jared Spurgeon,Braden Holtby,Jaden Schwartz
Elias Pettersson,William Karlsson,Jonathan Marchessault,Brock Boeser,Reilly Smith,Brent Burns,Erik Karlsson,Braden Holtby,Alex Tuch
William Karlsson,Victor Rask,Max Pacioretty,Jonathan Marchessault,Reilly Smith,Brent Burns,Jared Spurgeon,Robin Lehner,Zach Parise
William Karlsson,Ryan O'Reilly,Jonathan Marchessault,Reilly Smith,Zach Sanford,Brent Burns,Alex Pietrangelo,Kaapo Kahkonen,Erik Karlsson
William Karlsson,Nick Bonino,Jonathan Marchessault,Reilly Smith,Kevin Fiala,Brent Burns,Alex Pietrangelo,Braden Holtby,Zach Parise
William Karlsson,Jesperi Kotkaniemi,Max Pacioretty,Mark Stone,Jonathan Marchessault,Alex Pietrangelo,Kevin Shattenkirk,Carey Price,Reilly Smith
William Karlsson,Bo Horvat,Jonathan Marchessault,Reilly Smith,Alex Tuch,Brent Burns,Alex Pietrangelo,Robin Lehner,Tanner Pearson
William Karlsson,Bo Horvat,Max Pacioretty,Jonathan Marchessault,Reilly Smith,Jared Spurgeon,Quinn Hughes,Jordan Binnington,Tanner Pearson
Tomas Hertl,William Karlsson,Jonathan Marchessault,Reilly Smith,Zach Parise,Jared Spurgeon,Erik Karlsson,Braden Holtby,Kirill Kaprizov
Tomas Hertl,William Karlsson,Jonathan Marchessault,Reilly Smith,Ryan Donato,Alex Pietrangelo,Shea Weber,Kaapo Kahkonen,Logan Couture
William Karlsson,Phillip Danault,Jonathan Marchessault,Reilly Smith,Brendan Gallagher,Alex Pietrangelo,Shea Weber,Robin Lehner,Jared Spurgeon
Tomas Hertl,Elias Pettersson,Jonathan Marchessault,Brock Boeser,Reilly Smith,Erik Karlsson,Quinn Hughes,Kaapo Kahkonen,J.T. Miller
William Karlsson,Derick Brassard,Max Pacioretty,Jonathan Marchessault,Reilly Smith,Brent Burns,Alex Pietrangelo,John Gibson,Tyler Pitlick
Tomas Hertl,William Karlsson,Jonathan Marchessault,Reilly Smith,Kevin Fiala,Alex Pietrangelo,Jared Spurgeon,Carey Price,Marcus Johansson
William Karlsson,Logan Couture,Mark Stone,Jonathan Marchessault,Reilly Smith,Brent Burns,Jared Spurgeon,Braden Holtby,Ryan Donato
William Karlsson,Bo Horvat,Jonathan Marchessault,Brock Boeser,Reilly Smith,Alex Pietrangelo,Erik Karlsson,John Gibson,J.T. Miller
